School Name,School Code,Tests Taken,Reading / Writing,Math,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,District Code,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,Year
Milford - Milford High,1850505,259,548,543,567,19.3,1298,48.1,51.9,37.9,13.8,12.9,1850000,3.2,2.1,29.9,59.6,1.6,0,3.6,Milford,"          $62,901,730.65",4276.6,"              $14,708.35","          $69,723,191.52",4563.3,"              $15,279.12",2019
Millbury - Millbury Junior/Senior High,1860505,91,537,550,429,16.7,747,49.9,49.4,26.6,2.1,18.5,1860000,4,3.2,9.6,79.3,0,0,3.9,Millbury,"          $27,238,407.00",1683.8,"              $16,176.75","          $30,017,378.00",1767.5,"              $16,982.96",2019
Millis - Millis High School,1870505,129,565,540,170,13.5,336,48.8,51.2,9.8,0.6,12.8,1870000,2.1,3.3,7.7,85.1,0,0.3,1.5,Millis,"          $19,789,819.21",1222.2,"              $16,191.96","          $21,454,908.82",1284.5,"              $16,702.93",2019
Milton - Milton High,1890505,362,577,592,520,17.2,1073,51,48.9,12.3,1.3,15,1890000,18.8,6.3,5.8,65.7,0.2,0.2,3,Milton,"          $62,097,614.72",4280.7,"              $14,506.42","          $69,080,912.48",4376.4,"              $15,784.87",2019
Minuteman Regional Vocational Technical - Minuteman Regional High,8300605,84,554,537,566,12.2,586,36.2,63,20.1,1.9,36.4,8300000,3.6,4.4,6.3,80.7,0.2,0,4.8,Minuteman Regional Vocational Technical,"          $20,195,145.00",519.3,"              $38,889.17","          $20,244,380.00",525,"              $38,560.72",2019
Mohawk Trail - Mohawk Trail Regional High,7170505,48,537,512,278,10.4,336,51.8,47.9,35.4,1.2,24.7,7170000,0.3,0.9,3.9,92,0,0,3,Mohawk Trail,"          $18,973,412.00",899.4,"              $21,095.63","          $21,897,541.00",1105.4,"              $19,809.61",2019
Monomoy Regional School District - Monomoy Regional High School,7120515,150,571,563,437,13.1,636,50.2,49.8,27,3,13.2,7120000,8,1.6,7.4,78,0.8,0.3,3.9,Monomoy Regional School District,"          $36,092,035.19",1888.8,"              $19,108.45","          $39,585,688.39",2158.4,"              $18,340.29",2019
Monson - Monson High School,1910505,35,570,549,233,13.8,360,49.4,50.6,21.1,0.3,16.9,1910000,1.1,1.7,4.7,88.6,0,1.1,2.8,Monson,"          $15,635,679.00",908.4,"              $17,212.33","          $17,596,468.00",1012.9,"              $17,372.36",2019
Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,8320605,195,529,515,609,18.8,1415,49.9,49.8,25.9,1,14.8,8320000,1.8,1.8,17.2,75.4,0,0,3.7,Montachusett Regional Vocational Technical,"          $28,959,994.18",1414.5,"              $20,473.66","          $29,260,556.18",1462,"              $20,014.06",2019
Mount Greylock - Mt Greylock Regional High,7150505,95,613,598,338,13.5,553,52.3,47.7,15.7,0.2,13.6,7150000,2,2,3.4,89.5,0,0,3.1,Mount Greylock,"          $20,342,432.26",1187,"              $17,137.69","          $21,673,316.92",1251.1,"              $17,323.41",2019
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,4700105,128,569,582,759,23.8,1581,51.4,48.6,19,1.8,12.3,4700000,17.7,23,9.4,45.2,0.3,0,4.4,Mystic Valley Regional Charter (District),"          $20,563,649.00",1572.1,"              $13,080.12","          $20,563,649.00",1572.1,"              $13,080.12",2019
Nantucket - Nantucket High,1970505,176,544,526,294,14.8,542,48.2,51.3,22.1,11.6,14.8,1970000,12.6,1.5,26.9,53.7,0.6,0,4.8,Nantucket,"          $37,454,275.00",1649.2,"              $22,710.57","          $38,357,521.00",1664.5,"              $23,044.47",2019
Narragansett - Narragansett Regional High,7200505,60,558,558,221,13.1,349,49.3,50.7,31,0,14.9,7200000,0.9,0,8.6,88,0,0,2.6,Narragansett,"          $19,038,589.91",1421.7,"              $13,391.43","          $21,563,480.91",1603.5,"              $13,447.76",2019
Nashoba - Nashoba Regional,7250505,255,591,599,572,13.2,914,49.9,50,7.4,1.5,12.9,7250000,1.8,3.1,3.6,89.6,0,0.2,1.8,Nashoba,"          $55,191,794.88",3229.4,"              $17,090.42","          $58,444,305.68",3366.1,"              $17,362.62",2019
Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,8520605,118,527,521,384,14,690,38.3,61.2,21.5,0.7,32,8520000,2,1.6,6.5,87.1,0.6,0.1,2,Nashoba Valley Regional Vocational Technical,"          $14,937,986.72",697.1,"              $21,428.76","          $14,937,986.72",697.1,"              $21,428.76",2019
Natick - Natick High,1980505,500,583,586,1335,17.4,1780,49,50.8,10.8,3.4,16.2,1980000,3.4,8.4,6.6,76.7,0.1,0.1,4.8,Natick,"          $83,516,897.00",5497.2,"              $15,192.62","          $91,526,031.00",5651.5,"              $16,195.00",2019
Nauset - Nauset Regional High,6600505,257,578,566,573,13.4,906,54.5,45.3,21,2.5,11,6600000,6.5,2.8,3.6,83.3,0.1,0.1,3.5,Nauset,"          $30,239,017.00",1494.1,"              $20,238.95","          $33,744,606.00",1613.2,"              $20,917.81",2019
Needham - Needham High,1990505,432,610,617,718,16.9,1656,50.4,49.5,4.7,0.4,17.4,1990000,2.1,8.4,5,79.8,0.1,0.1,4.6,Needham,"         $102,579,161.00",5736.2,"              $17,882.77","         $109,800,578.00",5832.2,"              $18,826.61",2019
New Bedford - New Bedford High,2010505,260,484,478,1207,18.9,2625,49.3,50.7,65.1,31.1,18.1,2010000,16.2,1.1,43.8,33.5,0.7,0.2,4.6,New Bedford,"         $186,577,141.52",12971.9,"              $14,383.18","         $212,607,408.52",14491.4,"              $14,671.28",2019
Newburyport - Newburyport High,2040505,231,579,585,628,16.4,786,52.9,47,9.4,1.8,10.4,2040000,0.3,2.3,3.6,91.4,0.1,0,2.4,Newburyport,"          $38,291,416.40",2233.7,"              $17,142.60","          $44,121,148.03",2462.8,"              $17,915.03",2019
Newton - Newton North High,2070505,514,619,624,1046,15.9,2086,48.5,51.3,12,2.8,16.3,2070000,6.4,15,9.6,61.9,0.1,0,7,Newton,"         $247,574,343.00",12829.4,"              $19,297.42","         $262,570,016.00",12985.7,"              $20,219.94",2019
Newton - Newton South High,2070510,491,633,651,1141,13.9,1970,47.5,52.3,8.1,2.4,16.6,2070000,4.6,22.1,6.2,61.2,0,0,5.9,Newton,"         $247,574,343.00",12829.4,"              $19,297.42","         $262,570,016.00",12985.7,"              $20,219.94",2019
Norfolk County Agricultural - Norfolk County Agricultural,9150705,133,537,512,470,16,553,70.5,29.3,13.6,0.2,19.9,9150000,1.3,1.5,2,90.4,0.2,0.4,4.3,Norfolk County Agricultural,"          $13,402,717.79",553.2,"              $24,227.62","          $13,402,717.79",553.2,"              $24,227.62",2019
North Adams - Drury High,2090505,53,514,500,264,14.9,555,51.7,48.3,59.8,0.2,20.9,2090000,2.3,0.5,5.1,84.3,0.2,0.4,7.2,North Adams,"          $25,117,238.00",1365.4,"              $18,395.52","          $28,675,473.00",1587.3,"              $18,065.57",2019
North Andover - North Andover High,2110505,431,572,568,1169,18.1,1387,50,50,15,0.9,11.7,2110000,3.5,7.1,10.8,76.5,0,0.1,1.9,North Andover,"          $62,906,308.63",4775.8,"              $13,171.89","          $69,168,660.54",4874.1,"              $14,191.06",2019
North Attleborough - North Attleboro High,2120505,346,564,562,626,16.4,1105,48.3,51.5,16.4,2,12,2120000,4.4,7,4.9,80.4,0.2,0.3,2.9,North Attleborough,"          $55,988,473.12",4176.4,"              $13,405.92","          $60,745,994.86",4386.1,"              $13,849.66",2019
North Brookfield - North Brookfield High,2150505,26,578,550,97,12.3,226,50.9,49.1,34.5,0,20.4,2150000,0,0.9,6.6,88.5,0,0,4,North Brookfield,"           $8,372,193.26",584.5,"              $14,323.68","           $9,317,370.96",694.8,"              $13,410.15",2019
North Middlesex - North Middlesex Regional,7350505,206,566,548,464,17.4,816,51.8,48.2,13.2,1.2,16.7,7350000,1.1,1.5,5,88.4,0.3,0.1,3.7,North Middlesex,"          $46,455,803.60",3057.9,"              $15,192.06","          $54,094,833.98",3283,"              $16,477.26",2019
North Reading - North Reading High,2170505,231,565,567,322,18.3,739,51.3,48.7,6.8,0.7,12.5,2170000,0.7,3.9,2.4,90.3,0.1,0.1,2.4,North Reading,"          $38,990,988.87",2405.2,"              $16,211.12","          $42,232,125.14",2452.7,"              $17,218.63",2019
Northampton - Northampton High,2100505,231,599,591,379,17.8,882,50.2,49.7,19.3,1.9,16.9,2100000,2.6,3.1,13.2,75.5,0.2,0,5.4,Northampton,"          $40,111,139.00",2647.9,"              $15,148.28","          $46,093,680.00",2943.4,"              $15,660.01",2019
Northampton-Smith Vocational Agricultural - Smith Vocational and Agricultural High,4060705,29,484,471,418,12.2,504,43.9,56.2,34.3,1,40.5,4060000,1.4,0.4,13.7,82.9,0,0,1.6,Northampton-Smith Vocational Agricultural,"          $11,017,534.03",481.8,"              $22,867.44","          $11,017,534.03",481.8,"              $22,867.44",2019
Northboro-Southboro - Algonquin Regional High,7300505,437,591,599,773,15.6,1404,50.5,49.5,7.3,1.4,13.8,7300000,1.2,11.5,6.1,76.8,0.4,0.4,3.6,Northboro-Southboro,"          $24,594,695.92",1423.9,"              $17,272.77","          $25,854,963.92",1460.2,"              $17,706.45",2019
Northbridge - Northbridge High,2140505,105,541,530,357,15.2,541,46.8,53.2,24.2,1.5,12.4,2140000,0.9,1.1,6.5,87.6,0,0.2,3.7,Northbridge,"          $29,749,779.71",2046.7,"              $14,535.49","          $34,212,718.03",2272.7,"              $15,053.78",2019
Northeast Metropolitan Regional Vocational Technical - Northeast Metro Regional Vocational,8530605,164,486,469,896,18.7,1281,45.1,54.9,35.4,4.1,20,8530000,2.6,0.6,34.8,59.8,0.1,0.2,1.9,Northeast Metropolitan Regional Vocational Technical,"          $29,059,023.88",1231.8,"              $23,590.70","          $29,090,223.88",1231.8,"              $23,616.03",2019
Northern Berkshire Regional Vocational Technical - Charles McCann Vocational Technical,8510605,50,513,496,371,15.3,508,40,60,35,0,16.3,8510000,0.8,0.4,1.4,94.9,0,0,2.6,Northern Berkshire Regional Vocational Technical,"          $10,429,005.25",466.5,"              $22,355.85","          $10,485,792.25",471.5,"              $22,239.22",2019
Norton - Norton High,2180505,200,558,549,371,16.7,702,49.6,50.4,16.5,1.1,16,2180000,1.7,2.6,3.4,90.3,0,0.3,1.7,Norton,"          $35,569,578.00",2455.2,"              $14,487.45","          $40,838,101.00",2610.5,"              $15,643.79",2019
Norwell - Norwell High,2190505,239,588,577,338,13.9,671,55.6,44.4,6,0.3,12.5,2190000,0.8,2.4,1.9,93,0,0.3,1.6,Norwell,"          $34,390,049.63",2181.5,"              $15,764.41","          $37,780,047.64",2227.7,"              $16,959.22",2019
Norwood - Norwood High,2200505,272,552,559,547,14.5,1001,50.1,49.8,26.5,5.8,14.9,2200000,13.2,5,15.2,64.1,0,0.1,2.4,Norwood,"          $55,342,454.23",3452.2,"              $16,031.07","          $62,255,745.59",3600.1,"              $17,292.78",2019
Old Colony Regional Vocational Technical - Old Colony Regional Vocational Technical,8550605,68,502,519,249,16.7,556,35.6,64.2,17.6,0,22.7,8550000,1.1,0.9,2.3,93,0.2,0,2.5,Old Colony Regional Vocational Technical,"          $11,927,431.00",539.7,"              $22,100.11","          $11,942,431.00",542.7,"              $22,005.59",2019
Old Rochester - Old Rochester Regional High,7400505,229,565,566,342,17.9,746,49.2,50.8,12.3,0,11.7,7400000,2.6,1.6,2,89.8,0.1,0,3.9,Old Rochester,"          $20,251,887.90",1208.8,"              $16,753.71","          $20,341,316.90",1220.8,"              $16,662.28",2019
Oxford - Oxford High,2260505,70,502,501,259,16.5,554,52.5,47.3,36.6,0,15,2260000,2.4,2.2,11.6,78.9,0.2,0.4,4.5,Oxford,"          $22,680,294.82",1627.4,"              $13,936.52","          $25,796,931.06",1777.3,"              $14,514.67",2019
Palmer - Palmer High,2270505,75,545,539,408,13.8,659,47.3,52.7,44.2,2.4,17.9,2270000,2.4,2.4,10.6,79.2,0.3,0,5,Palmer,"          $20,848,225.43",1317.6,"              $15,822.88","          $23,673,509.89",1459.6,"              $16,219.18",2019
Pathfinder Regional Vocational Technical - Pathfinder Vocational Technical,8600605,26,507,491,538,12.2,625,38.4,61,35,0,28.2,8600000,1.1,0.3,4.6,90.6,0.2,0,3.2,Pathfinder Regional Vocational Technical,"          $14,847,455.90",639.2,"              $23,228.19","          $14,993,542.90",653.2,"              $22,953.98",2019
Paulo Freire Social Justice Charter School (District) - Paulo Freire Social Justice Charter School,35010505,36,461,431,202,14.8,279,56.3,43.7,81,10,28,35010000,7.2,0.4,91,1.1,0,0,0.4,Paulo Freire Social Justice Charter School (District),"           $4,733,275.00",284.7,"              $16,627.82","           $4,733,275.00",284.7,"              $16,627.82",2019
Peabody - Peabody Veterans Memorial High,2290510,328,533,534,705,16.1,1455,47,52.9,31.4,5.8,15.4,2290000,3.8,2.1,18.6,73.8,0,0,1.7,Peabody,"          $85,434,763.41",5966.5,"              $14,319.08","          $94,524,413.54",6178.4,"              $15,299.17",2019
Pembroke - Pembroke High School,2310505,240,557,557,379,16.7,812,52,47.9,11.2,0.5,11.1,2310000,0.7,1.6,1.6,95.1,0,0.1,0.9,Pembroke,"          $39,849,746.61",2802.9,"              $14,217.33","          $44,807,761.04",2960,"              $15,137.76",2019
Pentucket - Pentucket Regional Sr High,7450505,177,576,574,397,15.2,721,45.8,54.2,8.9,0,12.6,7450000,0.8,2.4,3.3,92.2,0,0,1.3,Pentucket,"          $37,026,427.83",2404.6,"              $15,398.17","          $41,233,427.83",2513.1,"              $16,407.40",2019
Pioneer Charter School of Science (District) - Pioneer Charter School of Science,4940205,70,573,624,363,18.3,800,51.4,48.6,38.1,22.3,9.8,4940000,24.8,7.4,30,34.5,1.8,0,1.6,Pioneer Charter School of Science (District),"          $11,065,851.30",784,"              $14,114.43","          $11,065,851.30",784,"              $14,114.43",2019
Pioneer Charter School of Science II (PCSS-II) (District) - Pioneer Charter School of Science II (PCSS-II),35060505,68,584,654,161,17.1,357,54.6,45.4,27.7,20.2,15.7,35060000,35.9,12.3,23.8,26.1,0.3,0,1.7,Pioneer Charter School of Science II (PCSS-II) (District),"           $5,349,277.25",360.2,"              $14,850.44","           $5,349,277.25",360.2,"              $14,850.44",2019
Pioneer Valley - Pioneer Valley Regional,7500505,51,555,520,306,12.3,292,51.7,48.3,20.2,0.3,15.4,7500000,1,1,2.1,92.5,0,0,3.4,Pioneer Valley,"          $14,113,693.94",738,"              $19,124.25","          $15,722,055.62",837.3,"              $18,777.09",2019
Pioneer Valley Chinese Immersion Charter (District) - Pioneer Valley Chinese Immersion Charter School,4970205,10,660,634,316,16.9,537,51.4,48.2,19,3.4,12.5,4970000,9.3,19.6,7.5,50.5,0,0.2,13,Pioneer Valley Chinese Immersion Charter (District),"           $8,726,722.90",517.8,"              $16,854.44","           $8,726,722.90",517.8,"              $16,854.44",2019
Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public School,4790505,68,568,517,346,12.5,398,67.6,32.2,31.9,0.3,24.1,4790000,8.8,1.8,19.4,62.1,0,0.3,7.8,Pioneer Valley Performing Arts Charter Public (District),"           $7,049,225.01",392.3,"              $17,969.88","           $7,049,225.01",392.3,"              $17,969.88",2019
Pittsfield - Pittsfield High,2360505,140,533,525,441,12.6,753,49.1,50.9,45.3,4.8,23.5,2360000,11,2.1,13.8,68.4,0.1,0,4.5,Pittsfield,"          $90,795,896.19",5420.4,"              $16,750.77","         $100,826,852.19",6201.6,"              $16,258.20",2019
Pittsfield - Taconic High,2360510,114,526,518,470,12.8,811,50.6,49.3,46.5,2.5,23.7,2360000,13.9,1.1,13.3,62.6,0.1,0,8.9,Pittsfield,"          $90,795,896.19",5420.4,"              $16,750.77","         $100,826,852.19",6201.6,"              $16,258.20",2019
Plymouth - Plymouth North High,2390505,544,523,508,926,15.1,1225,48.4,51.6,23.4,3.6,17.7,2390000,2.5,1.6,6.9,84.7,0.1,0,4.2,Plymouth,"         $132,273,004.34",7410.3,"              $17,849.89","         $149,380,157.34",8116.9,"              $18,403.60",2019
Plymouth - Plymouth South High,2390515,478,507,495,931,13.6,1051,46.7,53.3,17.4,0,21.1,2390000,1.1,1.1,3.1,91.1,0.3,0,3.4,Plymouth,"         $132,273,004.34",7410.3,"              $17,849.89","         $149,380,157.34",8116.9,"              $18,403.60",2019
Prospect Hill Academy Charter (District) - Prospect Hill Academy Charter School,4870550,118,518,522,461,20.8,1112,49.3,50.7,45.9,13.9,16,4870000,55.5,7.8,20.3,12.7,0.1,0.2,3.4,Prospect Hill Academy Charter (District),"          $23,189,922.50",1118.2,"              $20,738.25","          $23,189,922.50",1118.2,"              $20,738.25",2019
Quabbin - Quabbin Regional High School,7530505,164,538,537,448,19.1,629,52,48,20.5,0,14.9,7530000,1,1,4,91.7,0,0,2.4,Quabbin,"          $34,459,028.92",2118.8,"              $16,263.46","          $38,876,248.36",2308,"              $16,844.13",2019
Quaboag Regional - Quaboag Regional High,7780505,46,575,541,202,13.8,402,49.5,50.3,33.6,0.5,11.7,7780000,0.8,0.3,6.2,89.6,0,0,3.2,Quaboag Regional,"          $18,845,505.77",1310,"              $14,385.88","          $20,347,092.25",1406.2,"              $14,469.56",2019
Quincy - North Quincy High,2430510,396,548,584,569,16.8,1269,48.4,51.5,31.8,8.8,14.1,2430000,3.7,56.4,3.9,33.6,0.2,0.1,2.1,Quincy,"         $146,338,175.41",9500.8,"              $15,402.72","         $163,135,812.02",9741.9,"              $16,745.79",2019
Quincy - Quincy High,2430505,359,533,532,814,15.7,1536,49.3,50.7,39.8,10.2,16.6,2430000,11.1,23.4,11.9,49.5,0.3,0.3,3.5,Quincy,"         $146,338,175.41",9500.8,"              $15,402.72","         $163,135,812.02",9741.9,"              $16,745.79",2019
Ralph C Mahar - Pathways Early College Innovation School,7550515,12,636,620,,,,,,,,,,,,,,,,,,,,,,,,
Ralph C Mahar - Ralph C Mahar Regional,7550505,52,536,540,637,14,640,46.9,53,42.7,0.6,21.4,7550000,2.5,1.6,8.3,82.3,0.3,0.2,4.8,Ralph C Mahar,"          $12,556,668.00",763.5,"              $16,446.19","          $14,842,330.94",865.7,"              $17,144.89",2019
Randolph - Randolph High,2440505,116,504,522,329,15.7,686,42.4,57.6,49.3,14.6,17.8,2440000,54.8,18.2,15.2,8.2,0,0.4,3.2,Randolph,"          $50,513,355.42",2798.4,"              $18,050.80","          $62,642,664.80",3390.7,"              $18,474.85",2019
Reading - Reading Memorial High,2460505,414,578,582,594,17.3,1229,49.9,50,7.2,0.3,17.5,2460000,2.2,5.5,2.4,88.2,0.2,0,1.6,Reading,"          $58,138,672.08",4182.3,"              $13,901.12","          $63,798,486.69",4268.2,"              $14,947.40",2019
Revere - Revere High,2480505,560,496,506,866,19.5,2037,49.3,50.6,48.3,17.8,10.8,2480000,3.6,5.6,57.7,30.5,0.7,0.1,1.9,Revere,"         $103,140,833.85",7530.2,"              $13,696.96","         $126,129,086.85",8154,"              $15,468.37",2019
Rising Tide Charter Public (District) - Rising Tide Charter Public School,4830305,85,564,537,294,18.7,645,51,49,13,0.5,19.8,4830000,0.8,1.6,3.6,87,1.1,0,6.1,Rising Tide Charter Public (District),"          $10,423,004.38",654.7,"              $15,921.25","          $10,423,004.38",654.7,"              $15,921.25",2019
Rockland - Rockland Senior High,2510505,149,524,531,313,15.5,691,48.2,51.8,34.6,5.6,17.1,2510000,4.6,0.9,15.9,74.5,0,0,4.1,Rockland,"          $35,748,715.00",2255.9,"              $15,846.76","          $40,606,302.00",2436,"              $16,669.25",2019
Rockport - Rockport High,2520510,99,574,544,191,11.2,261,47.5,52.5,14.9,1.2,19.9,2520000,1.5,1.5,2.3,94.3,0,0,0.4,Rockport,"          $17,323,341.00",894.7,"              $19,362.18","          $19,695,453.00",945.7,"              $20,826.32",2019
Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School,4840505,127,498,523,0,0,0,0,0,0,0,0,4840000,0,0,0,0,0,0,0,Roxbury Preparatory Charter (District),"          $27,153,316.56",1509.9,"              $17,983.40","          $27,153,316.56",1509.9,"              $17,983.40",2019
Sabis International Charter (District) - Sabis International Charter School,4410505,116,531,524,491,26.5,1572,50.5,49.6,42.9,7.2,15,4410000,27.9,4,43.4,18.9,0,0,5.9,Sabis International Charter (District),"          $21,688,172.27",1572.1,"              $13,796.11","          $21,688,172.27",1572.1,"              $13,796.11",2019
Salem - Salem High,2580505,237,485,477,598,13.5,903,45.3,54.7,49.3,13.3,23.2,2580000,5.2,2.9,45.7,41.6,0.1,0,4.4,Salem,"          $73,858,857.83",3742.6,"              $19,734.64","          $91,956,043.15",4744.6,"              $19,381.20",2019
Salem Academy Charter (District) - Salem Academy Charter School,4850485,103,542,528,234,19.4,490,51.2,48.6,35.3,4.3,16.7,4850000,10.6,5.5,42.5,39.8,0,0,1.6,Salem Academy Charter (District),"           $8,108,045.35",486.6,"              $16,662.31","           $8,108,045.35",486.6,"              $16,662.31",2019
Sandwich - Sandwich High,2610505,197,550,550,387,15.2,655,51.2,48.9,14.5,0.5,16.5,2610000,0.6,2,2,93.9,1.1,0.2,0.3,Sandwich,"          $46,553,091.00",2513.2,"              $18,523.43","          $53,175,460.00",2842.5,"              $18,707.29",2019
Saugus - Saugus High,2620505,188,513,499,359,15.6,687,47.7,52.1,28.2,5,13.4,2620000,5.8,4.5,18.2,69.1,0.6,0.2,1.6,Saugus,"          $43,403,277.81",2615.5,"              $16,594.64","          $49,795,912.51",2902.9,"              $17,153.85",2019
Scituate - Scituate High School,2640505,292,586,575,470,18,933,51.6,48.3,10.5,0,11.9,2640000,2.8,1.7,1,93.3,0,0,1.3,Scituate,"          $45,031,193.00",2972.3,"              $15,150.29","          $49,137,186.00",3027.5,"              $16,230.28",2019
Seekonk - Seekonk High,2650505,170,559,548,307,17.2,602,49.7,50.3,12.1,0.8,17.6,2650000,1.8,3.5,5,87,0,0.2,2.5,Seekonk,"          $32,223,615.54",2083.6,"              $15,465.36","          $35,541,840.67",2140.4,"              $16,605.23",2019
Sharon - Sharon High,2660505,310,611,628,556,15,1129,47.3,52.6,11.3,1,11.1,2660000,6.2,27.6,5.5,56.3,0,0.2,4.3,Sharon,"          $59,267,269.08",3640.9,"              $16,278.19","          $63,742,459.38",3692.6,"              $17,262.22",2019
Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Vocational Technical High School,8710605,214,526,520,737,15.1,1260,40.4,59.6,14,0,26.6,8710000,1,0.9,5.4,90.7,0.2,0,1.8,Shawsheen Valley Regional Vocational Technical,"          $30,991,217.00",1264.5,"              $24,508.67","          $31,118,553.00",1275.1,"              $24,404.79",2019
Shrewsbury - Shrewsbury Sr High,2710505,635,585,603,992,17.3,1907,52.7,47.3,11.8,2.3,12.1,2710000,3.2,26.2,8.5,58.3,0.4,0,3.5,Shrewsbury,"          $83,841,954.98",6192,"              $13,540.37","          $91,497,587.98",6421.8,"              $14,247.97",2019
Silver Lake - Silver Lake Regional High,7600505,329,567,576,488,18.3,1261,46.8,53.2,16,0.9,17.6,7600000,1.7,1.2,1.7,94.5,0.2,0.1,0.6,Silver Lake,"          $30,320,760.40",1755.1,"              $17,275.80","          $31,272,595.40",1834.5,"              $17,046.93",2019
Sizer School: A North Central Charter Essential (District) - Sizer School: A North Central Charter Essential School,4740505,27,561,528,220,13.3,361,44.9,54.9,36.3,0.8,24.1,4740000,5.3,1.4,22.4,67.9,0.3,0.3,2.5,Sizer School: A North Central Charter Essential (District),"           $6,115,348.29",364.1,"              $16,798.10","           $6,115,348.29",364.1,"              $16,798.10",2019
Somerset Berkley Regional School District - Somerset Berkley Regional High School,7630505,274,545,564,567,15.2,1033,48.8,51.2,15.6,0.2,12.5,7630000,1.4,1.2,4.4,91.6,0.2,0.2,1.2,Somerset Berkley Regional School District,"          $15,141,248.13",1012.7,"              $14,951.37","          $17,242,339.24",1067.7,"              $16,149.05",2019
Somerville - Somerville High,2740505,279,514,512,611,15.3,1235,47,52.6,46.4,15,15.7,2740000,12.4,6.6,47.5,31.5,0.1,0.2,1.9,Somerville,"          $96,007,718.31",4961.5,"              $19,350.54","         $111,171,544.42",5466.6,"              $20,336.51",2019
South Hadley - South Hadley High,2780505,137,571,584,300,14.3,569,52.2,47.6,26.7,2.6,15.3,2780000,2.1,2.6,11.8,80.7,0,0.2,2.6,South Hadley,"          $28,125,706.41",1919.5,"              $14,652.62","          $32,524,034.35",2171.3,"              $14,979.06",2019
South Middlesex Regional Vocational Technical - Joseph P Keefe Technical High School,8290605,81,486,482,496,13.9,780,41,59,49.5,16,41.9,8290000,6.2,0.9,43.1,44.6,2.1,0,3.2,South Middlesex Regional Vocational Technical,"          $19,708,891.31",739.4,"              $26,655.25","          $19,708,891.31",739.4,"              $26,655.25",2019
South Shore Charter Public (District) - South Shore Charter Public School,4880550,97,512,494,505,17.9,1003,48.4,51.4,23.1,10.6,18.1,4880000,32.8,5.4,5.9,49.1,0.4,0.2,6.3,South Shore Charter Public (District),"          $14,875,562.00",946.3,"              $15,720.04","          $14,875,562.00",946.3,"              $15,720.04",2019
South Shore Regional Vocational Technical - So Shore Vocational Technical High,8730605,62,510,507,415,15.6,636,31,69,23.3,0.8,28.3,8730000,1.7,1.1,5,89.5,0.3,0,2.4,South Shore Regional Vocational Technical,"          $13,320,587.00",629.6,"              $21,157.22","          $13,320,587.00",629.6,"              $21,157.22",2019
Southbridge - Southbridge High School,2770515,52,481,466,164,19,457,46.6,53.4,68.5,19,17.1,2770000,1.5,1.3,65,30.6,0.2,0.2,1.1,Southbridge,"          $35,440,866.18",2005.1,"              $17,675.36","          $40,912,195.03",2367.9,"              $17,277.84",2019
Southeastern Regional Vocational Technical - Southeastern Regional Vocational Technical,8720605,263,474,472,807,15.5,1445,50.9,49,35.9,2.4,13.5,8720000,34.6,1.5,12.5,45.1,0,0,6.2,Southeastern Regional Vocational Technical,"          $31,180,922.00",1495.3,"              $20,852.62","          $31,195,212.00",1497.3,"              $20,834.31",2019
Southern Berkshire - Mt Everett Regional,7650505,28,606,579,271,11.4,349,50.7,48.7,32.1,1.2,21.8,7650000,1.7,0,7.5,84.8,0.9,0,5.2,Southern Berkshire,"          $17,061,182.34",677.8,"              $25,171.41","          $18,124,293.37",794.3,"              $22,817.94",2019
Southern Worcester County Regional Vocational Technical - Bay Path Regional Vocational Technical High School,8760605,153,516,515,986,14,1152,41.8,58.3,23.6,0.4,12.8,8760000,0.9,0.5,10.8,86.5,0.3,0,1.1,Southern Worcester County Regional Vocational Technical,"          $21,599,723.00",1106.2,"              $19,526.06","          $21,791,057.00",1136.8,"              $19,168.77",2019
Southwick-Tolland-Granville Regional School District - Southwick Regional School,7660505,109,541,543,407,13.5,678,50.4,49.6,20.2,0.9,16.2,7660000,1.5,1,3.8,92,0.3,0,1.3,Southwick-Tolland-Granville Regional School District,"          $22,403,743.97",1518.2,"              $14,756.78","          $24,586,615.97",1620.3,"              $15,174.11",2019
Spencer-E Brookfield - David Prouty High,7670505,55,537,531,246,13.2,280,47.5,52.5,38.6,3.9,20,7670000,3.9,2.9,15,75.7,0.7,0,1.8,Spencer-E Brookfield,"          $22,240,186.00",1407.7,"              $15,798.95","          $27,583,454.00",1695.5,"              $16,268.63",2019
Springfield - Conservatory of the Arts,2810475,52,421,405,211,11.9,324,70.4,29.6,79.9,10.8,21.6,2810000,13.9,0,71,12.7,0.3,0,2.2,Springfield,"         $430,209,193.97",25293.6,"              $17,008.62","         $509,332,216.26",30444,"              $16,730.13",2019
