,RCDTS,Type,School Name,District,City,County,District Type,District Size,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Chronically Truant Students,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Avg Number of Days of Physical Education per Week Per Student,Total Teacher Headcount,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Retention Rate,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,Chronic Absenteeism,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,$ Site-level Per-Pupil Expenditures - Subtotal,$ Total Per-Pupil Expenditures - Subtotal,SAT Reading Average Score,SAT Math Average Score,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
324,190222030260001,School,Naperville Central High School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",2576,66.3,3.5,9.7,16.0,,,4.3,21.5,10.8,1.2,14.1,1.0,176.0,92.3,69.0,2.6,,23.3,5.0,,,,93.4,,,,23.2,,,,,12885.43,18628.25,570.2,564.5,16.6,22.2,42.8,18.5,2021
325,190222030260013,School,Naperville North High School,Naperville CUSD 203,Naperville,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",2635,58.7,4.6,12.8,19.2,,,4.4,18.9,9.8,4.6,15.4,0.8,176.0,91.3,125.0,4.7,0.6,22.9,5.0,,,,90.8,,,,28.1,,,,,12482.91,18005.09,564.1,564.8,18.4,24.0,34.1,23.4,2021
326,190222040260001,School,Waubonsie Valley High School,Indian Prairie CUSD 204,Aurora,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",2447,39.4,10.8,18.8,24.6,,,6.4,15.9,10.2,5.0,22.9,0.7,176.0,92.0,226.0,8.7,1.9,25.9,5.0,,,,96.1,,,,26.7,,,,,9624.53,15147.0,540.4,536.8,27.0,23.0,32.5,17.5,2021
327,190222040260002,School,Neuqua Valley High School,Indian Prairie CUSD 204,Naperville,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",3324,47.1,5.8,7.9,33.9,,,5.1,16.7,10.9,2.3,11.1,,176.0,94.1,71.0,2.1,0.9,26.7,5.0,,,,95.9,,,,16.4,,,,,8848.72,13962.07,587.1,592.0,14.0,17.8,39.3,28.9,2021
328,190222040260005,School,Metea Valley High School,Indian Prairie CUSD 204,Aurora,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",2935,33.3,13.7,13.5,33.5,,,5.6,15.7,10.1,4.5,21.7,1.1,176.0,93.2,143.0,4.7,1.3,26.7,5.0,,,,94.1,,,,19.9,,,,,8431.48,13563.18,540.9,551.1,24.9,21.9,29.7,23.5,2021
329,190222050260003,School,York Comm High School,Elmhurst SD 205,Elmhurst,Dupage,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,2743,69.2,1.8,19.3,5.7,,,3.9,21.4,13.3,5.7,15.6,1.4,176.0,91.2,280.0,10.0,2.0,25.7,5.0,,,,92.3,,,,22.4,,,,,12326.79,16197.06,539.7,536.7,22.9,26.8,36.2,14.0,2021
330,200240010260005,School,Edwards County High School,Edwards County CUSD 1,Albion,Edwards,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",220,95.5,,,,,,,16.8,15.9,,33.2,,176.0,90.7,21.0,8.9,9.8,17.2,2.5,,,,89.5,,,,31.6,,,,,6506.68,12935.29,484.1,474.7,49.0,23.5,25.5,2.0,2021
331,200300070260001,School,Gallatin High School,Gallatin CUSD 7,Junction,Gallatin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,212,94.8,,,,,,,15.1,14.2,,48.6,8.0,176.0,88.1,36.0,15.8,6.6,18.3,5.0,,,,90.5,,,,46.1,,,,,6824.83,12351.75,469.8,426.6,67.9,18.9,13.2,0.0,2021
332,200330100260002,School,Hamilton County Jr/Sr High School,Hamilton Co CUSD 10,Mc Leansboro,Hamilton,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",501,96.2,,,,,,2.0,20.0,17.6,,53.1,12.0,176.0,91.5,77.0,14.5,7.4,18.9,4.2,,,,85.4,,,,32.6,,,,,3904.91,10261.69,484.1,452.9,47.8,42.0,10.1,0.0,2021
333,200350010260003,School,Hardin County High School,Hardin County CUSD 1,Elizabethtown,Hardin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,151,93.4,,,,,,,19.2,19.2,,52.3,17.2,176.0,86.0,73.0,46.2,8.1,14.1,5.0,,,,79.2,,,,51.6,,,,,1542.26,10284.49,468.7,410.3,73.3,20.0,6.7,0.0,2021
334,200760010260001,School,Pope Co High School,Pope Co CUD 1,Golconda,Pope,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,142,96.5,,,,,,,17.6,16.9,,56.3,,176.0,91.9,28.0,15.4,,14.7,5.0,,,,97.0,,,,31.5,,,,,7656.03,11159.49,442.0,393.7,78.4,11.8,9.8,0.0,2021
335,200830010260001,School,Galatia High School,Galatia CUSD 1,Galatia,Saline,UNIT,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",121,95.9,,,,,,,14.0,14.0,,50.4,8.3,176.0,90.2,18.0,14.1,9.1,14.7,5.0,,,,80.0,,,,33.3,,,,,7543.48,10838.08,471.8,443.1,56.4,25.6,15.4,2.6,2021
336,200830020260001,School,Carrier Mills-Stonefort H S,Carrier Mills-Stonefort CUSD 2,Carrier Mills,Saline,UNIT,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",125,74.4,11.2,,,,,13.6,19.2,19.2,,100.0,,176.0,91.0,27.0,20.1,,11.3,5.0,,,,85.7,,,,36.0,,,,,13692.11,13693.96,410.4,391.7,91.7,4.2,4.2,0.0,2021
337,200830030260001,School,Harrisburg High School,Harrisburg CUSD 3,Harrisburg,Saline,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",559,83.7,4.8,2.5,,,,7.9,20.9,19.1,,59.0,3.0,176.0,88.3,84.0,14.1,9.0,19.2,5.0,,,,88.1,,,,39.3,,,,,12610.49,15733.15,466.7,413.7,72.2,15.9,11.1,0.8,2021
338,200830040260001,School,Eldorado High School,Eldorado CUSD 4,Eldorado,Saline,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",316,94.9,,,,,,3.5,22.5,21.8,,58.9,15.5,176.0,90.5,85.0,26.3,4.0,16.1,5.0,,,,93.8,,,,35.4,,,,,14546.22,17571.31,447.3,412.2,73.4,15.6,7.8,3.1,2021
339,200933480260001,School,Mount Carmel High School,Wabash CUSD 348,Mount Carmel,Wabash,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,479,94.4,,,,,,,14.0,11.3,,43.0,5.4,176.0,88.4,71.0,14.3,14.9,17.4,4.7,,,,86.2,,,,41.5,,,,,7889.93,12064.04,457.3,441.8,60.3,16.8,21.4,1.5,2021
340,200961000260001,School,Wayne City High School,Wayne City CUSD 100,Wayne City,Wayne,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",141,95.7,,,,,,,19.1,18.4,,46.1,,176.0,93.5,12.0,8.2,8.1,12.5,5.0,,,,87.2,,,,20.9,,,,,5678.65,12235.84,440.9,436.1,57.6,33.3,9.1,0.0,2021
341,200962000260001,School,Cisne High School,North Wayne CUSD 200,Cisne,Wayne,UNIT,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",98,100.0,,,,,,,18.4,18.4,,58.2,,176.0,92.7,11.0,10.4,,13.4,5.0,,,,94.9,,,,24.3,,,,,25740.35,29146.84,451.9,424.8,67.7,29.0,3.2,0.0,2021
342,200962250160001,School,Fairfield Comm High School,Fairfield Comm H S Dist 225,Fairfield,Wayne,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,423,95.0,,,,,,,21.5,16.8,,41.4,3.1,176.0,89.6,68.0,15.1,5.8,16.0,4.0,,,,93.2,,,,38.2,,,,,8792.04,11990.64,476.7,451.1,48.4,35.2,16.5,0.0,2021
343,200970010260003,School,Grayville Jr Sr High School,Grayville CUSD 1,Grayville,White,UNIT,SMALL,HIGH SCHOOL,7 - 12,Commendable,All Students,Schoolwide Title I Program,132,91.7,,,,,,,21.2,21.2,,45.5,12.1,176.0,87.9,28.0,19.2,,12.4,5.0,,,,81.1,,,,46.0,,,,,4161.99,13038.8,465.5,433.5,70.0,10.0,20.0,0.0,2021
344,200970030260001,School,Norris City-Omaha-Enfield H S,Norris City-Omaha-Enfield CUSD 3,Norris City,White,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",195,96.9,,,,,,,23.1,23.1,,52.8,,176.0,87.8,32.0,15.7,,13.7,5.0,,,,87.2,,,,47.1,,,,,6484.89,12050.05,456.9,417.8,65.3,24.5,10.2,0.0,2021
345,200970050260001,School,Carmi-White County High School,Carmi-White County CUSD 5,Carmi,White,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",371,93.8,,,,,,3.5,17.5,15.9,,40.4,5.7,177.0,86.3,57.0,13.7,5.8,19.7,5.0,,,,90.3,,,,50.8,,,,,9411.06,12554.36,472.3,455.3,51.8,22.9,24.1,1.2,2021
346,210280990260001,School,Christopher High,Christopher USD 99,Christopher,Franklin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,233,94.8,,,,,,4.3,18.9,16.7,,57.5,14.6,176.0,92.4,46.0,18.7,6.1,15.9,5.0,,,,96.4,,,,29.1,,,,,8371.84,15908.5,451.2,427.5,68.4,17.5,12.3,1.8,2021
347,210281030130001,School,Benton Cons High School,Benton Cons HSD 103,Benton,Franklin,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,564,89.9,,3.5,,,,5.9,19.0,15.8,,49.3,7.1,176.0,89.0,103.0,16.5,6.9,19.9,2.8,,,,94.5,,,,36.8,,,,,11789.98,14990.4,459.9,430.3,62.9,24.8,11.4,1.0,2021
348,210281680260001,School,Frankfort Community High School,Frankfort CUSD 168,West Frankfort,Franklin,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",417,95.4,,,,,,,21.6,12.0,,47.2,9.8,176.0,89.3,117.0,25.9,8.1,13.9,5.0,,,,91.0,,,,36.2,,,,,10142.76,15364.03,467.1,441.9,60.6,21.2,16.2,2.0,2021
349,210281740260001,School,Thompsonville High School,Thompsonville CUSD 174,Thompsonville,Franklin,UNIT,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,99,100.0,,,,,,,12.1,12.1,,48.5,12.1,176.0,90.8,,,,10.9,5.0,,,,82.6,,,,30.7,,,,,9112.8,11841.47,449.6,417.0,69.6,26.1,4.3,0.0,2021
350,210281880260001,School,Zeigler-Royalton High School,Zeigler-Royalton CUSD 188,Zeigler,Franklin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,142,91.5,,,,,,,17.6,16.9,,62.0,12.7,176.0,87.8,35.0,22.4,13.0,11.3,5.0,,,,88.7,,,,46.8,,,,,8570.73,14626.74,440.0,421.9,70.3,21.6,8.1,0.0,2021
351,210281960260001,School,Sesser-Valier High School,Sesser-Valier CUSD 196,Sesser,Franklin,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",184,92.9,,5.4,,,,,18.5,17.9,,34.2,,176.0,91.6,,,,14.8,4.9,,,,91.7,,,,29.9,,,,,7163.0,13410.0,470.2,457.0,46.8,34.0,17.0,2.1,2021
352,210440010260001,School,Goreville High School,Goreville CUD 1,Goreville,Johnson,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",167,95.8,,,,,,,15.6,15.6,,45.5,6.6,176.0,94.2,15.0,8.6,,14.6,5.0,,,,88.0,,,,17.2,,,,,7130.51,12948.88,470.6,454.6,51.4,22.9,22.9,2.9,2021
353,210441330170001,School,Vienna High School,Vienna HSD 133,Vienna,Johnson,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,316,91.1,,3.8,,,,,20.3,13.6,,46.5,8.5,176.0,92.0,36.0,10.8,3.9,17.8,5.0,,,,86.2,,,,25.9,,,,,15394.96,18009.1,460.8,428.9,52.9,32.9,11.4,2.9,2021
354,210610010260001,School,Massac County High School,Massac UD 1,Metropolis,Massac,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,531,81.0,7.2,3.0,,,,7.7,15.6,15.3,,48.4,,176.0,88.8,98.0,17.0,8.0,20.9,4.6,,,,90.8,,,,44.5,,,,,400.48,12512.61,489.3,474.4,39.7,35.5,21.5,3.3,2021
355,210610380260001,School,Joppa Jr & Sr High School,Joppa-Maple Grove UD 38,Joppa,Massac,UNIT,SMALL,HIGH SCHOOL,7 - 12,Commendable,All Students,Schoolwide Title I Program,89,83.1,,,,,,13.5,18.0,13.5,,64.0,13.5,176.0,92.9,11.0,11.5,,11.3,5.0,,,,75.0,,,,25.8,,,,,11512.81,17056.78,526.7,517.8,22.2,33.3,44.4,0.0,2021
356,211000010260001,School,Johnston City High School,Johnston City CUSD 1,Johnston City,Williamson,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",320,89.4,,,,,,6.9,19.1,17.5,,55.3,,176.0,89.5,59.0,17.3,5.9,13.0,5.0,,,,95.5,,,,38.9,,,,,12673.0,13893.72,472.7,447.6,57.1,27.1,12.9,2.9,2021
357,211000020260001,School,Marion High School,Marion CUSD 2,Marion,Williamson,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1133,78.9,8.9,3.0,1.2,,,7.6,16.0,16.0,,47.4,4.5,176.0,89.2,235.0,19.7,5.7,17.3,5.0,,,,88.6,,,,35.8,,,,,7365.56,12112.53,488.6,462.2,48.6,27.3,21.3,2.8,2021
358,211000030260001,School,Crab Orchard High School,Crab Orchard CUSD 3,Marion,Williamson,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",153,96.1,,,,,,,20.9,18.3,,43.8,,176.0,90.6,,,12.4,19.1,5.0,,,,92.9,,,,37.9,,,,,160.56,10352.76,447.5,394.6,79.2,18.8,2.1,0.0,2021
359,211000040260001,School,Herrin High School,Herrin CUSD 4,Herrin,Williamson,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",663,86.9,4.5,3.3,,,,4.2,19.5,17.0,,43.7,4.8,176.0,91.4,135.0,19.6,4.1,18.9,3.8,,,,94.8,,,,30.0,,,,,11183.0,12647.46,483.4,456.1,50.6,29.1,19.0,1.3,2021
360,211000050260001,School,Carterville High School,Carterville CUSD 5,Carterville,Williamson,UNIT,LARGE,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",620,84.5,2.3,5.5,2.6,,,5.0,14.2,10.5,,32.9,,176.0,92.8,61.0,9.3,3.4,19.4,5.0,,,,86.2,,,,24.3,,,,,9058.66,10093.54,527.7,499.3,32.0,26.9,38.3,2.9,2021
361,240320010260001,School,Coal City High School,Coal City CUSD 1,Coal City,Grundy,UNIT,LARGE,HIGH SCHOOL,9 - 12,Exemplary,All Students,Schoolwide Title I Program,597,88.1,,9.4,,,,,18.6,10.7,,20.9,,177.0,94.1,57.0,9.4,,17.3,2.3,,,,89.2,,,,16.2,,,,,11322.69,15910.85,499.7,509.7,33.1,25.7,33.8,7.4,2021
362,240320730170001,School,Gardner-South Wilmington Twp H S,Gardner S Wilmington Twp HSD 73,Gardner,Grundy,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,168,91.1,,7.7,,,,,22.0,22.0,,31.5,,176.0,92.2,12.0,7.5,,13.5,5.0,,,,98.2,,,,28.1,,,,,12610.13,17589.79,475.3,465.0,47.4,34.2,18.4,0.0,2021
363,240321010160001,School,Morris Community High School,Morris CHSD 101,Morris,Grundy,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,843,72.8,2.5,20.3,1.3,,,3.0,13.3,9.5,3.1,19.2,,176.0,91.8,84.0,9.0,2.7,21.3,5.0,,,,92.9,,,,28.2,,,,,17331.81,17331.81,483.9,480.4,42.6,27.8,23.4,6.2,2021
364,240321110160001,School,Minooka Community High School,Minooka CHSD 111,Minooka,Grundy,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,2783,69.6,4.4,20.8,1.0,,,4.1,16.9,9.9,1.6,8.8,0.4,177.0,91.4,139.0,4.7,1.1,25.1,5.0,,,,94.1,,,,31.4,,,,,11743.56,13634.71,503.0,484.4,37.8,32.6,25.7,3.9,2021
365,240470180160001,School,Newark Comm High School,Newark CHSD 18,Newark,Kendall,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,Exemplary,All Students,Targeted Assistance Title I Pr,165,90.9,,8.5,,,,,10.9,9.7,,17.0,,177.0,95.1,,,,11.9,5.0,,,,90.9,,,,7.6,,,,,24438.06,24438.06,485.9,489.5,36.6,34.1,29.3,0.0,2021
366,240470880260001,School,Plano High School,Plano CUSD 88,Plano,Kendall,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,797,30.6,10.7,53.1,1.3,,,4.4,17.8,15.9,13.2,45.8,,176.0,93.2,179.0,21.7,2.6,21.4,5.0,,,,81.8,,,,22.7,,,,,7915.83,13515.18,452.7,419.6,71.7,17.6,10.2,0.5,2021
367,240471150260001,School,Yorkville High School,Yorkville CUSD 115,Yorkville,Kendall,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",2033,65.0,7.8,20.1,2.2,,,4.7,19.6,13.8,3.3,14.9,,176.0,92.1,255.0,12.0,2.3,26.8,5.0,,,,85.7,,,,22.7,,,,,8909.3,13230.46,501.2,481.2,39.1,33.4,23.8,3.7,2021
368,240473080260001,School,Oswego High School,CUSD 308,Oswego,Kendall,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,2856,53.7,9.4,29.5,2.7,,,4.6,21.3,14.7,5.0,24.8,0.9,176.0,89.4,738.0,24.8,1.7,24.9,5.0,,,,89.8,,,,35.0,,,,,8770.74,12731.41,495.1,480.4,39.8,30.0,25.9,4.2,2021
369,240473080260002,School,Oswego East High School,CUSD 308,Oswego,Kendall,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",2838,52.1,10.9,20.4,11.9,,,4.4,18.5,12.8,3.7,18.8,0.7,176.0,90.9,516.0,17.5,0.7,26.2,5.0,,,,92.0,,,,28.1,,,,,8412.31,12372.98,510.0,497.2,34.4,26.1,33.5,6.0,2021
370,260290010260001,School,Astoria High School,Astoria CUSD 1,Astoria,Fulton,UNIT,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",85,98.8,,,,,,,35.3,30.6,,41.2,,176.0,91.9,,,,8.7,5.0,,,,77.8,,,,28.9,,,,,12041.04,17576.76,444.7,393.2,73.7,21.1,5.3,0.0,2021
371,260290020260001,School,V I T Sr High School,V I T CUSD 2,Table Grove,Fulton,UNIT,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",94,96.8,,,,,,,22.3,22.3,,26.6,,176.0,89.5,21.0,22.1,,10.5,5.0,,,,86.4,,,,32.6,,,,,7152.89,15645.54,450.8,410.0,66.7,20.8,12.5,0.0,2021
372,260290030260001,School,Cuba Sr High School,CUSD 3 Fulton County,Cuba,Fulton,UNIT,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",124,97.6,,,,,,,17.7,17.7,,40.3,,176.0,92.5,17.0,13.0,,14.9,5.0,,,,92.3,,,,27.3,,,,,7159.33,11226.06,457.7,422.3,63.3,33.3,3.3,0.0,2021
373,260290040260001,School,Spoon River Valley Sr High Sch,Spoon River Valley CUSD 4,London Mills,Fulton,UNIT,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",82,96.3,,,,,,,23.2,23.2,,29.3,,176.0,89.1,12.0,14.3,,11.3,3.4,,,,95.2,,,,42.4,,,,,2338.16,17217.48,465.2,420.0,60.9,30.4,8.7,0.0,2021
374,260290660250001,School,Canton High School,Canton Union SD 66,Canton,Fulton,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,638,92.2,2.2,2.0,,,,2.8,18.7,16.3,,42.0,,176.0,90.7,103.0,15.3,7.8,21.1,5.0,,,,91.9,,,,28.6,,,,,8889.69,11166.89,477.6,478.7,40.0,31.3,26.0,2.7,2021
375,260290970260001,School,Lewistown Jr/Sr High School,Lewistown CUSD 97,Lewistown,Fulton,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,Commendable,All Students,Schoolwide Title I Program,253,97.2,,,,,,,17.8,16.6,,47.4,7.9,177.0,92.5,53.0,20.1,,14.3,5.0,,,,88.3,,,,26.5,,,,,9290.14,14170.97,456.9,406.4,75.6,15.6,8.9,0.0,2021
376,260343070160001,School,Illini West High School,Illini West H S Dist 307,Carthage,Hancock,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,337,92.3,,3.6,,,,3.6,18.7,16.3,,36.5,4.2,176.0,90.3,45.0,12.7,2.8,13.5,5.0,,,,89.9,,,,28.6,,,,,9779.41,13477.45,454.3,423.1,68.1,26.4,5.6,0.0,2021
377,260343160260001,School,Warsaw Sr High School,Warsaw CUSD 316,Warsaw,Hancock,UNIT,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",214,96.3,,,,,,,14.5,14.5,,16.4,,176.0,98.0,,,,16.9,2.5,,,,92.3,,,,,,,,,6931.03,15179.55,487.1,443.6,54.8,35.7,9.5,0.0,2021
378,260343280240001,School,Hamilton High School,Hamilton CCSD 328,Hamilton,Hancock,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",137,87.6,,,,,,8.8,19.7,19.7,,35.8,,176.0,88.9,30.0,21.0,,12.0,5.0,,,,75.8,,,,40.6,,,,,6053.0,8757.0,465.5,443.9,58.1,19.4,22.6,0.0,2021
379,260343370260001,School,Southeastern Jr/Sr High School,Southeastern CUSD 337,Augusta,Hancock,UNIT,SMALL,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",197,95.9,,,,,,,16.2,16.2,,64.5,,176.0,87.6,29.0,13.6,10.9,11.4,3.0,,,,85.7,,,,32.4,,,,,7205.27,15072.14,481.5,491.5,33.3,33.3,33.3,0.0,2021
380,260621030260001,School,West Prairie Senior High School,West Prairie CUSD 103,Sciota,McDonough,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",157,98.7,,,,,,,18.5,17.2,,33.8,,176.0,90.8,17.0,10.6,,13.2,5.0,,,,75.0,,,,30.9,,,,,10963.8,14799.78,461.5,431.3,61.5,30.8,7.7,0.0,2021
381,260621700260001,School,Bushnell-Prairie City High Sch,Bushnell Prairie City CUSD 170,Bushnell,McDonough,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,196,88.3,,,,,,5.6,22.4,20.4,,38.3,,176.0,91.0,44.0,20.8,,11.7,3.7,,,,85.7,,,,31.0,,,,,8757.95,17616.72,422.7,412.0,70.4,27.8,1.9,0.0,2021
382,260621850260001,School,Macomb Senior High School,Macomb CUSD 185,Macomb,McDonough,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",586,73.9,10.1,6.1,2.2,,,7.5,21.3,17.2,,35.8,,176.0,88.4,138.0,21.3,5.0,18.5,5.0,,,,86.6,,,,36.3,,,,,7945.06,13802.7,508.4,464.9,46.5,26.8,23.9,2.8,2021
383,260850050260001,School,Rushville-Industry High School,Schuyler-Industry CUSD 5,Rushville,Schuyler,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",273,90.8,3.7,,,,,,20.9,13.9,,46.9,,176.0,91.7,14.0,4.9,,16.0,5.0,,,,93.2,,,,29.3,,,,,3812.01,12175.39,477.1,469.6,44.9,30.6,22.4,2.0,2021
384,280061030220001,School,DePue High School,DePue USD 103,DePue,Bureau,UNIT,SMALL,HIGH SCHOOL,9 - 12,,,"Eligible, but Not a Participan",101,13.9,,81.2,,,,,23.8,23.8,20.8,76.2,,176.0,90.0,32.0,30.2,,13.5,5.0,,,,73.9,,,,33.3,,,,,10152.9,11688.57,412.2,425.0,61.1,38.9,0.0,0.0,2021
385,280063030260001,School,La Moille Jr/Sr High School,La Moille CUSD 303,La Moille,Bureau,UNIT,SMALL,HIGH SCHOOL,7 - 12,Comprehensive,All Students,"Eligible, but Not a Participan",94,91.5,,,,,,,33.0,27.7,,37.2,,176.0,90.7,20.0,20.6,,9.8,5.0,,,,92.0,,,,31.3,,,,,16438.87,20394.07,468.6,460.0,57.1,7.1,35.7,0.0,2021
386,280063400260001,School,Bureau Valley High School,Bureau Valley CUSD 340,Manlius,Bureau,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",313,92.0,,4.5,,,,,18.5,16.6,,36.4,,176.0,93.3,15.0,4.6,10.9,18.3,5.0,,,,92.4,,,,20.3,,,,,11737.38,16365.55,497.4,489.1,33.8,37.7,24.7,3.9,2021
387,280065000150001,School,Princeton High School,Princeton HSD 500,Princeton,Bureau,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,499,90.8,,5.0,,,,2.0,21.4,17.6,,32.5,,176.0,89.3,57.0,11.0,4.7,23.7,2.7,,,,92.6,,,,37.1,,,,,14855.0,14855.0,483.8,454.0,51.4,23.8,22.9,1.9,2021
