RCDTS,Type,School Name,District,City,County,District Type,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Avg Number of Days of Physical Education per Week Per Student,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Retention Rate,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,Chronic Absenteeism,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,$ Site-level Per-Pupil Expenditures - Subtotal,$ Total Per-Pupil Expenditures - Subtotal,SAT Reading Average,SAT Math Average,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
210281680260001,School,Frankfort Community High School,Frankfort CUSD 168,West Frankfort,Franklin,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",422,94.1,1.2,2.4,0.0,0.0,0.0,2.6,20.9,13.7,0.0,51.2,13.0,176.0,89.7,28.3,7.7,14.1,5.0,56.2,43.0,91.3,79.3,65274.0,90526.0,40.3,92.7,1.2,2.9,0.0,7399.24,15286.61,458.7,429.7,58.2,34.2,7.6,0.0,2022
210281740260001,School,Thompsonville High School,Thompsonville CUSD 174,Thompsonville,Franklin,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,103,99.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,14.6,0.0,48.5,10.7,176.0,91.3,13.3,,11.3,5.0,76.3,20.2,71.4,59.8,45546.0,93854.0,34.9,96.7,1.6,1.6,0.0,9200.79,12512.95,428.0,390.0,75.0,25.0,0.0,0.0,2022
210281880260001,School,Zeigler-Royalton High School,Zeigler-Royalton CUSD 188,Zeigler,Franklin,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,130,93.8,0.0,0.0,0.0,0.0,0.0,4.3,20.0,19.2,0.0,62.3,13.1,176.0,90.2,17.5,,10.1,5.0,74.5,23.2,90.2,74.5,57231.0,94586.0,36.0,93.9,0.9,0.9,0.0,383.4,12241.89,436.8,436.4,57.1,35.7,3.6,3.6,2022
210281960260001,School,Sesser-Valier High School,Sesser-Valier CUSD 196,Sesser,Franklin,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",188,94.1,0.0,3.7,0.0,0.0,0.0,2.8,18.1,17.6,0.0,38.3,3.0,176.0,91.9,9.5,,13.6,4.9,65.7,32.1,89.5,73.2,52708.0,83214.0,30.0,90.0,0.0,8.0,0.0,7092.0,13811.0,466.9,456.7,37.5,50.0,12.5,0.0,2022
210440010260001,School,Goreville High School,Goreville CUD 1,Goreville,Johnson,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",172,95.3,0.0,0.0,0.0,0.0,0.0,0.0,10.5,10.5,0.0,42.4,4.8,176.0,94.6,9.8,,16.1,5.0,58.1,39.5,95.8,39.5,61755.0,109144.0,16.9,96.4,2.4,0.0,1.2,7129.67,13689.41,472.4,448.7,58.7,28.3,10.9,2.2,2022
210441330170001,School,Vienna High School,Vienna HSD 133,Vienna,Johnson,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,318,89.9,0.0,5.3,0.0,0.0,0.0,3.8,17.9,12.3,0.0,46.9,10.7,176.0,93.0,12.8,,18.6,5.0,65.7,33.8,92.4,54.2,60947.0,80505.0,24.2,74.4,0.0,17.9,2.6,15457.51,18659.32,451.1,436.4,65.3,25.3,8.0,1.3,2022
210610010260001,School,Massac County High School,Massac UD 1,Metropolis,Massac,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,555,79.1,8.5,3.2,0.0,0.0,0.0,8.3,16.4,16.0,0.0,49.9,7.2,176.0,91.8,12.0,2.5,18.9,4.7,45.8,52.1,92.8,53.6,59970.0,93678.0,27.0,78.6,9.8,2.0,0.0,258.81,12786.76,493.6,480.7,34.4,43.2,18.4,4.0,2022
210610380260001,School,Joppa Jr & Sr High School,Joppa-Maple Grove UD 38,Joppa,Massac,UNIT,HIGH SCHOOL,7 - 12,Commendable,All Students,Schoolwide Title I Program,97,87.6,0.0,0.0,0.0,0.0,0.0,9.3,17.5,10.3,0.0,79.4,13.4,176.0,91.8,19.6,,10.2,5.0,59.4,40.1,65.0,42.8,51016.0,88164.0,26.5,90.0,0.0,0.0,0.0,12586.84,19146.99,465.7,465.7,42.9,50.0,7.1,0.0,2022
211000010260001,School,Johnston City High School,Johnston City CUSD 1,Johnston City,Williamson,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",330,86.7,0.0,4.2,0.0,0.0,0.0,6.7,18.5,15.8,0.0,56.4,6.1,176.0,92.6,12.1,3.6,15.9,5.0,67.8,32.2,94.4,59.5,56752.0,93185.0,25.2,84.5,0.0,4.1,0.0,11688.94,13393.28,452.1,456.6,51.4,31.4,14.3,2.9,2022
211000020260001,School,Marion High School,Marion CUSD 2,Marion,Williamson,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1139,77.0,9.0,5.4,0.9,0.0,0.3,7.6,14.2,14.2,0.7,47.9,6.0,176.0,90.6,22.0,5.8,17.2,4.7,53.6,45.2,88.2,55.9,70930.0,108474.0,34.0,73.4,11.1,4.6,0.9,8243.37,13655.48,474.0,433.5,66.7,22.6,10.3,0.4,2022
211000030260001,School,Crab Orchard High School,Crab Orchard CUSD 3,Marion,Williamson,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",147,97.3,0.0,0.0,0.0,0.0,0.0,2.3,19.0,19.0,0.0,39.5,6.8,176.0,91.2,7.1,7.3,15.6,5.0,62.1,37.9,88.9,51.8,55385.0,88534.0,36.1,97.3,0.0,0.0,1.3,793.91,10605.53,430.3,409.3,80.0,16.7,3.3,0.0,2022
211000040260001,School,Herrin High School,Herrin CUSD 4,Herrin,Williamson,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",660,85.6,4.5,3.8,0.6,0.0,0.0,4.8,14.4,14.2,0.8,51.4,4.7,176.0,91.4,20.6,3.1,19.4,5.0,60.8,38.3,92.6,63.6,62562.0,102982.0,30.0,76.8,6.4,4.3,0.0,11623.3,13393.18,472.3,454.8,51.0,30.7,15.7,2.6,2022
211000050260001,School,Carterville High School,Carterville CUSD 5,Carterville,Williamson,UNIT,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",618,80.7,3.1,6.8,3.4,0.0,0.0,6.0,13.9,9.7,0.8,32.0,1.8,176.0,95.1,3.8,2.0,19.7,5.0,62.2,37.0,89.6,70.3,62421.0,113436.0,12.9,76.3,5.1,7.1,0.0,10376.69,11686.98,528.1,500.7,31.1,35.6,30.4,3.0,2022
240320010260001,School,Coal City High School,Coal City CUSD 1,Coal City,Grundy,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,626,88.7,0.5,8.3,0.7,0.0,0.0,1.9,19.6,11.3,0.9,23.3,0.5,176.0,93.0,9.4,,18.2,2.3,39.2,60.8,90.4,75.4,68568.0,116342.0,19.9,83.4,0.3,10.6,1.1,11444.49,15391.82,468.5,468.7,49.6,30.5,16.8,3.1,2022
240320730170001,School,Gardner-South Wilmington Twp H S,Gardner S Wilmington Twp HSD 73,Gardner,Grundy,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,150,87.3,0.0,10.7,0.0,0.0,0.0,0.0,19.3,19.3,0.0,32.0,0.0,176.0,93.0,,,11.9,5.0,51.5,48.5,100.0,69.1,59311.0,112160.0,20.0,86.2,3.4,10.3,0.0,14755.94,25366.75,490.3,457.2,55.6,22.2,22.2,0.0,2022
240321010160001,School,Morris Community High School,Morris CHSD 101,Morris,Grundy,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,876,71.2,2.4,21.3,1.1,0.0,0.0,3.4,8.6,8.6,4.3,16.4,0.0,176.0,92.9,8.1,1.6,21.3,5.0,42.7,57.3,93.7,73.4,62893.0,106735.0,22.5,70.2,4.0,20.2,0.0,13631.57,17105.83,496.0,474.7,45.9,29.5,22.3,2.3,2022
240321110160001,School,Minooka Community High School,Minooka CHSD 111,Minooka,Grundy,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,2850,68.4,5.1,20.6,1.5,0.0,0.0,4.5,19.5,10.8,1.5,5.4,0.4,177.0,92.2,1.2,2.0,23.0,5.0,26.1,73.4,94.3,63.3,75140.0,109991.0,25.4,65.7,7.9,18.1,2.3,14339.97,16806.67,498.2,484.1,40.1,33.9,21.6,4.5,2022
240470180160001,School,Newark Comm High School,Newark CHSD 18,Newark,Kendall,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Exemplary,All Students,Targeted Assistance Title I Pr,167,89.8,0.0,9.0,0.0,0.0,0.0,0.0,9.6,9.6,0.0,15.0,0.0,177.0,94.4,,,13.5,5.0,48.8,46.0,91.3,70.6,55071.0,128922.0,12.2,75.0,0.0,25.0,0.0,21822.07,21822.07,509.8,478.4,38.8,30.6,30.6,0.0,2022
240470880260001,School,Plano High School,Plano CUSD 88,Plano,Kendall,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,791,31.4,9.7,53.0,1.3,0.0,0.0,4.7,18.2,14.9,14.8,54.5,1.8,176.0,92.6,18.9,2.4,19.4,5.0,53.0,47.0,84.7,64.5,66600.0,106073.0,23.6,33.5,8.2,52.4,0.5,7829.25,13941.24,456.4,432.3,64.0,24.0,12.0,0.0,2022
240471150260001,School,Yorkville High School,Yorkville CUSD 115,Yorkville,Kendall,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",2042,64.0,7.5,20.8,2.3,0.0,0.0,5.2,20.2,12.6,3.4,21.9,0.6,176.0,91.6,12.3,1.5,26.0,5.0,46.7,53.3,88.3,55.9,64126.0,111398.0,26.1,51.9,12.9,28.2,1.2,9556.39,14975.09,510.1,474.8,42.4,35.2,17.2,5.2,2022
240473080260001,School,Oswego High School,CUSD 308,Oswego,Kendall,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,2866,52.6,10.1,30.0,3.1,0.1,0.2,4.0,20.6,14.1,6.7,29.8,1.0,176.0,89.2,19.2,1.6,24.0,5.0,26.1,73.5,91.1,56.4,79165.0,93781.0,37.8,44.5,14.8,30.8,5.6,9245.62,13650.61,488.8,468.1,50.1,25.9,18.9,5.2,2022
240473080260002,School,Oswego East High School,CUSD 308,Oswego,Kendall,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",2752,51.5,10.9,21.7,11.4,0.1,0.2,4.4,17.9,11.0,4.9,23.5,1.0,176.0,90.6,17.0,1.4,25.4,5.0,26.1,73.5,90.7,56.4,79165.0,93781.0,29.7,44.5,14.8,30.8,5.6,9035.96,13440.95,517.5,507.0,35.0,29.0,25.3,10.7,2022
260290010260001,School,Astoria High School,Astoria CUSD 1,Astoria,Fulton,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",71,98.6,0.0,0.0,0.0,0.0,0.0,0.0,28.2,26.8,0.0,29.6,3.8,176.0,93.2,4.4,,7.5,5.0,80.3,19.7,81.8,55.5,39759.0,90337.0,23.7,98.5,0.0,1.5,0.0,2051.01,14801.32,435.2,387.6,81.0,19.0,0.0,0.0,2022
260290020260001,School,V I T Sr High School,V I T CUSD 2,Table Grove,Fulton,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",89,93.3,0.0,3.2,0.0,0.0,0.0,0.0,22.5,22.5,0.0,29.2,4.9,176.0,92.2,19.4,,9.0,5.0,53.8,41.0,85.7,35.9,44652.0,95262.0,28.0,98.6,0.0,0.0,0.0,9801.43,19052.5,467.0,441.5,65.0,25.0,10.0,0.0,2022
260290030260001,School,Cuba Sr High School,CUSD 3 Fulton County,Cuba,Fulton,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",126,96.8,0.0,0.0,0.0,0.0,0.0,0.0,20.6,20.6,0.0,44.4,0.0,176.0,92.2,16.2,,12.9,5.0,92.7,7.3,85.7,91.6,41725.0,88353.0,26.9,97.0,1.5,0.0,0.0,10637.28,17817.68,481.9,472.6,38.7,38.7,22.6,0.0,2022
260290040260001,School,Spoon River Valley Sr High Sch,Spoon River Valley CUSD 4,London Mills,Fulton,UNIT,HIGH SCHOOL,9 - 12,,,"Eligible, but Not a Participan",71,97.2,0.0,0.0,0.0,0.0,0.0,3.9,25.4,25.4,0.0,32.4,6.3,176.0,94.0,10.3,,10.2,5.0,76.9,23.1,95.0,57.7,44929.0,107261.0,15.1,91.9,5.4,0.0,0.0,3370.46,21093.48,465.0,420.6,62.5,31.3,6.3,0.0,2022
260290660250001,School,Canton High School,Canton Union SD 66,Canton,Fulton,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,616,90.1,2.4,2.4,0.0,0.0,0.0,3.7,19.5,16.4,0.5,45.1,1.1,176.0,91.2,13.2,3.9,21.0,5.0,60.1,39.3,90.5,70.3,51721.0,93917.0,26.5,88.1,5.0,3.7,0.2,13400.99,16804.52,470.9,457.8,49.6,28.1,20.7,1.7,2022
260290970260001,School,Lewistown Jr/Sr High School,Lewistown CUSD 97,Lewistown,Fulton,UNIT,HIGH SCHOOL,7 - 12,Commendable,All Students,Schoolwide Title I Program,272,96.3,0.0,0.0,0.0,0.0,0.0,2.6,22.1,18.0,0.0,51.5,6.3,176.0,91.4,24.6,,11.2,5.0,68.4,26.5,86.9,61.3,53132.0,103174.0,30.8,96.3,0.0,0.0,0.0,5935.9,13574.87,458.5,404.3,72.5,25.0,2.5,0.0,2022
260343070160001,School,Illini West High School,Illini West H S Dist 307,Carthage,Hancock,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,339,90.0,0.0,5.3,0.0,0.0,0.0,3.2,13.3,11.2,0.0,44.0,5.3,176.0,89.6,14.2,4.4,14.1,5.0,80.2,19.8,88.6,41.3,47056.0,108077.0,30.2,90.0,0.0,5.0,0.0,9807.76,14413.21,475.9,448.8,50.0,38.8,8.8,2.5,2022
260343160260001,School,Warsaw Sr High School,Warsaw CUSD 316,Warsaw,Hancock,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",196,89.3,0.0,3.0,0.0,0.0,0.0,6.1,10.2,10.2,0.0,16.3,4.2,176.0,95.4,5.3,,16.1,2.5,69.5,30.5,88.9,62.0,47557.0,91104.0,12.0,97.3,0.0,0.0,0.0,7975.63,16526.87,468.3,473.8,45.8,37.5,12.5,4.2,2022
260343280240001,School,Hamilton High School,Hamilton CCSD 328,Hamilton,Hancock,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",159,92.5,0.0,0.0,0.0,0.0,0.0,6.3,16.4,16.4,0.0,38.4,2.3,176.0,91.0,12.9,,13.0,5.0,85.5,14.5,75.9,65.4,44304.0,96076.0,29.4,88.0,2.4,0.0,0.0,8830.0,11474.0,460.0,447.7,54.5,31.8,13.6,0.0,2022
260343370260001,School,Southeastern Jr/Sr High School,Southeastern CUSD 337,Augusta,Hancock,UNIT,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",193,96.4,0.0,0.0,0.0,0.0,0.0,0.0,13.5,13.5,0.0,63.7,4.8,176.0,91.4,5.1,,15.2,5.0,70.6,26.3,83.8,72.1,43159.0,94284.0,29.2,93.4,5.3,0.0,0.0,6404.55,15888.4,443.4,427.9,51.7,41.4,6.9,0.0,2022
260621030260001,School,West Prairie Senior High School,West Prairie CUSD 103,Colchester,McDonough,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",157,96.8,0.0,0.0,0.0,0.0,0.0,2.3,15.9,15.3,0.0,40.8,0.0,176.0,90.9,11.9,,12.4,5.0,68.4,29.7,80.0,79.1,44148.0,91820.0,30.8,93.5,1.1,0.0,0.0,12355.44,15815.87,475.8,431.8,68.4,26.3,0.0,5.3,2022
260621700260001,School,Bushnell-Prairie City High Sch,Bushnell Prairie City CUSD 170,Bushnell,McDonough,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,187,89.3,5.9,2.8,0.0,0.0,0.0,5.0,18.7,18.7,0.0,48.7,5.9,177.0,91.0,13.7,,12.3,5.0,74.9,22.1,83.9,84.4,44087.0,95733.0,27.2,87.5,3.1,1.3,0.6,9083.05,17675.77,431.8,399.7,81.8,15.2,3.0,0.0,2022
260621850260001,School,Macomb Senior High School,Macomb CUSD 185,Macomb,McDonough,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",592,73.3,11.3,6.4,2.7,0.0,0.5,5.9,22.1,16.9,1.7,42.9,1.7,176.0,90.2,21.2,3.0,18.7,5.0,56.7,43.3,89.0,100.0,51973.0,109412.0,33.6,69.2,15.5,5.3,0.8,7892.16,14348.94,503.8,461.6,49.6,29.8,16.8,3.8,2022
260850050260001,School,Rushville-Industry High School,Schuyler-Industry CUSD 5,Rushville,Schuyler,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",276,92.8,3.8,3.1,0.0,0.0,0.0,3.3,17.0,13.4,4.1,50.0,1.2,176.0,94.0,5.9,3.7,16.4,5.0,56.7,41.8,89.0,74.5,48133.0,94237.0,14.4,91.4,4.0,1.7,0.0,5315.16,12150.49,474.4,452.8,52.2,29.9,17.9,0.0,2022
280061030220001,School,DePue High School,DePue USD 103,DePue,Bureau,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",99,10.2,0.0,86.9,0.0,0.0,0.0,0.0,21.2,20.2,37.4,82.8,0.0,176.0,91.0,26.0,,13.6,5.0,44.9,48.6,77.3,43.5,50056.0,89568.0,34.0,21.4,0.0,76.8,0.0,9325.99,11139.12,427.8,413.9,68.2,18.2,13.6,0.0,2022
280063030260001,School,La Moille Jr/Sr High School,La Moille CUSD 303,La Moille,Bureau,UNIT,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",83,90.4,0.0,0.0,0.0,0.0,0.0,0.0,33.7,27.7,0.0,41.0,0.0,176.0,92.7,,,8.4,5.0,86.7,13.3,83.3,75.2,45777.0,87216.0,26.1,92.2,0.0,3.9,0.0,22949.35,23613.0,,,,,,,2022
280063400260001,School,Bureau Valley High School,Bureau Valley CUSD 340,Manlius,Bureau,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",313,91.7,0.0,4.8,0.0,0.0,0.0,3.2,15.0,13.4,0.0,38.7,0.0,176.0,94.1,3.1,,18.0,5.0,65.0,35.0,89.3,69.3,61789.0,95536.0,16.0,88.4,0.0,4.0,0.5,11797.96,17959.96,517.7,496.5,32.4,29.7,35.1,2.7,2022
280065000150001,School,Princeton High School,Princeton HSD 500,Princeton,Bureau,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,468,89.1,0.0,5.8,0.0,0.0,0.0,0.0,20.7,16.5,0.0,40.6,2.4,176.0,90.5,12.7,4.5,22.7,2.6,42.4,57.6,90.5,77.6,72275.0,112840.0,31.9,89.2,1.2,8.4,0.0,17416.44,17416.44,485.5,464.7,46.6,28.8,22.9,1.7,2022
280065020170001,School,Hall High School,Hall HSD 502,Spring Valley,Bureau,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,398,67.6,2.5,27.6,0.0,0.0,0.0,0.0,17.8,17.8,8.5,56.5,0.0,177.0,90.7,15.3,6.8,20.5,4.6,34.1,63.1,97.8,68.8,65318.0,101017.0,31.2,66.2,0.0,32.4,0.0,12681.67,17124.98,456.1,448.2,51.5,30.3,17.2,1.0,2022
280065050160001,School,Ohio Community High School,Ohio CHSD 505,Ohio,Bureau,HIGH SCHOOL,HIGH SCHOOL,9 - 12,,,Schoolwide Title I Program,29,82.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4,0.0,176.0,91.8,,,5.1,5.0,48.0,52.0,81.8,60.0,51266.0,111621.0,,100.0,0.0,0.0,0.0,39727.16,39727.16,,,,,,,2022
280372230260001,School,Orion High School,Orion CUSD 223,Orion,Henry,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",303,94.1,0.0,3.3,0.0,0.0,0.0,1.3,18.8,10.2,0.0,10.2,0.0,176.0,93.3,,,16.4,5.0,59.8,38.7,81.8,64.4,55572.0,126205.0,19.8,94.3,3.2,2.5,0.0,8563.23,12402.33,499.3,502.8,33.8,28.2,31.0,7.0,2022
280372240260001,School,Galva Jr-Sr High School,Galva CUSD 224,Galva,Henry,UNIT,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",199,93.5,0.0,5.4,0.0,0.0,0.0,2.8,10.1,10.1,0.0,44.7,3.0,176.0,92.3,2.5,,14.9,3.5,63.8,36.2,91.5,73.7,49926.0,96071.0,24.2,90.3,2.8,2.8,0.0,9871.63,15393.53,471.7,454.5,48.3,27.6,24.1,0.0,2022
280372250260001,School,AlWood  Middle/High School,AlWood CUSD 225,Woodhull,Henry,UNIT,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",175,90.3,0.0,0.0,0.0,0.0,0.0,7.4,10.3,10.3,0.0,33.1,0.0,176.0,92.7,6.1,,12.0,2.5,58.5,40.8,84.1,68.2,62385.0,130743.0,20.6,94.5,1.8,0.0,0.0,14966.5,18591.77,456.5,431.6,58.1,38.7,3.2,0.0,2022
280372260260001,School,Annawan High School,Annawan CUSD 226,Annawan,Henry,UNIT,HIGH SCHOOL,9 - 12,,,"Eligible, but Not a Participan",102,92.2,0.0,0.0,0.0,0.0,0.0,5.8,10.8,10.8,0.0,34.3,3.8,176.0,93.4,3.3,,10.6,5.0,44.2,55.8,93.3,82.8,52559.0,86808.0,19.6,83.7,0.0,8.2,0.0,14312.4,20444.75,471.3,438.1,68.8,18.8,6.3,6.3,2022
280372270260002,School,Cambridge Jr/Sr High School,Cambridge CUSD 227,Cambridge,Henry,UNIT,HIGH SCHOOL,6 - 12,Commendable,All Students,"Eligible, but Not a Participan",219,99.1,0.0,0.0,0.0,0.0,0.0,0.0,12.8,10.0,0.0,42.5,4.2,176.0,93.0,,,13.0,5.0,64.5,35.5,89.4,97.5,55181.0,108283.0,22.4,98.4,0.0,1.6,0.0,8748.41,12389.87,472.5,452.1,46.4,32.1,21.4,0.0,2022
280372280260001,School,Geneseo High School,Geneseo CUSD 228,Geneseo,Henry,UNIT,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",813,90.7,0.9,5.3,0.6,0.0,0.0,2.0,12.1,8.5,0.5,20.0,0.0,176.0,94.0,10.4,1.8,20.6,5.0,51.3,48.6,88.1,49.6,57447.0,100062.0,15.1,84.7,0.7,8.7,0.3,7159.15,16639.75,509.5,501.3,29.6,38.1,31.2,1.1,2022
280372290260001,School,Kewanee High School,Kewanee CUSD 229,Kewanee,Henry,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",582,65.1,5.7,24.9,0.0,0.0,0.0,4.1,20.8,18.9,7.6,67.4,4.8,176.0,89.6,29.2,6.3,21.7,5.0,65.8,30.4,86.2,70.5,51394.0,120676.0,35.6,70.9,9.2,12.6,0.3,7201.26,13778.54,447.5,422.7,67.9,22.9,9.3,0.0,2022
280372300260002,School,Wethersfield Jr/Sr High School,Wethersfield CUSD 230,Kewanee,Henry,UNIT,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",221,71.5,2.0,21.3,0.0,0.0,0.0,5.4,5.9,5.9,2.4,47.5,0.0,177.0,93.0,16.1,,11.1,4.9,43.7,56.3,81.8,68.2,50288.0,106867.0,23.0,71.9,3.5,15.8,0.0,9230.15,12737.96,513.4,479.2,36.8,31.6,31.6,0.0,2022
280881000260001,School,Stark County High School,Stark County CUSD 100,Toulon,Stark,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",227,91.6,1.5,3.4,0.0,0.0,0.0,2.1,20.3,16.7,0.0,39.6,0.0,176.0,91.4,13.5,4.1,17.4,5.0,49.4,48.8,76.6,83.0,50315.0,95685.0,29.0,89.0,4.6,5.5,0.0,15161.99,19478.12,474.2,456.8,46.0,46.0,8.0,0.0,2022
300020010220001,School,Cairo Jr/Sr High School,Cairo USD 1,Cairo,Alexander,UNIT,HIGH SCHOOL,7 - 12,Intensive,"All Students, From Comprehensive",Schoolwide Title I Program,118,8.0,85.6,0.0,0.0,0.0,0.0,11.3,25.4,25.4,0.0,99.2,15.3,177.0,82.7,78.6,,13.2,5.0,68.6,30.9,76.9,31.4,52720.0,87152.0,69.8,16.2,72.1,1.5,0.0,19008.98,30210.04,374.4,377.2,100.0,0.0,0.0,0.0,2022
300020050260001,School,Egyptian Sr High School,Egyptian CUSD 5,Tamms,Alexander,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,117,86.3,8.5,0.0,0.0,0.0,0.0,9.9,23.9,23.9,0.0,100.0,22.2,176.0,91.9,19.2,,15.4,5.0,57.2,42.8,85.7,57.9,45922.0,82848.0,30.2,83.6,6.8,2.7,0.0,8891.22,20111.78,454.4,429.2,60.0,36.0,4.0,0.0,2022
300391650160001,School,Carbondale Comm H S,Carbondale CHSD 165,Carbondale,Jackson,HIGH SCHOOL,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,938,49.6,28.7,8.7,4.3,0.0,0.0,8.6,21.7,13.6,3.8,60.4,5.2,176.0,90.5,29.5,7.1,17.2,5.0,49.5,48.6,90.5,65.5,70186.0,95350.0,33.5,31.7,46.3,12.2,0.6,14237.43,22055.54,488.2,477.4,51.7,21.7,16.5,10.0,2022
300391760260001,School,Trico Senior High School,Trico CUSD 176,Campbell Hill,Jackson,UNIT,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,230,88.7,0.0,10.4,0.0,0.0,0.0,1.4,17.8,16.1,4.8,46.1,6.1,176.0,93.5,6.5,,16.2,4.2,75.9,20.7,84.9,99.7,51746.0,83797.0,21.4,91.1,1.3,7.0,0.0,8797.08,16309.63,469.6,439.6,53.7,37.0,9.3,0.0,2022
