School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,District Code,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,School Year
Lowell - Henry J Robinson Middle,01600330,     276,23.1,        657,49.5,50.4,33.5,18.0,83.3,01600000,9.4,9.3,55.6,21.5,0.5,0.2,3.7,Lowell,"         $294,491,731.40","          14,252.9","              $20,661.88","         $343,896,466.10","          16,780.6","              $20,493.69",2023
Lowell - James S Daley Middle School,01600315,     313,21.6,        706,47.9,52.0,16.2,24.2,57.5,01600000,5.8,49.3,19.6,21.1,0.0,0.0,4.3,Lowell,"         $294,491,731.40","          14,252.9","              $20,661.88","         $343,896,466.10","          16,780.6","              $20,493.69",2023
Lowell - James Sullivan Middle School,01600340,     351,21.3,        666,51.8,48.2,32.6,19.5,74.2,01600000,5.4,12.3,50.8,28.4,0.2,0.2,2.9,Lowell,"         $294,491,731.40","          14,252.9","              $20,661.88","         $343,896,466.10","          16,780.6","              $20,493.69",2023
Lowell - John J Shaughnessy,01600050,     327,17.1,        496,43.8,56.3,35.7,22.6,77.0,01600000,5.9,24.0,45.4,19.4,0.2,0.2,5.0,Lowell,"         $294,491,731.40","          14,252.9","              $20,661.88","         $343,896,466.10","          16,780.6","              $20,493.69",2023
Lowell - Joseph McAvinnue,01600010,     317,16.2,        456,49.3,50.7,40.1,19.7,77.6,01600000,10.3,14.9,48.0,21.9,0.0,0.2,4.6,Lowell,"         $294,491,731.40","          14,252.9","              $20,661.88","         $343,896,466.10","          16,780.6","              $20,493.69",2023
Lowell - Kathryn P. Stoklosa Middle School,01600360,     335,20.8,        659,47.5,52.5,25.6,16.2,79.5,01600000,6.2,40.8,37.5,12.6,0.5,0.3,2.1,Lowell,"         $294,491,731.40","          14,252.9","              $20,661.88","         $343,896,466.10","          16,780.6","              $20,493.69",2023
Lowell - Laura Lee Therapeutic Day School,01600085,      41,2.0,         14,14.3,85.7,14.3,100.0,92.9,01600000,0.0,7.1,42.9,42.9,0.0,0.0,7.1,Lowell,"         $294,491,731.40","          14,252.9","              $20,661.88","         $343,896,466.10","          16,780.6","              $20,493.69",2023
Lowell - Leblanc Therapeutic Day School,01600320,      97,5.2,         47,36.2,63.8,4.3,100.0,91.5,01600000,10.6,4.3,42.6,31.9,0.0,0.0,10.6,Lowell,"         $294,491,731.40","          14,252.9","              $20,661.88","         $343,896,466.10","          16,780.6","              $20,493.69",2023
Lowell - Lowell High,01600505,"   2,291",20.8,"      3,457",46.4,53.3,25.5,14.8,68.2,01600000,8.9,28.7,40.3,18.4,0.1,0.1,3.7,Lowell,"         $294,491,731.40","          14,252.9","              $20,661.88","         $343,896,466.10","          16,780.6","              $20,493.69",2023
Lowell - Moody Elementary,01600027,     149,18.8,        246,50.0,50.0,52.9,18.3,81.7,01600000,6.1,8.1,54.1,28.5,0.4,0.8,2.0,Lowell,"         $294,491,731.40","          14,252.9","              $20,661.88","         $343,896,466.10","          16,780.6","              $20,493.69",2023
Lowell - Pawtucketville Memorial,01600036,     317,17.3,        483,46.4,53.6,19.9,23.6,59.6,01600000,9.1,23.8,33.1,29.0,0.0,0.0,5.0,Lowell,"         $294,491,731.40","          14,252.9","              $20,661.88","         $343,896,466.10","          16,780.6","              $20,493.69",2023
Lowell - Peter W Reilly,01600040,     304,17.9,        481,48.7,51.4,26.0,20.4,54.1,01600000,6.2,9.6,38.3,40.1,0.2,0.0,5.6,Lowell,"         $294,491,731.40","          14,252.9","              $20,661.88","         $343,896,466.10","          16,780.6","              $20,493.69",2023
Lowell - Pyne Arts,01600018,     404,15.7,        487,46.2,53.8,19.5,27.1,58.9,01600000,5.1,16.2,39.6,34.7,0.0,0.0,4.3,Lowell,"         $294,491,731.40","          14,252.9","              $20,661.88","         $343,896,466.10","          16,780.6","              $20,493.69",2023
Lowell - Rogers STEM Academy,01600005,     452,21.0,        910,46.8,53.2,33.4,17.5,83.1,01600000,8.1,19.2,50.2,17.9,0.6,0.3,3.6,Lowell,"         $294,491,731.40","          14,252.9","              $20,661.88","         $343,896,466.10","          16,780.6","              $20,493.69",2023
Lowell - S Christa McAuliffe Elementary,01600075,     287,19.8,        499,51.5,48.5,36.7,17.2,76.4,01600000,9.8,9.0,52.5,25.3,0.2,0.2,3.0,Lowell,"         $294,491,731.40","          14,252.9","              $20,661.88","         $343,896,466.10","          16,780.6","              $20,493.69",2023
Lowell - The Career Academy,01600515,     120,7.7,         92,35.9,64.1,10.9,27.2,79.4,01600000,5.4,12.0,48.9,26.1,0.0,0.0,7.6,Lowell,"         $294,491,731.40","          14,252.9","              $20,661.88","         $343,896,466.10","          16,780.6","              $20,493.69",2023
Lowell - Washington,01600055,     207,13.9,        252,43.3,56.8,40.1,27.8,71.4,01600000,9.9,38.1,28.2,15.5,0.0,0.4,7.9,Lowell,"         $294,491,731.40","          14,252.9","              $20,661.88","         $343,896,466.10","          16,780.6","              $20,493.69",2023
Lowell Community Charter Public (District) - Lowell Community Charter Public School,04560050,     329,21.3,        807,52.2,47.7,54.2,12.5,64.6,04560000,25.3,16.6,47.3,6.6,0.1,0.0,4.1,Lowell Community Charter Public (District),"          $15,511,809.94",             811.9,"              $19,105.10","          $15,511,809.94",             811.9,"              $19,105.10",2023
Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,04580505,      98,17.8,        126,60.3,38.9,0.8,42.1,84.1,04580000,4.8,7.9,56.4,27.0,0.0,0.0,4.0,Lowell Middlesex Academy Charter (District),"           $1,549,766.00",              96.6,"              $16,044.79","           $1,549,766.00",              96.6,"              $16,044.79",2023
Ludlow - East Street Elementary School,01610010,     193,13.8,        371,42.1,58.0,15.9,23.2,42.6,01610000,1.6,3.0,17.0,73.9,0.0,0.0,4.6,Ludlow,"          $46,166,582.51","           2,299.9","              $20,073.30","          $50,877,261.61","           2,429.3","              $20,943.18",2023
Ludlow - Harris Brook Elementary School,01610665,     322,15.9,        611,47.8,52.2,10.6,23.2,40.3,01610000,2.3,2.1,16.2,75.1,0.0,0.0,4.3,Ludlow,"          $46,166,582.51","           2,299.9","              $20,073.30","          $50,877,261.61","           2,429.3","              $20,943.18",2023
Ludlow - Ludlow Senior High,01610505,     375,13.9,        752,49.1,50.8,3.1,15.3,32.5,01610000,1.6,0.5,14.4,81.4,0.0,0.0,2.1,Ludlow,"          $46,166,582.51","           2,299.9","              $20,073.30","          $50,877,261.61","           2,429.3","              $20,943.18",2023
Ludlow - Paul R Baird Middle,01610305,     255,18.2,        534,48.3,51.7,4.5,18.4,38.6,01610000,2.4,1.1,20.4,74.0,0.0,0.0,2.1,Ludlow,"          $46,166,582.51","           2,299.9","              $20,073.30","          $50,877,261.61","           2,429.3","              $20,943.18",2023
Lunenburg - Advanced Community Experience Program,01620605,       1,8.0,          8,50.0,50.0,0.0,100.0,37.5,01620000,12.5,0.0,12.5,75.0,0.0,0.0,0.0,Lunenburg,"          $27,711,810.32","           1,566.1","              $17,694.79","          $29,559,471.89","           1,671.5","              $17,684.40",2023
Lunenburg - Lunenburg High,01620505,     252,13.2,        448,47.8,52.0,1.8,10.3,22.3,01620000,2.0,1.3,9.6,81.9,0.5,0.7,4.0,Lunenburg,"          $27,711,810.32","           1,566.1","              $17,694.79","          $29,559,471.89","           1,671.5","              $17,684.40",2023
Lunenburg - Lunenburg Middle School,01620305,     207,20.8,        366,49.7,50.0,1.6,16.7,22.1,01620000,3.3,2.7,12.8,77.1,0.0,0.0,4.1,Lunenburg,"          $27,711,810.32","           1,566.1","              $17,694.79","          $29,559,471.89","           1,671.5","              $17,684.40",2023
Lunenburg - Lunenburg Primary School,01620010,     187,20.0,        404,48.5,51.5,6.9,20.1,28.7,01620000,4.7,0.7,13.9,75.5,0.0,0.5,4.7,Lunenburg,"          $27,711,810.32","           1,566.1","              $17,694.79","          $29,559,471.89","           1,671.5","              $17,684.40",2023
Lunenburg - Turkey Hill Elementary School,01620025,     184,22.1,        365,49.9,50.1,2.7,16.4,23.3,01620000,3.8,0.6,8.0,85.2,0.0,0.3,2.2,Lunenburg,"          $27,711,810.32","           1,566.1","              $17,694.79","          $29,559,471.89","           1,671.5","              $17,684.40",2023
Lynn - A Drewicz Elementary,01630016,     143,20.1,        505,51.3,48.7,69.5,15.5,81.2,01630000,3.6,6.5,80.8,6.9,0.8,0.0,1.4,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Aborn,01630011,      55,18.3,        231,49.8,50.2,35.9,11.7,51.1,01630000,6.1,10.8,48.5,28.6,0.4,0.4,5.2,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Breed Middle School,01630405,     702,22.2,"      1,343",50.5,49.5,31.7,22.5,76.7,01630000,7.5,7.7,73.5,8.6,0.1,0.0,2.7,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Brickett Elementary,01630020,     102,17.8,        328,45.1,54.9,57.0,22.0,82.0,01630000,8.2,8.2,70.1,9.2,0.3,0.0,4.0,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Capt William G Shoemaker,01630090,     159,11.6,        351,38.5,61.5,33.9,53.3,51.6,01630000,12.8,6.8,43.9,31.1,0.3,0.0,5.1,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Classical High,01630505,     653,20.6,"      1,844",45.4,54.5,35.0,16.4,71.6,01630000,7.7,7.2,71.0,11.7,0.3,0.0,2.1,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Cobbet Elementary,01630035,     229,16.3,        657,45.4,54.6,77.5,17.7,86.0,01630000,6.9,3.0,84.9,3.2,0.6,0.0,1.4,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - E J Harrington,01630045,     220,17.2,        686,47.7,52.3,65.2,23.8,84.8,01630000,8.8,3.4,76.8,8.5,0.3,0.0,2.3,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Edward A Sisson,01630095,     145,17.7,        473,49.1,51.0,48.8,23.5,59.2,01630000,7.2,9.7,56.0,23.3,0.4,0.0,3.4,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Fecteau-Leary Junior/Senior High School,01630525,     147,13.4,        385,48.8,50.7,52.5,22.6,86.8,01630000,3.6,3.4,83.4,8.3,0.5,0.0,0.8,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Fredrick Douglass Collegiate Academy,01630575,      82,19.0,        163,50.9,48.5,17.2,16.0,69.3,01630000,8.6,4.3,77.9,5.5,0.0,0.0,3.7,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Hood,01630055,     162,17.5,        515,46.8,53.2,64.3,20.8,75.7,01630000,7.0,7.6,76.3,7.2,0.4,0.0,1.6,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Ingalls,01630060,     228,18.2,        726,48.2,51.8,71.9,15.0,85.5,01630000,8.0,4.7,81.1,4.8,0.7,0.0,0.7,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Julia F Callahan,01630030,     175,13.0,        429,44.1,55.9,48.7,32.4,70.4,01630000,11.0,7.9,65.7,12.6,0.0,0.0,2.8,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Lincoln-Thomson,01630070,      69,17.1,        215,54.0,46.1,54.0,16.3,67.4,01630000,3.7,10.7,61.9,18.1,0.9,0.0,4.7,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Lynn English High,01630510,     742,20.5,"      2,077",47.1,52.8,39.9,13.3,73.7,01630000,9.7,6.6,74.0,6.6,0.5,0.0,2.5,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Lynn Vocational Technical Institute,01630605,     833,18.5,"      1,571",47.2,52.6,17.4,21.3,67.6,01630000,5.8,4.1,75.9,11.4,0.5,0.0,2.4,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Lynn Woods,01630075,      67,12.3,        156,51.3,48.7,29.5,30.8,42.3,01630000,1.9,5.1,46.8,42.3,0.6,0.0,3.2,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Pickering Middle,01630420,     298,18.6,        571,46.6,53.4,23.5,25.0,60.6,01630000,4.9,11.4,58.0,20.3,0.7,0.0,4.7,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Robert L Ford,01630050,     122,19.6,        423,53.2,46.8,66.0,18.0,80.1,01630000,9.0,3.6,80.4,5.0,0.5,0.0,1.7,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Sewell-Anderson,01630085,      88,18.1,        285,57.9,42.1,59.7,9.8,69.5,01630000,10.2,4.2,63.2,16.1,1.4,0.0,4.9,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Thurgood Marshall Mid,01630305,     606,21.0,"      1,380",47.8,52.3,32.8,21.7,76.5,01630000,9.1,6.3,73.6,8.0,0.9,0.0,2.1,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Tracy,01630100,     120,18.2,        385,45.7,54.3,71.7,11.4,82.3,01630000,3.4,3.1,88.8,3.1,0.5,0.0,1.0,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Virginia Barton Early Childhood Center,01630004,      40,11.9,         95,32.6,67.4,60.0,56.8,70.5,01630000,13.7,9.5,56.8,17.9,0.0,0.0,2.1,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Washington Elementary School,01630005,     142,18.7,        474,51.5,48.5,71.7,21.3,85.0,01630000,15.8,3.2,73.4,5.3,0.0,0.0,2.3,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - William R Fallon,01630080,      50,3.4,         38,21.1,79.0,29.0,100.0,92.1,01630000,21.1,2.6,50.0,15.8,0.0,0.0,10.5,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynn - Wm P Connery,01630040,     174,18.5,        573,53.1,47.0,74.7,18.5,84.6,01630000,5.9,6.1,82.7,3.1,0.4,0.0,1.8,Lynn,"         $337,174,263.00","          16,064.7","              $20,988.52","         $386,367,148.00","          18,328.2","              $21,080.47",2023
Lynnfield - Huckleberry Hill,01640010,     155,20.3,        446,50.7,49.3,5.4,15.9,9.9,01640000,3.1,10.8,7.9,72.2,0.0,0.0,6.1,Lynnfield,"          $40,868,232.90","           2,203.8","              $18,544.44","          $43,860,760.06","           2,245.4","              $19,533.61",2023
Lynnfield - Lynnfield High,01640505,     264,15.2,        574,50.2,49.8,1.4,18.6,11.0,01640000,1.7,8.4,9.2,77.7,0.0,0.0,3.0,Lynnfield,"          $40,868,232.90","           2,203.8","              $18,544.44","          $43,860,760.06","           2,245.4","              $19,533.61",2023
Lynnfield - Lynnfield Middle School,01640405,     398,20.0,        714,49.4,50.3,2.1,22.7,9.1,01640000,2.2,7.6,6.7,79.1,0.0,0.0,4.3,Lynnfield,"          $40,868,232.90","           2,203.8","              $18,544.44","          $43,860,760.06","           2,245.4","              $19,533.61",2023
Lynnfield - Lynnfield Preschool,01640005,      11,7.4,         40,37.5,62.5,0.0,60.0,12.5,01640000,0.0,2.5,10.0,80.0,0.0,0.0,7.5,Lynnfield,"          $40,868,232.90","           2,203.8","              $18,544.44","          $43,860,760.06","           2,245.4","              $19,533.61",2023
Lynnfield - Summer Street,01640020,     141,20.8,        417,47.2,52.8,1.9,14.4,6.2,01640000,1.2,4.3,3.1,86.8,0.0,0.0,4.6,Lynnfield,"          $40,868,232.90","           2,203.8","              $18,544.44","          $43,860,760.06","           2,245.4","              $19,533.61",2023
Ma Academy for Math and Science - Ma Academy for Math and Science School,04680505,      19,15.5,         49,46.9,53.1,0.0,0.0,4.1,04680000,4.1,55.1,8.2,32.7,0.0,0.0,0.0,,,,,,,,2023
Malden - Beebe,01650003,     486,19.3,        924,49.5,50.5,33.0,13.5,55.7,01650000,14.0,30.4,24.0,25.3,0.9,0.3,5.1,Malden,"         $116,532,628.00","           6,270.2","              $18,585.15","         $136,479,919.20","           7,052.0","              $19,353.36",2023
Malden - Ferryway,01650013,     483,18.5,        909,50.7,49.3,35.1,16.0,65.8,01650000,18.5,19.3,38.8,19.4,0.7,0.1,3.3,Malden,"         $116,532,628.00","           6,270.2","              $18,585.15","         $136,479,919.20","           7,052.0","              $19,353.36",2023
Malden - Forestdale,01650027,     370,17.5,        584,45.4,54.6,21.9,23.1,49.1,01650000,15.8,12.8,27.4,35.1,0.2,0.0,8.7,Malden,"         $116,532,628.00","           6,270.2","              $18,585.15","         $136,479,919.20","           7,052.0","              $19,353.36",2023
Malden - Linden,01650047,     421,19.9,        841,47.8,52.1,27.1,18.3,52.9,01650000,21.2,23.9,28.1,21.5,0.7,0.1,4.5,Malden,"         $116,532,628.00","           6,270.2","              $18,585.15","         $136,479,919.20","           7,052.0","              $19,353.36",2023
Malden - Malden Early Learning Center,01650049,      32,28.7,        307,39.7,60.3,1.3,63.5,56.4,01650000,21.8,31.6,15.0,28.3,0.3,0.7,2.3,Malden,"         $116,532,628.00","           6,270.2","              $18,585.15","         $136,479,919.20","           7,052.0","              $19,353.36",2023
Malden - Malden High,01650505,     836,17.8,"      1,951",50.1,49.8,22.4,15.3,60.4,01650000,22.1,20.3,31.5,22.2,0.2,0.0,3.8,Malden,"         $116,532,628.00","           6,270.2","              $18,585.15","         $136,479,919.20","           7,052.0","              $19,353.36",2023
Malden - Salemwood,01650057,     551,18.5,"      1,045",49.4,50.5,45.7,16.3,75.3,01650000,22.3,12.3,44.2,18.3,0.3,0.0,2.7,Malden,"         $116,532,628.00","           6,270.2","              $18,585.15","         $136,479,919.20","           7,052.0","              $19,353.36",2023
Manchester Essex Regional - Essex Elementary,06980020,     125,19.0,        228,56.1,43.9,1.3,18.9,16.7,06980000,0.0,0.0,4.0,95.2,0.0,0.0,0.9,Manchester Essex Regional,"          $28,383,017.00","           1,207.6","              $23,503.66","          $31,163,714.25","           1,242.0","              $25,091.56",2023
Manchester Essex Regional - Manchester Essex Regional High School,06980510,     271,12.2,        397,49.4,50.6,0.5,12.6,12.6,06980000,0.0,1.0,2.8,95.0,0.0,0.0,1.3,Manchester Essex Regional,"          $28,383,017.00","           1,207.6","              $23,503.66","          $31,163,714.25","           1,242.0","              $25,091.56",2023
Manchester Essex Regional - Manchester Essex Regional Middle School,06980030,     173,15.3,        271,53.5,46.5,0.4,21.4,14.8,06980000,0.0,0.7,2.6,95.9,0.0,0.0,0.7,Manchester Essex Regional,"          $28,383,017.00","           1,207.6","              $23,503.66","          $31,163,714.25","           1,242.0","              $25,091.56",2023
Manchester Essex Regional - Manchester Memorial Elementary,06980010,     196,15.6,        304,54.6,45.4,0.7,23.7,8.6,06980000,0.0,1.6,2.0,93.8,0.0,0.0,2.6,Manchester Essex Regional,"          $28,383,017.00","           1,207.6","              $23,503.66","          $31,163,714.25","           1,242.0","              $25,091.56",2023
Mansfield - Everett W Robinson,01670007,     140,20.4,        713,49.7,50.4,5.3,13.0,19.2,01670000,5.2,7.6,6.9,75.5,0.1,0.0,4.8,Mansfield,"          $70,066,898.96","           3,442.8","              $20,351.72","          $76,024,342.01","           3,559.6","              $21,357.55",2023
Mansfield - Harold L Qualters Middle,01670035,     535,16.3,        795,47.0,52.7,2.4,16.0,19.5,01670000,5.9,9.8,6.8,71.5,0.1,0.0,5.9,Mansfield,"          $70,066,898.96","           3,442.8","              $20,351.72","          $76,024,342.01","           3,559.6","              $21,357.55",2023
Mansfield - Jordan/Jackson Elementary,01670014,     159,21.7,        742,49.2,50.7,4.6,17.8,20.8,01670000,5.5,7.8,8.1,73.3,0.1,0.1,5.0,Mansfield,"          $70,066,898.96","           3,442.8","              $20,351.72","          $76,024,342.01","           3,559.6","              $21,357.55",2023
Mansfield - Mansfield High,01670505,     698,13.2,"      1,044",46.0,53.7,0.8,11.5,17.4,01670000,6.6,8.1,6.0,76.0,0.1,0.0,3.2,Mansfield,"          $70,066,898.96","           3,442.8","              $20,351.72","          $76,024,342.01","           3,559.6","              $21,357.55",2023
Mansfield - Roland Green School,01670003,      10,12.1,        121,39.7,60.3,0.0,47.1,23.1,01670000,6.6,9.9,9.1,69.4,0.0,0.0,5.0,Mansfield,"          $70,066,898.96","           3,442.8","              $20,351.72","          $76,024,342.01","           3,559.6","              $21,357.55",2023
Map Academy Charter School (District) - Map Academy Charter School,35170505,     202,15.5,        334,43.4,53.3,0.0,50.9,61.4,35170000,5.1,0.6,11.1,74.3,0.9,0.3,7.8,Map Academy Charter School (District),"           $4,556,212.05",             251.0,"              $18,155.86","           $4,556,212.05",             251.0,"              $18,155.86",2023
Marblehead - Glover,01680020,      72,16.8,        335,42.7,57.3,5.7,18.8,7.5,01680000,1.5,1.8,9.6,81.5,0.0,0.0,5.7,Marblehead,"          $54,458,452.00","           2,621.5","              $20,773.78","          $60,858,122.91","           2,769.6","              $21,973.61",2023
Marblehead - Lucretia and Joseph Brown School,01680030,      88,19.6,        447,46.8,53.2,7.2,19.0,14.3,01680000,0.0,1.1,9.4,83.7,0.2,0.0,5.6,Marblehead,"          $54,458,452.00","           2,621.5","              $20,773.78","          $60,858,122.91","           2,769.6","              $21,973.61",2023
Marblehead - Marblehead High,01680505,     579,14.3,        881,48.2,51.0,2.7,12.2,12.7,01680000,3.4,1.3,8.6,83.5,0.1,0.0,3.1,Marblehead,"          $54,458,452.00","           2,621.5","              $20,773.78","          $60,858,122.91","           2,769.6","              $21,973.61",2023
Marblehead - Marblehead Veterans Middle School,01680300,     275,17.8,        445,48.8,51.2,4.0,21.4,11.9,01680000,2.7,1.4,8.1,83.4,0.0,0.0,4.5,Marblehead,"          $54,458,452.00","           2,621.5","              $20,773.78","          $60,858,122.91","           2,769.6","              $21,973.61",2023
Marblehead - Village School,01680016,     154,22.3,        542,48.2,51.9,6.8,22.3,14.6,01680000,3.5,1.7,7.8,82.7,0.0,0.0,4.4,Marblehead,"          $54,458,452.00","           2,621.5","              $20,773.78","          $60,858,122.91","           2,769.6","              $21,973.61",2023
Marblehead Community Charter Public (District) - Marblehead Community Charter Public School,04640305,      81,14.7,        178,48.9,51.1,7.9,27.5,27.0,04640000,7.3,2.3,16.3,68.0,0.0,0.6,5.6,Marblehead Community Charter Public (District),"           $4,167,912.93",             221.4,"              $18,827.81","           $4,167,912.93",             221.4,"              $18,827.81",2023
Marion - Sippican,01690005,     165,18.7,        387,47.8,52.2,0.5,23.0,29.7,01690000,3.1,1.8,5.7,82.2,0.3,0.0,7.0,Marion,"           $8,092,979.00",             394.0,"              $20,540.56","           $8,671,722.00",             408.6,"              $21,223.01",2023
Marlborough - 1 LT Charles W. Whitcomb School,01700045,     690,17.9,"      1,053",48.2,51.9,28.4,16.8,61.4,01700000,5.9,1.0,65.4,25.3,0.5,0.0,2.0,Marlborough,"          $88,074,117.84","           4,805.5","              $18,327.77","         $103,323,822.80","           5,533.2","              $18,673.43",2023
Marlborough - Charles Jaworek School,01700030,     296,20.5,        703,47.5,52.5,47.2,17.4,60.7,01700000,4.6,2.0,55.2,34.9,0.4,0.0,3.0,Marlborough,"          $88,074,117.84","           4,805.5","              $18,327.77","         $103,323,822.80","           5,533.2","              $18,673.43",2023
Marlborough - Early Childhood Center,01700006,      36,13.6,        252,40.9,58.7,35.7,42.5,54.0,01700000,6.4,5.6,30.6,52.4,0.8,0.0,4.4,Marlborough,"          $88,074,117.84","           4,805.5","              $18,327.77","         $103,323,822.80","           5,533.2","              $18,673.43",2023
Marlborough - Francis J Kane,01700008,     228,21.5,        576,45.8,54.0,38.0,15.8,59.4,01700000,8.0,3.1,48.6,38.0,0.0,0.0,2.3,Marlborough,"          $88,074,117.84","           4,805.5","              $18,327.77","         $103,323,822.80","           5,533.2","              $18,673.43",2023
Marlborough - Goodnow Brothers Elementary School,01700020,     322,22.4,        845,45.7,54.3,42.0,12.7,59.2,01700000,4.3,1.7,58.7,33.3,0.1,0.0,2.0,Marlborough,"          $88,074,117.84","           4,805.5","              $18,327.77","         $103,323,822.80","           5,533.2","              $18,673.43",2023
Marlborough - Marlborough High,01700505,     662,12.8,"      1,111",45.2,54.6,29.3,12.5,57.3,01700000,6.0,1.5,63.5,26.1,0.3,0.0,2.6,Marlborough,"          $88,074,117.84","           4,805.5","              $18,327.77","         $103,323,822.80","           5,533.2","              $18,673.43",2023
Marlborough - Richer,01700025,     243,21.9,        624,48.6,51.4,41.2,12.0,64.3,01700000,4.0,2.6,62.8,25.5,0.3,0.0,4.8,Marlborough,"          $88,074,117.84","           4,805.5","              $18,327.77","         $103,323,822.80","           5,533.2","              $18,673.43",2023
Marshfield - Daniel Webster,01710015,      71,18.2,        318,45.3,54.7,9.1,27.7,31.8,01710000,3.8,1.3,2.5,89.0,0.0,1.6,1.9,Marshfield,"          $66,835,720.43","           3,766.8","              $17,743.37","          $71,038,689.80","           3,876.8","              $18,324.05",2023
Marshfield - Eames Way School,01710005,      60,17.7,        231,50.7,49.4,0.0,12.1,9.5,01710000,0.0,0.0,3.5,94.8,0.0,0.0,1.7,Marshfield,"          $66,835,720.43","           3,766.8","              $17,743.37","          $71,038,689.80","           3,876.8","              $18,324.05",2023
Marshfield - Furnace Brook Middle,01710310,     594,16.9,        847,47.8,52.2,2.1,20.8,16.9,01710000,1.2,1.3,4.6,89.6,0.4,0.4,2.6,Marshfield,"          $66,835,720.43","           3,766.8","              $17,743.37","          $71,038,689.80","           3,876.8","              $18,324.05",2023
Marshfield - Gov Edward Winslow,01710020,      84,19.7,        354,41.2,58.8,0.0,15.8,14.7,01710000,0.3,0.6,3.4,93.8,0.0,0.0,2.0,Marshfield,"          $66,835,720.43","           3,766.8","              $17,743.37","          $71,038,689.80","           3,876.8","              $18,324.05",2023
Marshfield - Marshfield High,01710505,     545,16.5,"      1,149",50.3,49.6,1.7,17.8,17.1,01710000,1.2,1.0,4.4,91.0,0.3,0.1,2.2,Marshfield,"          $66,835,720.43","           3,766.8","              $17,743.37","          $71,038,689.80","           3,876.8","              $18,324.05",2023
