School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,District Code,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,School Year
Lowell - Dr Gertrude Bailey,01600002,     319,16.8,        473,47.8,52.2,31.9,18.6,56.2,01600000,4.7,42.5,23.5,24.5,0.0,0.0,4.9,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell - Dr. Janice Adie Day School,01600605,     136,2.8,         46,26.1,73.9,6.5,100.0,67.4,01600000,15.2,15.2,28.3,32.6,2.2,0.0,6.5,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell - Greenhalge,01600015,     313,17.4,        476,48.1,51.9,31.1,18.7,80.3,01600000,12.6,9.9,49.4,23.3,0.0,0.0,4.8,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell - Henry J Robinson Middle,01600330,     232,25.0,        663,50.1,49.9,24.9,20.8,76.9,01600000,10.1,12.5,49.8,25.6,0.0,0.0,2.0,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell - James S Daley Middle School,01600315,     312,18.8,        702,44.2,55.8,8.7,20.9,51.3,01600000,5.1,46.7,18.5,25.2,0.0,0.0,4.4,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell - James Sullivan Middle School,01600340,     298,21.8,        667,49.2,50.8,23.5,20.7,66.3,01600000,5.3,12.9,44.4,32.4,0.0,0.0,5.1,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell - John J Shaughnessy,01600050,     336,15.6,        465,47.5,52.5,32.0,18.7,68.4,01600000,6.0,30.3,39.1,20.9,0.0,0.0,3.7,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell - Joseph McAvinnue,01600010,     374,13.9,        459,47.9,52.1,33.1,19.8,76.5,01600000,7.4,15.9,46.4,25.5,0.0,0.0,4.8,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell - Kathryn P. Stoklosa Middle School,01600360,     335,20.7,        665,46.6,53.4,24.8,17.0,72.8,01600000,6.6,44.8,32.9,12.0,0.0,0.0,3.6,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell - Laura Lee Therapeutic Day School,01600085,      61,2.8,         23,13.0,87.0,13.0,100.0,73.9,01600000,4.4,0.0,60.9,26.1,0.0,0.0,8.7,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell - Leblanc Therapeutic Day School,01600320,      86,4.0,         38,42.1,57.9,13.2,100.0,92.1,01600000,2.6,2.6,55.3,36.8,0.0,0.0,2.6,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell - Lowell High,01600505,"   2,041",19.7,"      3,059",48.6,51.5,20.0,13.5,59.6,01600000,11.2,30.1,31.1,24.1,0.0,0.0,3.5,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell - Moody Elementary,01600027,     112,23.9,        234,51.7,48.3,51.7,10.3,77.8,01600000,6.4,13.3,46.6,31.6,0.0,0.0,2.1,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell - Pawtucketville Memorial,01600036,     294,18.0,        465,51.0,49.0,20.0,17.4,53.1,01600000,8.4,25.4,28.0,33.3,0.0,0.0,5.0,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell - Peter W Reilly,01600040,     287,18.3,        464,51.3,48.7,22.8,20.0,53.2,01600000,2.8,9.9,36.4,46.6,0.0,0.2,4.1,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell - Pyne Arts,01600018,     346,15.1,        466,46.4,53.7,17.2,24.7,48.1,01600000,7.1,13.1,38.6,37.6,0.0,0.2,3.4,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell - Rogers STEM Academy,01600005,     394,26.9,        886,48.7,51.4,29.1,15.0,74.9,01600000,10.6,20.8,44.5,20.8,0.0,0.0,3.4,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell - S Christa McAuliffe Elementary,01600075,     286,19.3,        486,53.1,46.9,22.2,18.1,72.8,01600000,6.6,11.9,47.3,30.5,0.0,0.0,3.7,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell - The Career Academy,01600515,      79,8.7,         82,30.5,69.5,20.7,23.2,85.4,01600000,3.7,12.2,52.4,23.2,0.0,0.0,8.5,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell - Washington,01600055,     287,9.8,        246,38.6,61.4,37.8,25.6,65.5,01600000,6.9,43.1,21.5,21.5,0.0,0.0,6.9,Lowell,"         $217,291,797.22","          14,458.8","              $15,028.34","         $254,502,712.13","          16,705.3","              $15,234.85",2020
Lowell Community Charter Public (District) - Lowell Community Charter Public School,04560050,     234,20.6,        796,50.6,49.3,54.4,16.5,58.2,04560000,24.5,18.2,48.7,4.7,0.0,0.0,3.9,Lowell Community Charter Public (District),"          $13,761,350.57",             813.8,"              $16,909.78","          $13,761,350.57",             813.8,"              $16,909.78",2020
Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,04580505,     101,11.3,         81,66.7,33.3,3.7,37.0,74.1,04580000,3.7,7.4,39.5,39.5,0.0,0.0,9.9,Lowell Middlesex Academy Charter (District),"           $2,096,169.57",              97.1,"              $21,585.52","           $2,096,169.57",              97.1,"              $21,585.52",2020
Ludlow - Chapin Street Elementary School,01610020,     251,11.3,        305,50.8,49.2,8.5,15.7,36.4,01610000,1.6,1.3,16.7,77.1,0.0,0.0,3.3,Ludlow,"          $43,130,241.52","           2,539.3","              $16,985.09","          $46,699,614.83","           2,667.8","              $17,504.92",2020
Ludlow - East Street Elementary School,01610010,     177,11.8,        341,41.1,58.9,8.8,20.8,34.6,01610000,1.5,1.5,14.7,77.4,0.0,0.0,5.0,Ludlow,"          $43,130,241.52","           2,539.3","              $16,985.09","          $46,699,614.83","           2,667.8","              $17,504.92",2020
Ludlow - Ludlow Senior High,01610505,     361,13.8,        835,50.9,48.9,1.7,12.2,25.8,01610000,2.0,0.8,7.3,86.5,0.0,0.2,3.1,Ludlow,"          $43,130,241.52","           2,539.3","              $16,985.09","          $46,699,614.83","           2,667.8","              $17,504.92",2020
Ludlow - Paul R Baird Middle,01610305,     531,8.6,        588,50.2,49.8,2.9,17.5,35.5,01610000,2.0,0.0,15.0,78.9,0.2,0.0,3.9,Ludlow,"          $43,130,241.52","           2,539.3","              $16,985.09","          $46,699,614.83","           2,667.8","              $17,504.92",2020
Ludlow - Veterans Park Elementary,01610023,     276,12.7,        333,47.8,52.3,5.4,18.3,36.0,01610000,2.1,0.3,18.0,76.9,0.0,0.3,2.4,Ludlow,"          $43,130,241.52","           2,539.3","              $16,985.09","          $46,699,614.83","           2,667.8","              $17,504.92",2020
Lunenburg - Advanced Community Experience Program,01620605,       1,4.0,          4,50.0,50.0,0.0,100.0,50.0,01620000,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Lunenburg,"          $22,202,697.44","           1,651.3","              $13,445.59","          $24,459,626.40","           1,772.8","              $13,797.17",2020
Lunenburg - Lunenburg High,01620505,     230,13.4,        458,46.1,53.3,0.4,10.9,17.3,01620000,1.5,1.5,8.7,84.9,0.9,0.7,1.8,Lunenburg,"          $22,202,697.44","           1,651.3","              $13,445.59","          $24,459,626.40","           1,772.8","              $13,797.17",2020
Lunenburg - Lunenburg Middle School,01620305,     222,22.4,        395,50.1,49.6,0.5,12.2,21.5,01620000,0.8,1.0,9.9,83.0,0.0,1.0,4.3,Lunenburg,"          $22,202,697.44","           1,651.3","              $13,445.59","          $24,459,626.40","           1,772.8","              $13,797.17",2020
Lunenburg - Lunenburg Primary School,01620010,     178,19.7,        382,46.1,53.9,2.6,22.0,26.2,01620000,2.6,0.5,10.0,83.0,0.0,0.5,3.4,Lunenburg,"          $22,202,697.44","           1,651.3","              $13,445.59","          $24,459,626.40","           1,772.8","              $13,797.17",2020
Lunenburg - Turkey Hill Elementary School,01620025,     208,16.1,        345,49.9,50.1,1.5,17.7,21.2,01620000,3.5,3.2,9.6,82.3,0.0,0.0,1.5,Lunenburg,"          $22,202,697.44","           1,651.3","              $13,445.59","          $24,459,626.40","           1,772.8","              $13,797.17",2020
Lynn - A Drewicz Elementary,01630016,     122,13.5,        361,51.8,48.2,54.3,13.0,70.1,01630000,5.0,10.8,75.4,7.8,0.0,0.0,1.1,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Aborn,01630011,      38,10.4,        173,45.7,54.3,21.4,10.4,49.1,01630000,8.1,13.3,40.5,27.8,0.0,0.0,10.4,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Breed Middle School,01630405,     471,18.5,"      1,125",46.6,53.2,15.6,20.5,68.0,01630000,8.4,8.1,70.2,10.0,0.2,0.0,3.1,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Brickett Elementary,01630020,      54,11.3,        245,43.7,56.3,48.2,16.3,74.7,01630000,8.2,10.2,65.3,11.4,0.4,0.0,4.5,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Capt William G Shoemaker,01630090,     104,9.0,        228,36.8,63.2,14.0,54.0,43.4,01630000,13.2,7.5,33.8,39.0,0.0,0.0,6.6,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Classical High,01630505,     607,16.6,"      1,374",48.2,51.8,20.8,14.3,61.0,01630000,7.9,9.1,61.4,18.1,0.5,0.0,3.1,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Cobbet Elementary,01630035,     169,13.1,        479,43.0,57.0,61.0,15.7,77.9,01630000,8.8,2.7,83.1,3.8,0.0,0.0,1.7,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - E J Harrington,01630045,     186,11.5,        480,47.7,52.3,46.7,23.3,79.6,01630000,10.0,6.9,72.1,8.3,0.0,0.0,2.7,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Edward A Sisson,01630095,      98,11.0,        325,49.2,50.8,29.2,17.5,53.2,01630000,5.9,13.2,47.7,24.9,1.5,0.0,6.8,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Fecteau-Leary Junior/Senior High School,01630525,     125,11.8,        301,34.9,64.8,53.2,21.9,82.7,01630000,3.7,2.3,78.7,12.6,0.3,0.0,2.3,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Hood,01630055,     116,11.8,        399,47.4,52.6,43.9,21.6,64.9,01630000,6.3,7.5,70.2,13.5,0.5,0.0,2.0,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Ingalls,01630060,     193,12.2,        508,47.1,53.0,62.8,14.0,73.6,01630000,8.7,5.7,76.4,5.7,0.2,0.0,3.4,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Julia F Callahan,01630030,     129,9.3,        280,47.1,52.9,32.1,31.1,63.2,01630000,11.8,7.9,59.6,16.4,0.0,0.0,4.3,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Lincoln-Thomson,01630070,      39,9.6,        158,43.7,56.3,34.8,21.5,60.8,01630000,5.7,12.7,58.9,17.7,0.0,0.0,5.1,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Lynn English High,01630510,     685,18.3,"      1,668",47.8,51.7,25.8,11.3,61.2,01630000,9.8,8.5,68.2,10.5,0.4,0.0,2.6,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Lynn Vocational Technical Institute,01630605,     813,16.9,"      1,306",46.5,53.4,11.3,19.8,61.2,01630000,6.4,5.9,70.6,14.2,0.3,0.0,2.6,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Lynn Woods,01630075,      21,11.4,        114,50.9,49.1,11.4,24.6,41.2,01630000,2.6,5.3,37.7,47.4,0.0,0.0,7.0,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Pickering Middle,01630420,     170,20.4,        503,48.9,51.1,11.3,21.5,46.7,01630000,8.2,8.4,47.1,31.2,0.8,0.0,4.4,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Robert L Ford,01630050,     111,15.8,        387,49.6,50.4,51.2,11.4,70.3,01630000,7.5,4.9,78.6,5.9,0.5,0.0,2.6,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Sewell-Anderson,01630085,      71,9.8,        200,50.0,50.0,46.0,9.5,54.5,01630000,6.5,6.5,63.0,19.0,0.5,0.0,4.5,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Thurgood Marshall Mid,01630305,     399,17.6,"      1,065",48.4,51.5,19.4,19.3,68.4,01630000,10.4,7.3,71.9,7.2,0.2,0.1,2.8,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Tracy,01630100,     109,13.7,        327,45.9,54.1,53.5,10.1,77.4,01630000,6.4,4.9,79.8,7.3,0.3,0.0,1.2,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Washington Elementary School,01630005,      93,9.6,        349,49.6,50.4,57.9,23.5,78.8,01630000,11.2,5.4,78.5,2.9,0.0,0.0,2.0,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - William R Fallon,01630080,       9,2.9,         26,15.4,84.6,19.2,100.0,84.6,01630000,19.2,3.9,42.3,23.1,0.0,0.0,11.5,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynn - Wm P Connery,01630040,     161,12.9,        453,51.7,48.3,55.2,14.1,77.3,01630000,5.7,8.4,77.7,6.2,0.0,0.0,2.0,Lynn,"         $230,716,489.00","          15,997.7","              $14,421.85","         $271,287,693.50","          18,193.8","              $14,911.00",2020
Lynnfield - Huckleberry Hill,01640010,     119,18.8,        452,54.7,45.4,6.2,19.0,12.8,01640000,3.1,10.6,6.9,73.7,0.0,0.0,5.8,Lynnfield,"          $35,067,110.00","           2,211.5","              $15,856.71","          $37,127,471.00","           2,241.3","              $16,565.15",2020
Lynnfield - Lynnfield High,01640505,     277,14.9,        603,52.4,47.4,1.0,18.4,10.6,01640000,1.5,5.0,5.3,86.7,0.0,0.0,1.5,Lynnfield,"          $35,067,110.00","           2,211.5","              $15,856.71","          $37,127,471.00","           2,241.3","              $16,565.15",2020
Lynnfield - Lynnfield Middle School,01640405,     336,20.0,        697,47.2,52.8,1.3,16.9,8.9,01640000,1.7,6.9,6.5,82.4,0.0,0.0,2.6,Lynnfield,"          $35,067,110.00","           2,211.5","              $15,856.71","          $37,127,471.00","           2,241.3","              $16,565.15",2020
Lynnfield - Lynnfield Preschool,01640005,       4,9.3,         33,48.5,51.5,6.1,51.5,21.2,01640000,0.0,6.1,6.1,78.8,0.0,0.0,9.1,Lynnfield,"          $35,067,110.00","           2,211.5","              $15,856.71","          $37,127,471.00","           2,241.3","              $16,565.15",2020
Lynnfield - Summer Street,01640020,     113,17.4,        394,46.7,53.3,2.0,15.7,4.6,01640000,1.8,5.6,4.3,85.0,0.0,0.0,3.3,Lynnfield,"          $35,067,110.00","           2,211.5","              $15,856.71","          $37,127,471.00","           2,241.3","              $16,565.15",2020
MATCH Charter Public School (District) - MATCH Charter Public School,04690505,     357,19.9,"      1,220",51.6,48.4,18.3,23.0,69.8,04690000,48.0,0.5,46.8,1.5,0.4,0.3,2.5,MATCH Charter Public School (District),"          $27,673,158.00","           1,216.3","              $22,752.85","          $27,673,158.00","           1,216.3","              $22,752.85",2020
Ma Academy for Math and Science - Ma Academy for Math and Science School,04680505,      32,11.0,         44,52.3,47.7,0.0,0.0,2.3,04680000,0.0,63.6,0.0,31.8,0.0,0.0,4.6,,,,,,,,2020
Malden - Beebe,01650003,     406,20.5,        897,49.3,50.7,21.0,13.8,52.3,01650000,14.8,34.9,15.5,30.0,0.3,0.0,4.5,Malden,"          $94,659,844.44","           6,433.8","              $14,712.90","         $115,382,443.85","           7,401.2","              $15,589.69",2020
Malden - Ferryway,01650013,     348,22.8,        913,49.0,50.9,20.9,13.0,58.1,01650000,19.7,20.6,33.0,21.4,0.3,0.2,4.8,Malden,"          $94,659,844.44","           6,433.8","              $14,712.90","         $115,382,443.85","           7,401.2","              $15,589.69",2020
Malden - Forestdale,01650027,     346,17.3,        560,47.5,52.5,8.2,25.7,47.5,01650000,17.3,10.4,24.8,41.4,0.0,0.0,6.1,Malden,"          $94,659,844.44","           6,433.8","              $14,712.90","         $115,382,443.85","           7,401.2","              $15,589.69",2020
Malden - Linden,01650047,     411,19.3,        859,46.8,53.1,14.1,16.2,45.1,01650000,20.4,24.1,19.8,30.6,0.4,0.0,4.8,Malden,"          $94,659,844.44","           6,433.8","              $14,712.90","         $115,382,443.85","           7,401.2","              $15,589.69",2020
Malden - Malden Early Learning Center,01650049,      23,13.6,        266,38.4,61.7,8.3,60.5,42.9,01650000,18.8,37.2,7.5,32.0,0.0,0.0,4.5,Malden,"          $94,659,844.44","           6,433.8","              $14,712.90","         $115,382,443.85","           7,401.2","              $15,589.69",2020
Malden - Malden High,01650505,     708,16.3,"      1,732",48.7,51.2,13.3,15.7,53.2,01650000,20.8,23.4,28.6,24.3,0.3,0.0,2.5,Malden,"          $94,659,844.44","           6,433.8","              $14,712.90","         $115,382,443.85","           7,401.2","              $15,589.69",2020
Malden - Salemwood,01650057,     536,17.7,"      1,012",49.9,50.1,41.4,9.8,68.1,01650000,21.3,15.9,37.9,22.1,0.2,0.0,2.7,Malden,"          $94,659,844.44","           6,433.8","              $14,712.90","         $115,382,443.85","           7,401.2","              $15,589.69",2020
Manchester Essex Regional - Essex Elementary,06980020,      79,14.7,        189,56.1,43.9,2.7,21.2,17.5,06980000,0.5,0.0,3.2,96.3,0.0,0.0,0.0,Manchester Essex Regional,"          $25,244,019.66","           1,371.2","              $18,410.17","          $27,047,349.84","           1,408.7","              $19,200.22",2020
Manchester Essex Regional - Manchester Essex Regional High School,06980510,     296,12.4,        468,47.4,52.4,0.0,12.2,12.8,06980000,0.0,1.7,1.1,96.6,0.0,0.0,0.6,Manchester Essex Regional,"          $25,244,019.66","           1,371.2","              $18,410.17","          $27,047,349.84","           1,408.7","              $19,200.22",2020
Manchester Essex Regional - Manchester Essex Regional Middle School,06980030,     187,17.9,        336,47.9,52.1,0.0,17.6,10.1,06980000,0.0,0.6,0.3,98.5,0.0,0.0,0.6,Manchester Essex Regional,"          $25,244,019.66","           1,371.2","              $18,410.17","          $27,047,349.84","           1,408.7","              $19,200.22",2020
Manchester Essex Regional - Manchester Memorial Elementary,06980010,     109,15.8,        278,48.2,51.8,1.1,24.1,8.3,06980000,1.8,1.8,1.4,94.2,0.0,0.0,0.7,Manchester Essex Regional,"          $25,244,019.66","           1,371.2","              $18,410.17","          $27,047,349.84","           1,408.7","              $19,200.22",2020
Mansfield - Everett W Robinson,01670007,     141,18.9,        665,49.2,50.7,4.1,12.3,19.7,01670000,4.4,8.0,7.7,75.0,0.2,0.2,4.7,Mansfield,"          $61,455,833.77","           3,672.5","              $16,734.06","          $67,442,825.39","           3,804.7","              $17,726.19",2020
Mansfield - Harold L Qualters Middle,01670035,     514,12.9,        819,46.8,53.2,1.3,13.2,18.2,01670000,5.0,6.6,7.2,78.5,0.1,0.0,2.6,Mansfield,"          $61,455,833.77","           3,672.5","              $16,734.06","          $67,442,825.39","           3,804.7","              $17,726.19",2020
Mansfield - Jordan/Jackson Elementary,01670014,     164,21.7,        757,46.1,53.9,3.8,14.0,18.8,01670000,4.8,9.8,5.4,74.2,0.1,0.0,5.7,Mansfield,"          $61,455,833.77","           3,672.5","              $16,734.06","          $67,442,825.39","           3,804.7","              $17,726.19",2020
Mansfield - Mansfield High,01670505,     699,14.1,"      1,188",50.1,49.8,0.5,14.1,14.6,01670000,4.2,6.9,4.7,80.3,0.0,0.0,3.9,Mansfield,"          $61,455,833.77","           3,672.5","              $16,734.06","          $67,442,825.39","           3,804.7","              $17,726.19",2020
Mansfield - Roland Green School,01670003,       7,14.0,         98,42.9,57.1,0.0,45.9,25.5,01670000,3.1,3.1,13.3,74.5,1.0,0.0,5.1,Mansfield,"          $61,455,833.77","           3,672.5","              $16,734.06","          $67,442,825.39","           3,804.7","              $17,726.19",2020
Map Academy Charter School (District) - Map Academy Charter School,35170505,     130,15.1,        203,38.9,58.6,0.0,49.8,55.7,35170000,4.9,0.5,15.3,71.9,1.0,0.5,5.9,Map Academy Charter School (District),"           $2,905,314.23",             162.5,"              $17,878.86","           $2,905,314.23",             162.5,"              $17,878.86",2020
Marblehead - Dr. Samuel C. Eveleth,01680025,      36,17.3,         69,47.8,52.2,10.1,10.1,7.3,01680000,0.0,0.0,5.8,89.9,0.0,0.0,4.4,Marblehead,"          $49,768,715.32","           2,969.3","              $16,761.09","          $55,787,478.59","           3,139.5","              $17,769.54",2020
Marblehead - Glover,01680020,     148,18.6,        353,43.3,56.7,6.8,28.6,11.6,01680000,2.8,0.9,6.8,84.4,0.0,0.0,5.1,Marblehead,"          $49,768,715.32","           2,969.3","              $16,761.09","          $55,787,478.59","           3,139.5","              $17,769.54",2020
Marblehead - L H Coffin,01680010,     100,16.6,        187,49.2,50.8,9.6,23.0,14.4,01680000,2.1,1.6,7.0,84.5,0.0,0.0,4.8,Marblehead,"          $49,768,715.32","           2,969.3","              $16,761.09","          $55,787,478.59","           3,139.5","              $17,769.54",2020
Marblehead - Marblehead High,01680505,     752,11.0,        944,51.1,48.5,2.8,19.7,11.8,01680000,3.7,1.7,6.4,85.6,0.1,0.1,2.4,Marblehead,"          $49,768,715.32","           2,969.3","              $16,761.09","          $55,787,478.59","           3,139.5","              $17,769.54",2020
Marblehead - Marblehead Veterans Middle School,01680300,     283,17.9,        457,47.7,52.1,2.8,18.8,12.5,01680000,2.2,1.5,6.6,87.3,0.0,0.0,2.4,Marblehead,"          $49,768,715.32","           2,969.3","              $16,761.09","          $55,787,478.59","           3,139.5","              $17,769.54",2020
Marblehead - Village School,01680016,     284,26.4,        714,46.6,53.2,4.5,25.1,12.6,01680000,3.1,1.4,8.0,83.5,0.0,0.0,4.1,Marblehead,"          $49,768,715.32","           2,969.3","              $16,761.09","          $55,787,478.59","           3,139.5","              $17,769.54",2020
Marblehead Community Charter Public (District) - Marblehead Community Charter Public School,04640305,      89,18.2,        211,44.6,55.5,8.1,26.5,17.5,04640000,5.7,1.9,9.5,80.1,0.0,0.0,2.8,Marblehead Community Charter Public (District),"           $3,672,672.57",             206.2,"              $17,814.67","           $3,672,672.57",             206.2,"              $17,814.67",2020
Marion - Sippican,01690005,     313,9.4,        403,47.4,52.6,0.3,19.9,25.3,01690000,4.5,1.5,4.0,84.1,0.0,0.0,6.0,Marion,"           $6,977,585.08",             435.3,"              $16,029.37","           $7,560,587.08",             444.3,"              $17,016.85",2020
Marlborough - 1 LT Charles W. Whitcomb School,01700045,     795,17.0,"      1,184",48.4,51.6,17.2,16.3,51.1,01700000,3.6,0.8,56.4,35.3,0.0,0.0,3.8,Marlborough,"          $79,585,000.99","           4,792.0","              $16,607.89","          $94,688,521.20","           5,525.8","              $17,135.71",2020
Marlborough - Charles Jaworek School,01700030,     487,10.2,        708,50.3,49.7,38.8,14.0,52.5,01700000,3.5,0.1,47.2,41.4,0.0,0.0,7.8,Marlborough,"          $79,585,000.99","           4,792.0","              $16,607.89","          $94,688,521.20","           5,525.8","              $17,135.71",2020
Marlborough - Early Childhood Center,01700006,      16,12.3,        194,40.2,59.8,29.9,46.4,51.0,01700000,6.7,1.6,29.9,53.1,0.0,0.0,8.8,Marlborough,"          $79,585,000.99","           4,792.0","              $16,607.89","          $94,688,521.20","           5,525.8","              $17,135.71",2020
Marlborough - Francis J Kane,01700008,     376,10.0,        505,49.7,50.3,22.2,14.9,44.2,01700000,3.8,0.2,45.4,45.2,0.0,0.0,5.5,Marlborough,"          $79,585,000.99","           4,792.0","              $16,607.89","          $94,688,521.20","           5,525.8","              $17,135.71",2020
Marlborough - Goodnow Brothers Elementary School,01700020,     473,10.9,        758,44.5,55.5,32.6,14.3,47.0,01700000,2.8,0.8,51.5,42.1,0.0,0.0,2.9,Marlborough,"          $79,585,000.99","           4,792.0","              $16,607.89","          $94,688,521.20","           5,525.8","              $17,135.71",2020
Marlborough - Marlborough High,01700505,     515,11.9,"      1,042",46.3,53.7,19.3,16.0,46.4,01700000,3.9,0.8,56.9,35.2,0.0,0.0,3.2,Marlborough,"          $79,585,000.99","           4,792.0","              $16,607.89","          $94,688,521.20","           5,525.8","              $17,135.71",2020
Marlborough - Richer,01700025,     419,9.2,        533,46.5,53.5,31.3,17.1,51.4,01700000,4.5,0.9,62.9,26.1,0.0,0.0,5.6,Marlborough,"          $79,585,000.99","           4,792.0","              $16,607.89","          $94,688,521.20","           5,525.8","              $17,135.71",2020
Marshfield - Daniel Webster,01710015,     126,8.9,        338,47.9,52.1,3.9,25.2,24.0,01710000,1.8,2.4,2.7,89.6,0.6,1.8,1.2,Marshfield,"          $58,291,122.53","           3,961.3","              $14,715.15","          $63,529,389.28","           4,059.2","              $15,650.72",2020
