RCDTS,Type,School Name,District,City,County,District Type,School Type,Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Avg Number of Days of Physical Education per Week Per Student,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Retention Rate,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,Chronic Absenteeism,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,Grades Served,Summative Designation,Summative Designation: Student Group(s),$ Site-level Per-Pupil Expenditures - Subtotal,$ Total Per-Pupil Expenditures - Subtotal,SAT Reading Average,SAT Math Average,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
200300070260001,School,Gallatin High School,Gallatin CUSD 7,Junction,Gallatin,UNIT,HIGH SCHOOL,Schoolwide Title I Program,208,94.7,0.0,0.0,0.0,0.0,0.0,2.8,17.8,17.3,0.0,51.4,7.7,176.0,92.8,26.5,5.5,17.5,5.0,75.2,22.9,91.1,52.4,45104.0,91637.0,24.2,97.5,0.0,1.8,0.0, 9 10 11 12,Not Calculated,Not Calculated,5129.76,9687.82,450.7,441.7,61.0,26.8,12.2,0.0,2020
200330100260002,School,Hamilton County Jr/Sr High Sch,Hamilton Co CUSD 10,Mc Leansboro,Hamilton,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",484,96.1,0.0,1.2,0.0,0.0,0.0,1.8,17.4,15.1,0.0,48.1,6.0,178.0,93.4,22.4,4.3,18.7,4.2,40.6,58.1,85.2,77.0,49875.0,81832.0,21.4,97.0,0.4,1.3,0.0, 7 8 9 10 11 12,Not Calculated,Not Calculated,4249.6,10472.84,459.7,455.1,50.0,37.5,10.2,2.3,2020
200350010260003,School,Hardin County High School,Hardin County CUSD 1,Elizabethtown,Hardin,UNIT,HIGH SCHOOL,Schoolwide Title I Program,135,93.3,0.0,0.0,0.0,0.0,0.0,8.2,14.1,14.1,0.0,60.0,13.3,176.0,92.6,28.1,4.4,12.5,5.0,64.5,32.6,76.9,69.5,48948.0,87644.0,27.2,89.1,0.0,0.9,0.0, 9 10 11 12,Not Calculated,Not Calculated,3840.71,10998.37,460.6,443.9,48.4,48.4,3.2,0.0,2020
200760010260001,School,Pope Co High School,Pope Co CUD 1,Golconda,Pope,UNIT,HIGH SCHOOL,Schoolwide Title I Program,161,95.0,0.0,0.0,0.0,0.0,0.0,2.9,14.9,14.9,0.0,47.8,2.5,176.0,97.6,0.0,1.2,16.0,5.0,88.1,11.9,97.1,62.5,51841.0,81557.0,3.6,92.7,0.0,1.0,0.0, 9 10 11 12,Not Calculated,Not Calculated,5273.62,8380.26,444.0,428.0,60.0,35.0,5.0,0.0,2020
200830010260001,School,Galatia High School,Galatia CUSD 1,Galatia,Saline,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",120,94.2,0.0,0.0,0.0,0.0,0.0,0.0,15.8,15.0,0.0,50.8,13.3,176.0,90.6,28.0,5.7,13.4,5.0,86.0,14.0,81.8,82.6,45536.0,68767.0,30.5,98.6,1.4,0.0,0.0, 9 10 11 12,Not Calculated,Not Calculated,5525.92,10317.45,469.6,450.0,48.0,44.0,8.0,0.0,2020
200830020260001,School,Carrier Mills-Stonefort H S,Carrier Mills-Stonefort CUSD 2,Carrier Mills,Saline,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",128,77.3,9.4,0.0,0.0,0.0,0.0,13.3,22.7,21.9,0.0,50.0,8.9,176.0,96.7,9.6,4.7,14.8,5.0,70.2,29.8,75.0,86.4,48229.0,71867.0,5.0,76.1,13.0,0.0,0.0, 9 10 11 12,Not Calculated,Not Calculated,12532.62,13502.98,433.9,419.4,75.0,16.7,8.3,0.0,2020
200830030260001,School,Harrisburg High School,Harrisburg CUSD 3,Harrisburg,Saline,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",547,84.5,4.9,2.0,0.8,0.0,0.0,6.9,18.6,17.4,0.0,99.1,2.0,175.0,96.9,2.4,6.1,19.2,5.0,63.9,36.1,86.7,49.9,55396.0,83094.0,6.5,79.2,4.4,3.8,0.8, 9 10 11 12,Not Calculated,Not Calculated,9251.13,12505.56,451.3,418.9,71.3,24.0,4.7,0.0,2020
200830040260001,School,Eldorado High School,Eldorado CUSD 4,Eldorado,Saline,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",328,93.9,0.0,0.9,0.0,0.0,0.0,4.0,20.4,18.9,0.0,61.9,11.9,176.0,91.1,23.2,2.6,17.3,5.0,65.0,33.8,91.0,59.7,45161.0,79715.0,30.0,91.7,0.0,0.9,0.0, 9 10 11 12,Not Calculated,Not Calculated,11793.46,14226.62,443.2,411.6,72.0,19.5,8.5,0.0,2020
200933480260001,School,Mount Carmel High School,Wabash CUSD 348,Mount Carmel,Wabash,UNIT,HIGH SCHOOL,Schoolwide Title I Program,504,94.4,1.0,0.8,0.0,0.0,0.0,2.5,14.1,11.5,0.0,44.2,5.4,176.0,95.4,4.4,5.7,21.7,4.7,65.0,32.9,86.5,80.1,58547.0,73085.0,10.2,95.9,0.4,0.8,0.0, 9 10 11 12,Not Calculated,Not Calculated,7283.65,10651.56,458.3,452.0,55.3,26.3,17.5,0.9,2020
200961000260001,School,Wayne City High School,Wayne City CUSD 100,Wayne City,Wayne,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",143,97.2,0.0,0.0,0.0,0.0,0.0,0.0,18.9,18.2,0.0,42.0,3.5,176.0,87.6,36.4,4.8,12.4,5.0,61.1,38.9,80.9,87.3,52255.0,77321.0,39.5,99.0,0.0,0.0,1.0, 9 10 11 12,Not Calculated,Not Calculated,6785.35,12237.19,425.5,441.0,62.1,24.1,13.8,0.0,2020
200962000260001,School,Cisne High School,North Wayne CUSD 200,Cisne,Wayne,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",94,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,14.9,0.0,56.4,0.0,176.0,96.9,5.2,10.5,10.9,5.0,78.0,18.6,87.5,58.8,48556.0,80194.0,9.2,98.7,0.0,1.3,0.0, 9 10 11 12,Not Calculated,Not Calculated,12684.18,15532.08,452.4,446.5,58.8,35.3,0.0,5.9,2020
200962250160001,School,Fairfield Comm High School,Fairfield Comm H S Dist 225,Fairfield,Wayne,HIGH SCHOOL,HIGH SCHOOL,Targeted Assistance Title I Pr,414,94.2,2.9,0.0,0.0,0.0,0.0,0.0,17.4,15.0,0.0,37.7,2.9,176.0,95.4,9.4,4.6,12.3,5.0,49.3,50.7,97.2,73.9,55676.0,102090.0,10.5,97.3,0.0,1.4,0.0, 9 10 11 12,Not Calculated,Not Calculated,10710.61,10792.54,462.7,448.4,47.9,42.6,8.5,1.1,2020
200970010260003,School,Grayville Jr Sr High School,Grayville CUSD 1,Grayville,White,UNIT,HIGH SCHOOL,Schoolwide Title I Program,118,89.0,0.0,0.0,0.0,0.0,0.0,10.2,20.3,20.3,0.0,48.3,15.3,176.0,91.1,8.1,10.4,10.0,5.0,85.9,14.1,79.5,74.0,43758.0,80124.0,32.8,100.0,0.0,0.0,0.0, 7 8 9 10 11 12,Not Calculated,Not Calculated,3926.55,5439.19,492.3,448.5,53.8,38.5,7.7,0.0,2020
200970030260001,School,Norris City-Omaha-Enfield H S,Norris City-Omaha-Enfield CUSD,Norris City,White,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",191,99.0,0.0,0.0,0.0,0.0,0.0,1.7,16.2,16.2,0.0,45.0,0.0,176.0,99.2,4.0,3.1,10.5,2.7,62.6,37.4,85.4,91.9,41361.0,72748.0,2.5,95.7,0.0,2.2,0.0, 9 10 11 12,Not Calculated,Not Calculated,6245.53,10117.9,431.0,422.2,65.9,29.3,4.9,0.0,2020
200970050260001,School,Carmi-White County High School,Carmi-White County CUSD 5,Carmi,White,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",365,95.6,0.0,1.1,0.7,0.0,0.0,2.1,14.5,13.7,0.0,52.1,8.8,177.0,85.6,27.0,5.6,19.0,5.0,43.2,56.4,94.2,55.8,56401.0,93620.0,58.9,95.4,0.0,1.1,0.4, 9 10 11 12,Not Calculated,Not Calculated,10440.65,12291.05,470.9,458.0,43.2,42.0,14.8,0.0,2020
210280990260001,School,Christopher High,Christopher USD 99,Christopher,Franklin,UNIT,HIGH SCHOOL,Schoolwide Title I Program,238,97.1,0.0,0.0,0.0,0.0,0.0,2.9,21.4,19.7,0.0,60.9,8.0,176.0,94.5,13.9,5.2,16.7,4.0,52.3,47.7,94.3,64.5,57455.0,90111.0,16.3,95.1,0.0,0.7,0.0, 9 10 11 12,Not Calculated,Not Calculated,7269.0,12242.0,431.8,431.1,59.6,36.8,3.5,0.0,2020
210281030130001,School,Benton Cons High School,Benton Cons HSD 103,Benton,Franklin,HIGH SCHOOL,HIGH SCHOOL,Schoolwide Title I Program,519,93.3,0.0,2.9,0.0,0.0,0.0,3.3,14.1,14.1,0.0,51.1,8.3,176.0,91.8,30.4,4.2,18.6,2.5,42.5,55.0,94.3,59.5,65564.0,92947.0,23.6,88.0,1.2,4.8,0.0, 9 10 11 12,Not Calculated,Not Calculated,14686.37,15050.43,478.0,465.5,38.6,40.9,19.7,0.8,2020
210281680260001,School,Frankfort Community High Schoo,Frankfort CUSD 168,West Frankfort,Franklin,UNIT,HIGH SCHOOL,Schoolwide Title I Program,456,93.6,1.1,2.6,0.0,0.0,0.0,2.2,21.5,13.2,0.0,51.5,10.1,176.0,88.0,40.5,7.1,16.6,5.0,55.3,43.8,89.7,85.9,66778.0,85025.0,33.5,93.4,1.8,3.3,0.0, 9 10 11 12,Not Calculated,Not Calculated,11484.06,13318.12,445.3,427.3,67.0,22.7,10.2,0.0,2020
210281740260001,School,Thompsonville High School,Thompsonville CUSD 174,Thompsonville,Franklin,UNIT,HIGH SCHOOL,Targeted Assistance Title I Pr,90,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,11.1,0.0,41.1,11.1,176.0,96.7,18.3,2.2,12.8,5.0,73.8,26.2,85.0,60.9,46071.0,98936.0,10.6,97.4,0.0,0.0,0.0, 9 10 11 12,Not Calculated,Not Calculated,10928.61,13121.5,448.6,435.7,67.9,17.9,14.3,0.0,2020
210281880260001,School,Zeigler-Royalton High School,Zeigler-Royalton CUSD 188,Zeigler,Franklin,UNIT,HIGH SCHOOL,Schoolwide Title I Program,154,91.6,0.0,2.4,0.0,0.0,0.0,3.7,14.3,14.3,0.0,57.8,10.4,176.0,92.3,25.3,4.7,11.8,5.0,74.3,25.7,92.5,91.5,54520.0,82165.0,20.0,96.2,0.0,0.0,1.0, 9 10 11 12,Not Calculated,Not Calculated,8366.0,12634.0,463.8,447.7,53.8,30.8,15.4,0.0,2020
210281960260001,School,Sesser-Valier High School,Sesser-Valier CUSD 196,Sesser,Franklin,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",179,92.2,0.0,5.6,0.0,0.0,0.0,3.5,14.0,14.0,0.0,34.1,1.9,176.0,96.6,4.3,1.7,13.3,4.5,62.6,35.2,93.9,53.1,51747.0,78207.0,6.5,90.3,0.0,8.6,0.0, 9 10 11 12,Not Calculated,Not Calculated,6961.0,12838.0,499.3,477.1,38.1,35.7,26.2,0.0,2020
210440010260001,School,Goreville High School,Goreville CUD 1,Goreville,Johnson,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",173,96.5,0.0,0.0,0.0,0.0,0.0,2.0,8.7,8.7,0.0,46.2,3.1,176.0,95.5,4.5,1.7,15.4,5.0,60.0,37.5,89.8,92.5,60130.0,96006.0,11.1,98.7,0.0,0.0,1.3, 9 10 11 12,Not Calculated,Not Calculated,7296.94,14669.24,478.1,479.2,30.6,44.4,25.0,0.0,2020
210441330170001,School,Vienna High School,Vienna HSD 133,Vienna,Johnson,HIGH SCHOOL,HIGH SCHOOL,Schoolwide Title I Program,344,94.5,0.0,0.0,0.0,0.0,0.0,0.0,15.4,15.4,0.0,50.3,10.5,176.0,92.1,16.4,3.7,17.2,5.0,67.0,33.0,83.9,82.5,54239.0,110007.0,23.7,92.6,1.9,1.9,0.0, 9 10 11 12,Not Calculated,Not Calculated,11320.1,12299.29,469.0,445.5,48.1,40.3,11.7,0.0,2020
210610010260001,School,Massac County High School,Massac UD 1,Metropolis,Massac,UNIT,HIGH SCHOOL,Schoolwide Title I Program,572,80.4,7.5,3.5,0.0,0.0,0.0,7.7,15.4,15.4,0.0,54.7,2.9,176.0,87.9,11.2,5.8,18.6,4.8,49.3,50.0,92.8,58.9,57941.0,99571.0,42.5,84.3,7.1,1.5,0.0, 9 10 11 12,Not Calculated,Not Calculated,8076.18,11468.06,479.2,446.5,53.5,33.3,12.4,0.8,2020
210610380260001,School,Joppa Jr & Sr High School,Joppa-Maple Grove UD 38,Joppa,Massac,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",98,87.8,0.0,0.0,0.0,0.0,0.0,5.7,12.2,12.2,0.0,58.2,4.8,176.0,95.0,6.9,4.8,11.2,5.0,68.2,31.1,68.2,89.9,50997.0,92375.0,13.7,95.2,0.0,0.0,0.0, 7 8 9 10 11 12,Not Calculated,Not Calculated,12317.88,17462.31,475.5,486.4,18.2,63.6,18.2,0.0,2020
211000010260001,School,Johnston City High School,Johnston City CUSD 1,Johnston City,Williamson,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",338,92.0,0.0,3.6,0.0,0.0,0.0,5.0,18.6,16.6,0.0,58.3,3.0,176.0,95.4,14.2,4.8,14.0,5.0,64.4,35.6,90.6,87.7,55739.0,89885.0,15.2,85.3,0.0,4.3,0.0, 9 10 11 12,Not Calculated,Not Calculated,10256.3,11619.15,453.3,448.0,55.6,25.9,17.3,1.2,2020
211000020260001,School,Marion High School,Marion CUSD 2,Marion,Williamson,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",1136,80.9,8.3,2.8,1.4,0.0,0.0,6.4,14.9,14.9,0.6,48.1,5.5,176.0,88.9,38.3,4.3,17.6,5.0,48.7,50.6,89.3,78.7,70730.0,111324.0,35.3,78.1,9.7,2.0,1.2, 9 10 11 12,Not Calculated,Not Calculated,6768.91,11333.85,466.5,447.2,54.6,31.7,11.2,2.4,2020
211000030260001,School,Crab Orchard High School,Crab Orchard CUSD 3,Marion,Williamson,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",154,97.4,0.0,0.0,0.0,0.0,0.0,2.1,15.6,15.6,0.0,51.9,8.4,176.0,96.6,1.3,4.3,17.5,5.0,69.7,30.3,96.6,73.1,51365.0,107722.0,4.4,98.8,0.0,0.0,0.0, 9 10 11 12,Not Calculated,Not Calculated,4803.92,10703.9,478.5,464.1,51.9,29.6,11.1,7.4,2020
211000040260001,School,Herrin High School,Herrin CUSD 4,Herrin,Williamson,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",677,86.6,4.3,3.8,0.7,0.0,0.0,4.3,17.7,17.1,0.8,52.1,3.0,176.0,90.7,45.4,2.4,20.0,2.1,63.6,35.4,95.7,69.7,59703.0,102069.0,36.6,79.7,5.7,4.0,0.0, 9 10 11 12,Not Calculated,Not Calculated,10490.08,11717.61,487.9,468.1,50.0,27.9,20.0,2.1,2020
211000050260001,School,Carterville High School,Carterville CUSD 5,Carterville,Williamson,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",646,84.1,2.9,4.6,2.0,0.0,0.0,6.2,14.9,11.1,0.5,32.2,1.5,176.0,94.6,15.2,1.8,21.0,5.0,63.4,36.6,86.8,87.6,58413.0,107082.0,16.2,76.9,3.9,7.5,1.0, 9 10 11 12,Not Calculated,Not Calculated,8291.0,9226.06,525.4,505.9,30.5,32.5,29.2,7.8,2020
240320010260001,School,Coal City High School,Coal City CUSD 1,Coal City,Grundy,UNIT,HIGH SCHOOL,Schoolwide Title I Program,646,87.9,0.7,9.6,0.5,0.0,0.0,2.0,17.0,9.8,0.9,21.2,0.0,177.0,94.9,9.7,0.9,12.7,2.3,39.2,60.8,86.7,58.1,66594.0,110378.0,13.9,80.5,1.3,12.3,1.3, 9 10 11 12,Not Calculated,Not Calculated,9713.06,13800.56,489.3,493.3,28.8,39.2,31.4,0.7,2020
240320730170001,School,Gardner-South Wilmington Twp H,Gardner S Wilmington Twp HSD 7,Gardner,Grundy,HIGH SCHOOL,HIGH SCHOOL,Targeted Assistance Title I Pr,191,90.1,0.0,7.3,0.0,0.0,0.0,0.0,21.5,21.5,0.0,27.7,0.0,176.0,95.6,7.5,5.3,13.9,5.0,51.5,48.5,96.3,89.7,52449.0,96598.0,11.9,93.1,0.0,6.9,0.0, 9 10 11 12,Not Calculated,Not Calculated,17543.26,17543.26,500.6,492.9,30.6,42.9,24.5,2.0,2020
240321010160001,School,Morris Community High School,Morris CHSD 101,Morris,Grundy,HIGH SCHOOL,HIGH SCHOOL,Targeted Assistance Title I Pr,853,74.1,1.6,19.0,1.6,0.0,0.0,3.0,8.2,8.2,2.6,16.9,0.0,176.0,93.4,21.9,2.1,21.3,5.0,43.2,56.8,92.1,72.4,58808.0,103355.0,20.8,77.9,2.7,14.2,0.0, 9 10 11 12,Not Calculated,Not Calculated,17572.6,17572.6,491.8,490.4,38.2,31.2,24.1,6.5,2020
240321110160001,School,Minooka Community High School,Minooka CHSD 111,Minooka,Grundy,HIGH SCHOOL,HIGH SCHOOL,Targeted Assistance Title I Pr,2695,71.1,4.2,19.4,1.2,0.0,0.0,4.0,9.9,9.9,1.3,13.6,0.0,177.0,95.9,13.1,1.7,26.0,5.0,24.7,75.3,93.5,89.6,71149.0,106833.0,9.1,67.4,5.7,18.0,0.9, 9 10 11 12,Not Calculated,Not Calculated,13092.73,14451.72,507.0,491.3,32.5,39.1,24.6,3.8,2020
240470180160001,School,Newark Comm High School,Newark CHSD 18,Newark,Kendall,HIGH SCHOOL,HIGH SCHOOL,Targeted Assistance Title I Pr,168,91.1,0.0,8.3,0.0,0.0,0.0,0.0,13.1,11.3,0.0,15.5,0.0,176.0,97.0,4.0,1.1,13.7,5.0,46.3,48.2,89.1,83.6,54210.0,75685.0,5.2,70.8,0.0,29.2,0.0, 9 10 11 12,Not Calculated,Not Calculated,24348.22,24348.22,515.7,485.7,25.0,54.5,15.9,4.5,2020
240470880260001,School,Plano High School,Plano CUSD 88,Plano,Kendall,UNIT,HIGH SCHOOL,Schoolwide Title I Program,738,30.2,10.0,53.4,1.8,0.0,0.0,4.3,16.3,14.8,11.0,50.8,0.8,176.0,93.7,16.9,1.5,20.5,2.5,48.2,50.6,75.0,97.9,56985.0,100850.0,19.1,35.0,9.8,49.9,0.3, 8 9 10 11 12,Not Calculated,Not Calculated,7410.17,12086.85,475.1,450.3,55.4,26.1,16.6,1.9,2020
240471150260001,School,Yorkville High School,Yorkville CUSD 115,Yorkville,Kendall,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",1915,66.0,7.8,19.6,1.7,0.0,0.0,4.8,14.5,14.5,2.8,19.5,0.4,176.0,96.2,8.1,1.7,26.1,5.0,43.8,56.2,86.0,69.7,60629.0,108361.0,8.8,54.9,14.1,22.7,1.0, 9 10 11 12,Not Calculated,Not Calculated,6714.66,9885.79,511.6,498.6,29.7,38.1,28.7,3.4,2020
240473080260001,School,Oswego High School,CUSD 308,Oswego,Kendall,UNIT,HIGH SCHOOL,Targeted Assistance Title I Pr,2831,57.0,8.7,25.9,3.0,0.0,0.2,5.3,19.1,12.6,3.7,28.0,1.0,176.0,93.3,22.7,1.7,25.1,5.0,26.7,73.1,90.2,91.8,73104.0,90063.0,17.6,47.9,14.6,28.0,4.7, 9 10 11 12,Not Calculated,Not Calculated,7812.57,12237.88,505.8,488.7,36.0,35.4,22.8,5.7,2020
240473080260002,School,Oswego East High School,CUSD 308,Oswego,Kendall,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",2824,52.4,11.1,19.3,12.2,0.0,0.2,4.6,18.1,12.2,2.6,23.4,0.6,176.0,94.4,17.1,1.0,25.4,5.0,26.7,73.1,92.8,91.8,73104.0,90063.0,12.9,47.9,14.6,28.0,4.7, 9 10 11 12,Not Calculated,Not Calculated,7421.14,11846.45,515.7,511.8,27.0,37.4,27.8,7.7,2020
260290010260001,School,Astoria High School,Astoria CUSD 1,Astoria,Fulton,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",88,97.7,0.0,0.0,0.0,0.0,0.0,0.0,22.7,19.3,0.0,46.6,11.4,176.0,87.6,28.7,3.4,9.9,4.9,81.8,18.2,81.8,60.4,37002.0,85253.0,37.9,100.0,0.0,0.0,0.0, 9 10 11 12,Not Calculated,Not Calculated,69.17,14641.89,451.8,420.6,70.6,23.5,5.9,0.0,2020
260290020260001,School,V I T Sr High School,V I T CUSD 2,Table Grove,Fulton,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",84,95.2,0.0,0.0,0.0,0.0,0.0,0.0,21.4,21.4,0.0,29.8,0.0,176.0,89.4,33.0,2.3,8.0,5.0,63.2,36.8,76.2,88.2,42944.0,87452.0,42.9,95.7,0.0,2.9,0.0, 9 10 11 12,Not Calculated,Not Calculated,7058.36,14805.51,461.0,441.4,57.1,38.1,0.0,4.8,2020
260290030260001,School,Cuba Sr High School,CUSD 3 Fulton County,Cuba,Fulton,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",136,97.1,0.0,0.0,0.0,0.0,0.0,0.0,18.4,18.4,0.0,7.4,0.0,177.0,92.9,17.4,5.8,11.2,5.0,86.1,13.9,83.3,89.9,42358.0,89649.0,21.9,97.5,1.3,1.3,0.0, 9 10 11 12,Not Calculated,Not Calculated,6783.07,11559.62,471.7,432.9,66.7,25.0,8.3,0.0,2020
260290040260001,School,Spoon River Valley Sr High Sch,Spoon River Valley CUSD 4,London Mills,Fulton,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",88,95.5,0.0,0.0,0.0,0.0,0.0,0.0,23.9,23.9,0.0,34.1,0.0,176.0,93.9,14.4,6.0,10.3,5.0,82.1,17.9,94.7,67.9,41613.0,78145.0,12.2,91.5,8.5,0.0,0.0, 9 10 11 12,Not Calculated,Not Calculated,8983.12,12587.51,496.1,476.1,38.9,33.3,27.8,0.0,2020
260290660250001,School,Canton High School,Canton Union SD 66,Canton,Fulton,UNIT,HIGH SCHOOL,Schoolwide Title I Program,662,94.0,1.7,1.7,0.0,0.0,0.0,1.7,17.7,16.2,0.5,45.6,1.7,176.0,94.6,16.8,6.3,21.2,5.0,62.6,37.4,87.3,87.4,48937.0,91763.0,16.9,91.5,3.0,1.8,0.2, 9 10 11 12,Not Calculated,Not Calculated,8125.2,10051.47,484.9,479.7,37.6,37.6,20.8,4.0,2020
260290970260001,School,Lewistown Jr/Sr High School,Lewistown CUSD 97,Lewistown,Fulton,UNIT,HIGH SCHOOL,Targeted Assistance Title I Pr,243,97.1,0.0,0.0,0.0,0.0,0.0,2.2,12.3,12.3,0.0,47.3,8.6,177.0,95.4,10.1,1.7,15.0,5.0,69.2,28.6,88.9,93.4,51256.0,88107.0,10.4,97.2,0.0,0.0,0.0, 7 8 9 10 11 12,Not Calculated,Not Calculated,8272.89,13110.9,456.3,428.3,56.1,36.6,7.3,0.0,2020
260343070160001,School,Illini West High School,Illini West H S Dist 307,Carthage,Hancock,HIGH SCHOOL,HIGH SCHOOL,Schoolwide Title I Program,306,93.1,0.0,0.0,0.0,0.0,0.0,3.3,15.4,15.4,0.0,41.8,3.6,176.0,91.8,20.6,3.8,12.4,5.0,80.0,20.0,91.8,90.0,44966.0,97564.0,27.8,86.2,0.0,3.4,0.0, 9 10 11 12,Not Calculated,Not Calculated,13884.29,13884.29,476.6,452.4,55.2,25.4,19.4,0.0,2020
260343160260001,School,Warsaw Sr High School,Warsaw CUSD 316,Warsaw,Hancock,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",194,95.4,0.0,0.0,0.0,0.0,0.0,3.6,9.8,9.8,0.0,13.9,4.6,176.0,95.8,4.2,4.1,14.7,2.5,74.4,25.6,92.5,54.9,41396.0,88197.0,9.3,97.5,0.0,2.5,0.0, 9 10 11 12,Not Calculated,Not Calculated,7295.36,11837.36,514.2,472.0,40.0,46.7,13.3,0.0,2020
260343280240001,School,Hamilton High School,Hamilton CCSD 328,Hamilton,Hancock,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",229,91.7,2.3,0.0,0.0,0.0,0.0,6.1,17.5,17.0,0.0,36.2,0.0,176.0,99.5,0.4,7.6,16.2,5.0,75.8,24.2,82.5,98.1,43721.0,93028.0,0.9,90.9,1.3,0.0,0.0, 7 8 9 10 11 12,Not Calculated,Not Calculated,7342.39,10913.07,492.7,471.0,36.7,56.7,6.7,0.0,2020
260343370260001,School,Southeastern Jr/Sr High School,Southeastern CUSD 337,Augusta,Hancock,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",193,95.3,0.0,0.0,0.0,0.0,0.0,2.3,11.9,11.9,0.0,60.1,0.0,176.0,88.3,17.8,5.1,13.5,3.0,66.6,33.4,86.1,66.7,42893.0,92630.0,30.1,94.7,2.6,0.0,0.0, 7 8 9 10 11 12,Not Calculated,Not Calculated,7994.52,12312.63,445.9,449.0,44.8,44.8,10.3,0.0,2020
260621030260001,School,West Prairie Senior High Schoo,West Prairie CUSD 103,Sciota,McDonough,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",158,98.1,0.0,0.0,0.0,0.0,0.0,2.0,17.7,17.1,0.0,44.3,0.0,176.0,92.9,24.6,3.1,15.6,5.0,76.2,23.8,79.4,54.4,48036.0,98061.0,19.0,96.2,0.0,0.0,0.9, 9 10 11 12,Not Calculated,Not Calculated,10713.3,12943.42,473.4,436.9,62.1,27.6,10.3,0.0,2020
260621700260001,School,Bushnell-Prairie City High Sch,Bushnell Prairie City CUSD 170,Bushnell,McDonough,UNIT,HIGH SCHOOL,Targeted Assistance Title I Pr,189,95.8,2.4,0.0,0.0,0.0,0.0,2.9,20.1,19.0,0.0,32.8,6.1,176.0,88.9,43.5,4.2,11.4,4.6,72.4,25.9,79.3,81.6,40629.0,90172.0,38.7,90.8,2.8,2.1,0.7, 9 10 11 12,Not Calculated,Not Calculated,7019.96,13632.93,459.8,437.0,50.0,42.5,7.5,0.0,2020
260621850260001,School,Macomb Senior High School,Macomb CUSD 185,Macomb,McDonough,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",583,77.9,7.5,5.7,1.7,0.0,0.0,7.0,20.6,15.6,1.7,32.6,1.2,176.0,87.7,38.6,4.5,17.1,5.0,52.7,45.9,85.0,98.3,49748.0,104693.0,34.9,73.7,11.2,5.2,1.1, 9 10 11 12,Not Calculated,Not Calculated,7535.12,13127.64,501.2,484.6,36.1,37.5,23.6,2.8,2020
260850050260001,School,Rushville-Industry High School,Schuyler-Industry CUSD 5,Rushville,Schuyler,UNIT,HIGH SCHOOL,"Eligible, but Not a Participan",279,92.1,3.9,2.3,0.0,0.0,0.0,3.5,20.8,17.2,3.1,43.7,1.4,176.0,92.2,9.7,3.3,14.5,5.0,56.6,42.1,97.1,89.1,44995.0,89309.0,25.3,91.2,2.8,2.2,0.0, 9 10 11 12,Not Calculated,Not Calculated,5196.14,10987.89,484.7,465.0,46.9,34.4,18.8,0.0,2020
