School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,District Code,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,School Year
Lowell - Leblanc Therapeutic Day School,01600320,      91,4.6,         44,45.5,52.3,6.8,100.0,90.9,01600000,6.8,2.3,54.6,31.8,0.0,0.0,4.6,Lowell,"         $231,735,503.35","          13,964.8","              $16,594.26","         $270,614,931.37","          16,263.5","              $16,639.40",2021
Lowell - Lowell High,01600505,"   2,103",19.6,"      3,180",47.3,52.6,22.8,14.2,70.1,01600000,10.9,29.1,35.6,20.6,0.0,0.0,3.8,Lowell,"         $231,735,503.35","          13,964.8","              $16,594.26","         $270,614,931.37","          16,263.5","              $16,639.40",2021
Lowell - Moody Elementary,01600027,     138,21.4,        261,53.3,46.4,55.2,12.3,90.0,01600000,8.4,11.5,51.3,27.2,0.4,0.0,1.2,Lowell,"         $231,735,503.35","          13,964.8","              $16,594.26","         $270,614,931.37","          16,263.5","              $16,639.40",2021
Lowell - Pawtucketville Memorial,01600036,     332,17.2,        496,49.8,50.2,25.2,20.2,63.7,01600000,7.5,23.6,31.9,32.1,0.0,0.0,5.0,Lowell,"         $231,735,503.35","          13,964.8","              $16,594.26","         $270,614,931.37","          16,263.5","              $16,639.40",2021
Lowell - Peter W Reilly,01600040,     304,18.6,        500,51.0,49.0,27.6,19.4,61.6,01600000,3.2,10.2,37.4,43.4,0.2,0.0,5.6,Lowell,"         $231,735,503.35","          13,964.8","              $16,594.26","         $270,614,931.37","          16,263.5","              $16,639.40",2021
Lowell - Pyne Arts,01600018,     413,17.1,        520,45.8,54.2,25.4,25.0,60.6,01600000,6.0,13.9,40.0,37.1,0.0,0.0,3.1,Lowell,"         $231,735,503.35","          13,964.8","              $16,594.26","         $270,614,931.37","          16,263.5","              $16,639.40",2021
Lowell - Rogers STEM Academy,01600005,     451,20.4,        909,47.0,53.0,32.0,13.5,85.7,01600000,9.5,19.8,46.2,20.7,0.1,0.0,3.7,Lowell,"         $231,735,503.35","          13,964.8","              $16,594.26","         $270,614,931.37","          16,263.5","              $16,639.40",2021
Lowell - S Christa McAuliffe Elementary,01600075,     299,19.6,        519,51.3,48.8,29.7,19.7,82.1,01600000,6.6,8.7,49.7,31.0,0.4,0.0,3.7,Lowell,"         $231,735,503.35","          13,964.8","              $16,594.26","         $270,614,931.37","          16,263.5","              $16,639.40",2021
Lowell - The Career Academy,01600515,     108,8.2,         89,32.6,67.4,13.5,25.8,91.0,01600000,4.5,14.6,49.4,21.4,0.0,0.0,10.1,Lowell,"         $231,735,503.35","          13,964.8","              $16,594.26","         $270,614,931.37","          16,263.5","              $16,639.40",2021
Lowell - Washington,01600055,     218,13.6,        259,37.5,62.6,44.4,25.9,77.6,01600000,7.7,41.7,26.6,18.2,0.4,0.4,5.0,Lowell,"         $231,735,503.35","          13,964.8","              $16,594.26","         $270,614,931.37","          16,263.5","              $16,639.40",2021
Lowell Community Charter Public (District) - Lowell Community Charter Public School,04560050,     336,21.6,        808,50.3,49.6,52.0,13.7,71.7,04560000,25.5,17.0,49.0,5.2,0.0,0.0,3.3,Lowell Community Charter Public (District),"          $13,605,032.11",             803.8,"              $16,926.95","          $13,605,032.11",             803.8,"              $16,926.95",2021
Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,04580505,      80,17.4,        109,56.0,41.3,1.8,34.9,76.2,04580000,2.8,7.3,45.9,39.5,0.0,0.9,3.7,Lowell Middlesex Academy Charter (District),"           $2,027,681.89",              83.9,"              $24,167.84","           $2,027,681.89",              83.9,"              $24,167.84",2021
Ludlow - East Street Elementary School,01610010,     211,12.3,        362,42.5,57.5,9.9,23.8,47.0,01610000,1.9,1.4,14.1,75.4,0.0,0.0,7.2,Ludlow,"          $41,364,522.98","           2,367.9","              $17,468.86","          $44,937,642.67","           2,487.0","              $18,069.02",2021
Ludlow - Harris Brook Elementary School,01610665,     458,17.2,        620,49.4,50.7,9.7,18.4,42.7,01610000,1.5,1.0,16.6,78.4,0.0,0.0,2.6,Ludlow,"          $41,364,522.98","           2,367.9","              $17,468.86","          $44,937,642.67","           2,487.0","              $18,069.02",2021
Ludlow - Ludlow Senior High,01610505,     403,14.5,        835,49.5,50.3,2.8,16.2,33.4,01610000,1.9,0.5,8.5,85.5,0.0,0.1,3.5,Ludlow,"          $41,364,522.98","           2,367.9","              $17,468.86","          $44,937,642.67","           2,487.0","              $18,069.02",2021
Ludlow - Paul R Baird Middle,01610305,     277,15.2,        537,52.3,47.7,3.5,19.9,39.3,01610000,1.9,0.4,17.0,76.9,0.2,0.2,3.5,Ludlow,"          $41,364,522.98","           2,367.9","              $17,468.86","          $44,937,642.67","           2,487.0","              $18,069.02",2021
Lunenburg - Advanced Community Experience Program,01620605,       1,4.0,          4,50.0,50.0,0.0,100.0,50.0,01620000,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Lunenburg,"          $23,949,443.25","           1,575.5","              $15,201.17","          $25,836,968.07","           1,699.7","              $15,200.90",2021
Lunenburg - Lunenburg High,01620505,     235,15.3,        460,47.4,52.4,1.3,9.8,21.3,01620000,1.3,1.5,11.5,82.0,0.4,0.9,2.4,Lunenburg,"          $23,949,443.25","           1,575.5","              $15,201.17","          $25,836,968.07","           1,699.7","              $15,200.90",2021
Lunenburg - Lunenburg Middle School,01620305,     226,22.8,        408,49.5,50.5,1.2,10.5,25.3,01620000,2.2,2.5,9.8,81.1,0.0,0.5,3.9,Lunenburg,"          $23,949,443.25","           1,575.5","              $15,201.17","          $25,836,968.07","           1,699.7","              $15,200.90",2021
Lunenburg - Lunenburg Primary School,01620010,      79,36.5,        386,50.5,49.5,2.3,14.3,33.2,01620000,2.6,0.8,9.3,82.4,0.0,0.5,4.4,Lunenburg,"          $23,949,443.25","           1,575.5","              $15,201.17","          $25,836,968.07","           1,699.7","              $15,200.90",2021
Lunenburg - Turkey Hill Elementary School,01620025,     151,22.3,        358,50.0,50.0,2.0,14.0,26.3,01620000,4.2,1.4,8.4,83.0,0.0,0.3,2.8,Lunenburg,"          $23,949,443.25","           1,575.5","              $15,201.17","          $25,836,968.07","           1,699.7","              $15,200.90",2021
Lynn - A Drewicz Elementary,01630016,     122,20.8,        467,52.0,48.0,64.2,14.1,82.2,01630000,5.4,8.6,77.1,7.5,0.0,0.0,1.5,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Aborn,01630011,      71,17.3,        228,47.4,52.6,27.6,8.8,54.0,01630000,6.6,13.6,41.7,29.4,1.3,0.0,7.5,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Breed Middle School,01630405,     465,23.5,"      1,256",45.9,53.9,21.2,20.9,77.1,01630000,6.9,8.9,71.9,8.6,0.1,0.0,3.6,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Brickett Elementary,01630020,      80,19.3,        331,48.0,52.0,52.3,13.9,84.3,01630000,8.2,10.6,66.2,10.9,0.3,0.0,3.9,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Capt William G Shoemaker,01630090,     116,14.0,        317,39.1,60.9,15.5,51.1,50.8,01630000,13.3,6.9,34.7,36.6,0.0,0.0,8.5,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Classical High,01630505,     608,19.9,"      1,738",46.4,53.5,29.9,14.2,71.3,01630000,7.5,8.5,65.8,14.9,0.4,0.0,3.0,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Cobbet Elementary,01630035,     199,17.1,        589,44.8,55.2,66.6,15.5,88.6,01630000,8.5,3.2,83.9,3.4,0.0,0.0,1.0,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - E J Harrington,01630045,     199,17.9,        637,47.3,52.8,54.3,22.5,88.1,01630000,9.0,5.3,74.3,9.7,0.0,0.0,1.7,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Edward A Sisson,01630095,      27,17.8,        444,49.8,50.2,34.7,20.1,61.0,01630000,6.8,10.8,51.6,24.6,1.1,0.0,5.2,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Fecteau-Leary Junior/Senior High School,01630525,      46,11.0,        221,41.6,57.5,53.9,20.8,88.7,01630000,4.5,2.3,79.6,10.9,0.0,0.0,2.7,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Hood,01630055,     152,18.4,        523,46.9,53.2,49.0,18.7,77.4,01630000,7.1,9.9,67.9,13.6,0.2,0.0,1.3,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Ingalls,01630060,     210,18.9,        689,50.2,49.8,67.9,11.6,83.7,01630000,8.0,6.4,77.7,6.1,0.6,0.0,1.3,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Julia F Callahan,01630030,     149,13.9,        399,43.9,56.1,36.1,32.3,68.4,01630000,11.0,8.3,61.9,15.8,0.0,0.0,3.0,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Lincoln-Thomson,01630070,      63,14.6,        208,47.1,52.9,33.7,17.3,67.8,01630000,6.3,13.0,56.3,20.2,0.0,0.0,4.3,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Lynn English High,01630510,     734,20.3,"      2,078",47.6,52.3,34.2,12.0,74.3,01630000,8.7,7.7,72.3,8.6,0.3,0.0,2.5,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Lynn Vocational Technical Institute,01630605,     724,19.6,"      1,517",46.9,52.8,11.8,22.0,72.3,01630000,6.5,5.1,72.5,12.7,0.4,0.0,2.9,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Lynn Woods,01630075,      54,15.7,        159,49.1,50.9,17.0,21.4,47.8,01630000,0.6,8.2,38.4,48.4,0.6,0.0,3.8,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Pickering Middle,01630420,     261,19.6,        551,51.4,48.6,15.1,23.2,59.7,01630000,6.2,7.4,53.0,28.1,1.1,0.0,4.2,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Robert L Ford,01630050,     134,18.8,        442,50.5,49.6,63.1,12.0,81.0,01630000,7.2,5.2,80.5,5.2,0.2,0.0,1.6,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Sewell-Anderson,01630085,      86,18.8,        287,54.7,45.3,50.5,9.1,64.1,01630000,6.6,7.0,58.9,22.7,0.7,0.0,4.2,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Thurgood Marshall Mid,01630305,     544,21.8,"      1,293",47.3,52.6,25.2,19.5,80.1,01630000,9.0,6.3,73.9,7.4,0.2,0.1,3.1,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Tracy,01630100,     149,14.9,        383,46.5,53.5,61.6,10.7,85.4,01630000,4.4,4.4,84.9,5.2,0.3,0.0,0.8,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Washington Elementary School,01630005,     167,16.6,        488,45.3,54.7,61.7,26.4,87.9,01630000,12.1,5.1,75.4,5.5,0.0,0.0,1.8,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - William R Fallon,01630080,      19,4.8,         29,17.2,82.8,17.2,100.0,100.0,01630000,20.7,0.0,51.7,13.8,0.0,0.0,13.8,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynn - Wm P Connery,01630040,     177,18.2,        566,55.1,44.9,62.5,12.9,82.9,01630000,5.7,8.3,79.2,5.7,0.0,0.0,1.2,Lynn,"         $248,625,847.52","          15,549.5","              $15,989.31","         $290,774,849.52","          17,774.1","              $16,359.47",2021
Lynnfield - Huckleberry Hill,01640010,     110,20.5,        450,53.8,46.2,5.1,19.1,13.6,01640000,3.1,10.7,6.2,73.6,0.0,0.0,6.4,Lynnfield,"          $36,702,225.69","           2,172.7","              $16,892.45","          $38,713,076.69","           2,204.8","              $17,558.54",2021
Lynnfield - Lynnfield High,01640505,     262,14.6,        568,51.1,48.8,1.6,18.1,10.7,01640000,1.4,6.7,4.8,85.6,0.0,0.0,1.6,Lynnfield,"          $36,702,225.69","           2,172.7","              $16,892.45","          $38,713,076.69","           2,204.8","              $17,558.54",2021
Lynnfield - Lynnfield Middle School,01640405,     397,19.3,        693,47.2,52.8,1.6,17.6,12.4,01640000,2.3,7.8,7.5,79.4,0.0,0.0,3.0,Lynnfield,"          $36,702,225.69","           2,172.7","              $16,892.45","          $38,713,076.69","           2,204.8","              $17,558.54",2021
Lynnfield - Lynnfield Preschool,01640005,       4,11.8,         46,43.5,56.5,0.0,52.2,28.3,01640000,2.2,6.5,4.4,84.8,0.0,0.0,2.2,Lynnfield,"          $36,702,225.69","           2,172.7","              $16,892.45","          $38,713,076.69","           2,204.8","              $17,558.54",2021
Lynnfield - Summer Street,01640020,     110,19.8,        435,48.3,51.7,1.2,15.4,5.5,01640000,2.1,4.8,3.9,86.2,0.0,0.0,3.0,Lynnfield,"          $36,702,225.69","           2,172.7","              $16,892.45","          $38,713,076.69","           2,204.8","              $17,558.54",2021
MATCH Charter Public School (District) - MATCH Charter Public School,04690505,     340,20.9,"      1,225",51.5,48.5,17.3,21.5,78.1,04690000,48.2,0.7,46.9,1.3,0.2,0.2,2.4,MATCH Charter Public School (District),"          $29,407,847.00","           1,223.5","              $24,035.64","          $29,407,847.00","           1,223.5","              $24,035.64",2021
Ma Academy for Math and Science - Ma Academy for Math and Science School,04680505,      19,15.8,         50,46.0,54.0,0.0,0.0,2.0,04680000,0.0,62.0,4.0,34.0,0.0,0.0,0.0,,,,,,,,2021
Malden - Beebe,01650003,     440,21.9,        979,49.3,50.7,21.8,13.2,64.4,01650000,13.9,31.9,18.5,31.2,0.5,0.1,4.0,Malden,"          $96,343,422.32","           6,020.7","              $16,002.03","         $116,104,612.60","           6,932.6","              $16,747.63",2021
Malden - Ferryway,01650013,     388,22.7,"      1,005",48.3,51.6,27.5,14.5,70.8,01650000,18.8,18.8,35.4,23.6,0.4,0.2,2.8,Malden,"          $96,343,422.32","           6,020.7","              $16,002.03","         $116,104,612.60","           6,932.6","              $16,747.63",2021
Malden - Forestdale,01650027,     349,21.7,        645,45.7,54.3,16.7,23.3,58.1,01650000,16.6,10.9,26.8,40.2,0.2,0.0,5.4,Malden,"          $96,343,422.32","           6,020.7","              $16,002.03","         $116,104,612.60","           6,932.6","              $16,747.63",2021
Malden - Linden,01650047,     431,20.1,        891,44.4,55.6,16.2,16.4,57.5,01650000,19.5,22.7,24.2,28.2,0.9,0.1,4.4,Malden,"          $96,343,422.32","           6,020.7","              $16,002.03","         $116,104,612.60","           6,932.6","              $16,747.63",2021
Malden - Malden Early Learning Center,01650049,      27,36.0,        324,34.0,66.1,0.0,54.9,52.2,01650000,19.8,34.0,9.6,33.3,0.0,0.0,3.4,Malden,"          $96,343,422.32","           6,020.7","              $16,002.03","         $116,104,612.60","           6,932.6","              $16,747.63",2021
Malden - Malden High,01650505,     783,22.0,"      1,844",50.3,49.6,14.6,15.8,65.4,01650000,20.8,22.0,30.0,23.9,0.2,0.0,3.0,Malden,"          $96,343,422.32","           6,020.7","              $16,002.03","         $116,104,612.60","           6,932.6","              $16,747.63",2021
Malden - Salemwood,01650057,     527,18.4,"      1,003",50.6,49.5,39.6,11.1,77.4,01650000,21.9,15.0,37.9,22.5,0.3,0.0,2.4,Malden,"          $96,343,422.32","           6,020.7","              $16,002.03","         $116,104,612.60","           6,932.6","              $16,747.63",2021
Manchester Essex Regional - Essex Elementary,06980020,     133,18.4,        222,57.2,42.8,2.3,19.4,20.3,06980000,1.8,0.0,3.6,94.1,0.0,0.0,0.5,Manchester Essex Regional,"          $26,527,248.79","           1,265.6","              $20,960.22","          $28,317,397.15","           1,300.6","              $21,772.56",2021
Manchester Essex Regional - Manchester Essex Regional High School,06980510,     279,11.8,        449,47.9,51.5,0.0,8.2,14.3,06980000,0.2,1.8,0.7,96.2,0.0,0.0,1.1,Manchester Essex Regional,"          $26,527,248.79","           1,265.6","              $20,960.22","          $28,317,397.15","           1,300.6","              $21,772.56",2021
Manchester Essex Regional - Manchester Essex Regional Middle School,06980030,     181,15.8,        284,47.9,52.1,0.4,16.2,12.0,06980000,0.4,0.0,1.1,98.6,0.0,0.0,0.0,Manchester Essex Regional,"          $26,527,248.79","           1,265.6","              $20,960.22","          $28,317,397.15","           1,300.6","              $21,772.56",2021
Manchester Essex Regional - Manchester Memorial Elementary,06980010,     201,16.6,        307,51.1,48.9,0.7,21.2,10.1,06980000,1.3,2.0,2.6,92.2,0.0,0.0,2.0,Manchester Essex Regional,"          $26,527,248.79","           1,265.6","              $20,960.22","          $28,317,397.15","           1,300.6","              $21,772.56",2021
Mansfield - Everett W Robinson,01670007,     145,20.3,        733,49.3,50.6,4.4,16.0,23.9,01670000,4.1,8.2,6.8,76.0,0.4,0.1,4.4,Mansfield,"          $64,522,781.05","           3,498.3","              $18,444.04","          $70,712,659.10","           3,639.1","              $19,431.36",2021
Mansfield - Harold L Qualters Middle,01670035,     519,17.0,        809,45.9,54.1,1.1,15.1,22.3,01670000,5.3,8.0,6.3,76.0,0.0,0.0,4.3,Mansfield,"          $64,522,781.05","           3,498.3","              $18,444.04","          $70,712,659.10","           3,639.1","              $19,431.36",2021
Mansfield - Jordan/Jackson Elementary,01670014,     165,20.8,        728,48.4,51.7,3.9,16.5,23.5,01670000,5.1,9.3,5.8,74.3,0.1,0.0,5.4,Mansfield,"          $64,522,781.05","           3,498.3","              $18,444.04","          $70,712,659.10","           3,639.1","              $19,431.36",2021
Mansfield - Mansfield High,01670505,     679,14.4,"      1,108",48.0,51.8,0.5,11.8,19.2,01670000,5.0,6.6,5.7,79.3,0.1,0.0,3.3,Mansfield,"          $64,522,781.05","           3,498.3","              $18,444.04","          $70,712,659.10","           3,639.1","              $19,431.36",2021
Mansfield - Roland Green School,01670003,      10,11.0,        110,38.2,61.8,0.0,41.8,24.6,01670000,2.7,5.5,7.3,80.0,0.0,0.0,4.6,Mansfield,"          $64,522,781.05","           3,498.3","              $18,444.04","          $70,712,659.10","           3,639.1","              $19,431.36",2021
Map Academy Charter School (District) - Map Academy Charter School,35170505,     150,14.7,        237,40.9,54.4,0.0,51.9,65.8,35170000,4.6,0.8,13.9,72.6,2.5,0.4,5.1,Map Academy Charter School (District),"           $3,558,660.36",             197.2,"              $18,045.03","           $3,558,660.36",             197.2,"              $18,045.03",2021
Marblehead - Glover,01680020,     150,16.8,        310,45.8,54.2,5.8,22.9,9.4,01680000,2.3,1.6,5.5,85.2,0.0,0.0,5.5,Marblehead,"          $50,920,947.22","           2,698.5","              $18,870.09","          $56,047,389.22","           2,865.7","              $19,558.01",2021
Marblehead - Lucretia and Joseph Brown School,01680030,     202,19.9,        436,46.3,53.7,10.1,24.1,17.0,01680000,1.2,1.6,9.9,82.1,0.0,0.0,5.3,Marblehead,"          $50,920,947.22","           2,698.5","              $18,870.09","          $56,047,389.22","           2,865.7","              $19,558.01",2021
Marblehead - Marblehead High,01680505,     615,14.7,        937,48.7,50.7,2.8,13.7,13.7,01680000,3.5,1.2,6.7,86.2,0.1,0.1,2.1,Marblehead,"          $50,920,947.22","           2,698.5","              $18,870.09","          $56,047,389.22","           2,865.7","              $19,558.01",2021
Marblehead - Marblehead Veterans Middle School,01680300,     275,15.8,        394,47.7,52.0,2.8,20.3,15.5,01680000,3.1,2.3,7.1,83.8,0.0,0.0,3.8,Marblehead,"          $50,920,947.22","           2,698.5","              $18,870.09","          $56,047,389.22","           2,865.7","              $19,558.01",2021
Marblehead - Village School,01680016,     245,24.4,        572,46.7,53.3,5.2,25.4,13.8,01680000,2.6,1.4,8.2,83.2,0.0,0.0,4.6,Marblehead,"          $50,920,947.22","           2,698.5","              $18,870.09","          $56,047,389.22","           2,865.7","              $19,558.01",2021
Marblehead Community Charter Public (District) - Marblehead Community Charter Public School,04640305,      85,20.3,        222,51.4,48.7,5.9,28.4,23.9,04640000,4.1,2.3,13.5,75.2,0.0,0.0,5.0,Marblehead Community Charter Public (District),"           $3,999,448.81",             210.9,"              $18,964.62","           $3,999,448.81",             210.9,"              $18,964.62",2021
Marion - Sippican,01690005,     152,19.3,        415,46.8,53.3,0.2,21.7,30.4,01690000,3.1,1.7,3.9,84.1,0.0,0.0,7.2,Marion,"           $7,388,254.00",             391.9,"              $18,852.40","           $8,011,996.00",             406.6,"              $19,704.86",2021
Marlborough - 1 LT Charles W. Whitcomb School,01700045,     658,22.6,"      1,221",49.6,50.5,23.2,14.3,59.8,01700000,3.3,1.2,61.7,30.1,0.0,0.0,3.8,Marlborough,"          $84,803,745.18","           4,695.1","              $18,062.18","          $98,149,605.57","           5,365.8","              $18,291.70",2021
Marlborough - Charles Jaworek School,01700030,     278,20.1,        704,50.1,49.9,43.5,14.8,62.9,01700000,4.3,0.4,51.0,37.5,0.0,0.0,6.8,Marlborough,"          $84,803,745.18","           4,695.1","              $18,062.18","          $98,149,605.57","           5,365.8","              $18,291.70",2021
Marlborough - Early Childhood Center,01700006,      16,13.0,        203,39.4,60.6,26.1,46.3,46.8,01700000,6.4,2.5,26.1,52.7,0.0,0.0,12.3,Marlborough,"          $84,803,745.18","           4,695.1","              $18,062.18","          $98,149,605.57","           5,365.8","              $18,291.70",2021
Marlborough - Francis J Kane,01700008,     198,21.4,        530,50.0,50.0,27.4,14.2,54.3,01700000,5.3,0.0,45.7,44.2,0.0,0.0,4.9,Marlborough,"          $84,803,745.18","           4,695.1","              $18,062.18","          $98,149,605.57","           5,365.8","              $18,291.70",2021
Marlborough - Goodnow Brothers Elementary School,01700020,     295,21.6,        805,46.7,53.3,39.3,13.5,58.0,01700000,3.6,0.4,56.4,36.4,0.0,0.0,3.2,Marlborough,"          $84,803,745.18","           4,695.1","              $18,062.18","          $98,149,605.57","           5,365.8","              $18,291.70",2021
Marlborough - Marlborough High,01700505,     628,13.6,"      1,137",43.3,56.4,28.8,12.9,57.7,01700000,3.7,0.7,62.7,29.8,0.0,0.0,3.1,Marlborough,"          $84,803,745.18","           4,695.1","              $18,062.18","          $98,149,605.57","           5,365.8","              $18,291.70",2021
Marlborough - Richer,01700025,     233,19.6,        577,46.8,53.2,39.3,14.7,62.6,01700000,4.0,0.7,64.8,24.6,0.0,0.0,5.9,Marlborough,"          $84,803,745.18","           4,695.1","              $18,062.18","          $98,149,605.57","           5,365.8","              $18,291.70",2021
Marshfield - Daniel Webster,01710015,      83,17.9,        396,46.7,53.3,6.6,27.8,32.8,01710000,2.3,2.0,3.8,88.4,0.3,1.5,1.8,Marshfield,"          $59,752,257.90","           3,784.4","              $15,789.10","          $64,488,978.82","           3,902.1","              $16,526.74",2021
Marshfield - Eames Way School,01710005,      56,18.2,        217,47.0,53.0,0.0,14.8,8.3,01710000,0.0,0.0,2.3,96.3,0.5,0.0,0.9,Marshfield,"          $59,752,257.90","           3,784.4","              $15,789.10","          $64,488,978.82","           3,902.1","              $16,526.74",2021
Marshfield - Furnace Brook Middle,01710310,     549,15.9,        856,50.2,49.8,2.3,21.4,20.2,01710000,0.8,1.2,5.5,89.8,0.2,0.2,2.2,Marshfield,"          $59,752,257.90","           3,784.4","              $15,789.10","          $64,488,978.82","           3,902.1","              $16,526.74",2021
Marshfield - Gov Edward Winslow,01710020,      98,17.7,        370,43.2,56.8,0.0,20.8,14.3,01710000,0.5,0.8,3.2,94.3,0.0,0.0,1.1,Marshfield,"          $59,752,257.90","           3,784.4","              $15,789.10","          $64,488,978.82","           3,902.1","              $16,526.74",2021
Marshfield - Marshfield High,01710505,     550,17.8,"      1,237",49.4,50.6,0.7,17.5,17.1,01710000,0.7,0.8,3.1,93.3,0.2,0.1,1.9,Marshfield,"          $59,752,257.90","           3,784.4","              $15,789.10","          $64,488,978.82","           3,902.1","              $16,526.74",2021
Marshfield - Martinson Elementary,01710025,     108,20.5,        529,44.4,55.6,6.2,19.5,27.2,01710000,3.6,1.1,4.7,86.8,0.0,0.0,3.8,Marshfield,"          $59,752,257.90","           3,784.4","              $15,789.10","          $64,488,978.82","           3,902.1","              $16,526.74",2021
Marshfield - South River,01710010,      75,16.3,        261,46.4,53.6,0.0,23.4,16.5,01710000,0.4,0.4,1.5,93.9,0.0,0.0,3.8,Marshfield,"          $59,752,257.90","           3,784.4","              $15,789.10","          $64,488,978.82","           3,902.1","              $16,526.74",2021
Martha's Vineyard - Martha's Vineyard Regional High,07000505,     406,13.0,        728,44.8,55.2,14.4,18.4,42.2,07000000,5.2,1.1,24.9,61.7,1.8,0.0,5.4,Martha's Vineyard,"          $22,174,980.00",             676.3,"              $32,788.67","          $25,252,351.00",             729.6,"              $34,611.23",2021
Martha's Vineyard Charter (District) - Martha's Vineyard Charter School,04660550,      98,11.3,        176,61.4,38.6,4.0,27.3,52.3,04660000,0.6,0.6,11.9,76.1,0.6,0.0,10.2,Martha's Vineyard Charter (District),"           $5,904,538.00",             168.3,"              $35,079.24","           $5,904,538.00",             168.3,"              $35,079.24",2021
Martin Luther King Jr. Charter School of Excellence (District) - Martin Luther King Jr. Charter School of Excellence,04920005,     144,20.0,        360,45.6,54.4,25.8,16.4,88.1,04920000,28.1,1.9,63.9,2.2,1.7,0.0,2.2,Martin Luther King Jr. Charter School of Excellence (District),"           $6,931,602.94",             362.6,"              $19,115.86","           $6,931,602.94",             362.6,"              $19,115.86",2021
Masconomet - Masconomet Regional High School,07050505,     612,13.6,"      1,035",52.8,47.2,0.4,15.4,10.7,07050000,0.7,4.0,4.0,89.4,0.0,0.2,1.8,Masconomet,"          $34,259,323.53","           1,667.7","              $20,542.86","          $38,399,261.03","           1,733.5","              $22,151.29",2021
Masconomet - Masconomet Regional Middle School,07050405,     328,18.7,        599,52.1,47.9,0.5,16.0,8.5,07050000,0.5,3.5,4.2,88.2,0.2,0.2,3.3,Masconomet,"          $34,259,323.53","           1,667.7","              $20,542.86","          $38,399,261.03","           1,733.5","              $22,151.29",2021
