label,variable_id_2018
Estimate!!Percent Male!!Population 25 years and over!!High school graduate (includes equivalency),S1501_C04_009E
Margin of Error!!Percent Male MOE!!Population 25 years and over!!High school graduate (includes equivalency),S1501_C04_009M
Estimate!!Percent Male!!Population 25 years and over!!Less than 9th grade,S1501_C04_007E
Margin of Error!!Percent Male MOE!!Population 25 years and over!!Less than 9th grade,S1501_C04_007M
"Estimate!!Percent Male!!Population 25 years and over!!9th to 12th grade, no diploma",S1501_C04_008E
"Margin of Error!!Percent Male MOE!!Population 25 years and over!!9th to 12th grade, no diploma",S1501_C04_008M
Annotation of Estimate!!Percent Male!!Population 25 years and over!!Graduate or professional degree,S1501_C04_013EA
Estimate!!Percent Male!!Population 18 to 24 years,S1501_C04_001E
Margin of Error!!Percent Male MOE!!Population 18 to 24 years,S1501_C04_001M
Estimate!!Percent Male!!Population 18 to 24 years!!Less than high school graduate,S1501_C04_002E
Margin of Error!!Percent Male MOE!!Population 18 to 24 years!!Less than high school graduate,S1501_C04_002M
Estimate!!Percent Male!!Population 18 to 24 years!!Bachelor's degree or higher,S1501_C04_005E
Margin of Error!!Percent Male MOE!!Population 18 to 24 years!!Bachelor's degree or higher,S1501_C04_005M
Estimate!!Percent Male!!Population 25 years and over,S1501_C04_006E
Margin of Error!!Percent Male MOE!!Population 25 years and over,S1501_C04_006M
Estimate!!Percent Male!!Population 18 to 24 years!!High school graduate (includes equivalency),S1501_C04_003E
Margin of Error!!Percent Male MOE!!Population 18 to 24 years!!High school graduate (includes equivalency),S1501_C04_003M
Annotation of Margin of Error!!Percent Male MOE!!Population 25 years and over!!Graduate or professional degree,S1501_C04_013MA
Estimate!!Percent Male!!Population 18 to 24 years!!Some college or associate's degree,S1501_C04_004E
Margin of Error!!Percent Male MOE!!Population 18 to 24 years!!Some college or associate's degree,S1501_C04_004M
Annotation of Estimate!!Male!!Population 18 to 24 years,S1501_C03_001EA
Annotation of Margin of Error!!Female MOE!!Population 25 years and over,S1501_C05_006MA
Annotation of Estimate!!Percent Male!!Population 25 years and over!!Bachelor's degree or higher,S1501_C04_015EA
Annotation of Estimate!!Female!!Population 25 years and over,S1501_C05_006EA
Annotation of Margin of Error!!Percent Male MOE!!Population 25 years and over!!High school graduate or higher,S1501_C04_014MA
"Annotation of Estimate!!Percent!!Population 25 years and over!!Some college, no degree",S1501_C02_010EA
"Annotation of Margin of Error!!Percent MOE!!Population 25 years and over!!Some college, no degree",S1501_C02_010MA
Annotation of Margin of Error!!Male MOE!!Population 18 to 24 years,S1501_C03_001MA
Estimate!!Percent Male!!Population 25 years and over!!Population 35 to 44 years!!Bachelor's degree or higher,S1501_C04_021E
Margin of Error!!Percent Male MOE!!Population 25 years and over!!Population 35 to 44 years!!Bachelor's degree or higher,S1501_C04_021M
Annotation of Estimate!!Percent!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings,S1501_C02_059EA
Estimate!!Percent Male!!Population 25 years and over!!Population 45 to 64 years,S1501_C04_022E
Margin of Error!!Percent Male MOE!!Population 25 years and over!!Population 45 to 64 years,S1501_C04_022M
Estimate!!Percent Male!!Population 25 years and over!!Population 35 to 44 years!!High school graduate or higher,S1501_C04_020E
Margin of Error!!Percent Male MOE!!Population 25 years and over!!Population 35 to 44 years!!High school graduate or higher,S1501_C04_020M
Annotation of Margin of Error!!Female MOE!!Population 25 years and over!!High school graduate (includes equivalency),S1501_C05_009MA
Annotation of Estimate!!Percent Male!!Population 25 years and over!!Population 25 to 34 years,S1501_C04_016EA
Annotation of Estimate!!Female!!Population 25 years and over!!High school graduate (includes equivalency),S1501_C05_009EA
Annotation of Margin of Error!!Percent Male MOE!!Population 25 years and over!!Bachelor's degree or higher,S1501_C04_015MA
Estimate!!Percent Male!!Population 25 years and over!!Population 65 years and over,S1501_C04_025E
Margin of Error!!Percent Male MOE!!Population 25 years and over!!Population 65 years and over,S1501_C04_025M
Estimate!!Percent Male!!Population 25 years and over!!Population 65 years and over!!High school graduate or higher,S1501_C04_026E
Margin of Error!!Percent Male MOE!!Population 25 years and over!!Population 65 years and over!!High school graduate or higher,S1501_C04_026M
Estimate!!Percent Male!!Population 25 years and over!!Population 45 to 64 years!!High school graduate or higher,S1501_C04_023E
Margin of Error!!Percent Male MOE!!Population 25 years and over!!Population 45 to 64 years!!High school graduate or higher,S1501_C04_023M
Estimate!!Percent Male!!Population 25 years and over!!Population 45 to 64 years!!Bachelor's degree or higher,S1501_C04_024E
Margin of Error!!Percent Male MOE!!Population 25 years and over!!Population 45 to 64 years!!Bachelor's degree or higher,S1501_C04_024M
Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher,S1501_C04_029E
Margin of Error!!Percent Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher,S1501_C04_029M
Annotation of Margin of Error!!Percent MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings,S1501_C02_059MA
Estimate!!Percent Male!!Population 25 years and over!!Population 65 years and over!!Bachelor's degree or higher,S1501_C04_027E
Margin of Error!!Percent Male MOE!!Population 25 years and over!!Population 65 years and over!!Bachelor's degree or higher,S1501_C04_027M
Estimate!!Percent Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone,S1501_C04_028E
Margin of Error!!Percent Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone,S1501_C04_028M
"Estimate!!Percent Male!!Population 25 years and over!!Some college, no degree",S1501_C04_010E
"Margin of Error!!Percent Male MOE!!Population 25 years and over!!Some college, no degree",S1501_C04_010M
"Annotation of Margin of Error!!Female MOE!!Population 25 years and over!!9th to 12th grade, no diploma",S1501_C05_008MA
Annotation of Estimate!!Percent Male!!Population 25 years and over!!Population 25 to 34 years!!High school graduate or higher,S1501_C04_017EA
Estimate!!Percent Male!!Population 25 years and over!!Population 35 to 44 years,S1501_C04_019E
Margin of Error!!Percent Male MOE!!Population 25 years and over!!Population 35 to 44 years,S1501_C04_019M
"Annotation of Estimate!!Female!!Population 25 years and over!!9th to 12th grade, no diploma",S1501_C05_008EA
Annotation of Margin of Error!!Percent Male MOE!!Population 25 years and over!!Population 25 to 34 years,S1501_C04_016MA
Estimate!!Percent Male!!Population 25 years and over!!Graduate or professional degree,S1501_C04_013E
Margin of Error!!Percent Male MOE!!Population 25 years and over!!Graduate or professional degree,S1501_C04_013M
Estimate!!Percent Male!!Population 25 years and over!!High school graduate or higher,S1501_C04_014E
Margin of Error!!Percent Male MOE!!Population 25 years and over!!High school graduate or higher,S1501_C04_014M
Estimate!!Percent Male!!Population 25 years and over!!Associate's degree,S1501_C04_011E
Margin of Error!!Percent Male MOE!!Population 25 years and over!!Associate's degree,S1501_C04_011M
Estimate!!Percent Male!!Population 25 years and over!!Bachelor's degree,S1501_C04_012E
Margin of Error!!Percent Male MOE!!Population 25 years and over!!Bachelor's degree,S1501_C04_012M
Estimate!!Percent Male!!Population 25 years and over!!Population 25 to 34 years!!High school graduate or higher,S1501_C04_017E
Margin of Error!!Percent Male MOE!!Population 25 years and over!!Population 25 to 34 years!!High school graduate or higher,S1501_C04_017M
Estimate!!Percent Male!!Population 25 years and over!!Population 25 to 34 years!!Bachelor's degree or higher,S1501_C04_018E
Margin of Error!!Percent Male MOE!!Population 25 years and over!!Population 25 to 34 years!!Bachelor's degree or higher,S1501_C04_018M
Estimate!!Percent Male!!Population 25 years and over!!Bachelor's degree or higher,S1501_C04_015E
Margin of Error!!Percent Male MOE!!Population 25 years and over!!Bachelor's degree or higher,S1501_C04_015M
Estimate!!Percent Male!!Population 25 years and over!!Population 25 to 34 years,S1501_C04_016E
Margin of Error!!Percent Male MOE!!Population 25 years and over!!Population 25 to 34 years,S1501_C04_016M
Annotation of Margin of Error!!Female MOE!!Population 25 years and over!!Population 25 to 34 years,S1501_C05_016MA
Annotation of Estimate!!Percent Male!!Population 25 years and over!!Population 25 to 34 years!!Bachelor's degree or higher,S1501_C04_018EA
Annotation of Estimate!!Female!!Population 25 years and over!!Population 25 to 34 years,S1501_C05_016EA
Annotation of Margin of Error!!Percent Male MOE!!Population 25 years and over!!Population 25 to 34 years!!Bachelor's degree or higher,S1501_C04_018MA
Annotation of Estimate!!Percent Female!!Population 25 years and over!!Bachelor's degree or higher,S1501_C06_015EA
Annotation of Margin of Error!!Percent Male MOE!!Population 25 years and over!!Population 25 to 34 years!!High school graduate or higher,S1501_C04_017MA
Annotation of Margin of Error!!Percent Female MOE!!Population 25 years and over!!Bachelor's degree or higher,S1501_C06_015MA
Annotation of Margin of Error!!Female MOE!!Population 25 years and over!!Bachelor's degree or higher,S1501_C05_015MA
Annotation of Estimate!!Percent Male!!Population 25 years and over!!Population 35 to 44 years,S1501_C04_019EA
Annotation of Estimate!!Female!!Population 25 years and over!!Bachelor's degree or higher,S1501_C05_015EA
Annotation of Margin of Error!!Percent Male MOE!!Population 25 years and over!!Population 35 to 44 years,S1501_C04_019MA
Annotation of Estimate!!Percent Female!!Population 25 years and over!!High school graduate or higher,S1501_C06_014EA
Annotation of Margin of Error!!Female MOE!!Population 25 years and over!!High school graduate or higher,S1501_C05_014MA
Annotation of Margin of Error!!Percent Female MOE!!Population 25 years and over!!High school graduate or higher,S1501_C06_014MA
Annotation of Margin of Error!!Female MOE!!Population 25 years and over!!Population 25 to 34 years!!Bachelor's degree or higher,S1501_C05_018MA
Annotation of Estimate!!Female!!Population 25 years and over!!Population 25 to 34 years!!Bachelor's degree or higher,S1501_C05_018EA
Annotation of Estimate!!Percent Female!!Population 25 years and over!!Graduate or professional degree,S1501_C06_013EA
Annotation of Margin of Error!!Percent Female MOE!!Population 25 years and over!!Graduate or professional degree,S1501_C06_013MA
Annotation of Margin of Error!!Percent Female MOE!!Population 25 years and over!!Associate's degree,S1501_C06_011MA
Annotation of Margin of Error!!Female MOE!!Population 25 years and over!!Population 25 to 34 years!!High school graduate or higher,S1501_C05_017MA
Annotation of Estimate!!Female!!Population 25 years and over!!Population 25 to 34 years!!High school graduate or higher,S1501_C05_017EA
Annotation of Estimate!!Percent Female!!Population 25 years and over!!Bachelor's degree,S1501_C06_012EA
Annotation of Margin of Error!!Percent Female MOE!!Population 25 years and over!!Bachelor's degree,S1501_C06_012MA
Annotation of Estimate!!Female!!Population 25 years and over!!Bachelor's degree,S1501_C05_012EA
Annotation of Estimate!!Percent Female!!Population 25 years and over!!Population 35 to 44 years,S1501_C06_019EA
Annotation of Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 35 to 44 years,S1501_C06_019MA
Annotation of Margin of Error!!Female MOE!!Population 25 years and over!!Associate's degree,S1501_C05_011MA
Annotation of Estimate!!Female!!Population 25 years and over!!Associate's degree,S1501_C05_011EA
Annotation of Estimate!!Percent Female!!Population 25 years and over!!Population 25 to 34 years!!Bachelor's degree or higher,S1501_C06_018EA
"Annotation of Margin of Error!!Female MOE!!Population 25 years and over!!Some college, no degree",S1501_C05_010MA
Annotation of Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 25 to 34 years!!Bachelor's degree or higher,S1501_C06_018MA
"Annotation of Estimate!!Female!!Population 25 years and over!!Some college, no degree",S1501_C05_010EA
Annotation of Estimate!!Female!!Population 25 years and over!!High school graduate or higher,S1501_C05_014EA
Annotation of Estimate!!Percent Female!!Population 25 years and over!!Population 25 to 34 years!!High school graduate or higher,S1501_C06_017EA
Annotation of Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 25 to 34 years!!High school graduate or higher,S1501_C06_017MA
Annotation of Margin of Error!!Female MOE!!Population 25 years and over!!Graduate or professional degree,S1501_C05_013MA
Annotation of Estimate!!Female!!Population 25 years and over!!Graduate or professional degree,S1501_C05_013EA
Annotation of Estimate!!Percent Female!!Population 25 years and over!!Population 25 to 34 years,S1501_C06_016EA
Annotation of Margin of Error!!Percent Female MOE!!Population 25 years and over!!Population 25 to 34 years,S1501_C06_016MA
Annotation of Margin of Error!!Female MOE!!Population 25 years and over!!Bachelor's degree,S1501_C05_012MA
Margin of Error!!Male MOE!!Population 25 years and over!!Population 25 to 34 years,S1501_C03_016M
Estimate!!Male!!Population 25 years and over!!Population 25 to 34 years,S1501_C03_016E
Estimate!!Male!!Population 25 years and over!!Population 25 to 34 years!!High school graduate or higher,S1501_C03_017E
Margin of Error!!Male MOE!!Population 25 years and over!!Population 25 to 34 years!!High school graduate or higher,S1501_C03_017M
Estimate!!Male!!Population 25 years and over!!Population 25 to 34 years!!Bachelor's degree or higher,S1501_C03_018E
Margin of Error!!Male MOE!!Population 25 years and over!!Population 25 to 34 years!!Bachelor's degree or higher,S1501_C03_018M
Estimate!!Male!!Population 25 years and over!!Population 35 to 44 years,S1501_C03_019E
Margin of Error!!Male MOE!!Population 25 years and over!!Population 35 to 44 years,S1501_C03_019M
Margin of Error!!Male MOE!!Population 25 years and over!!Bachelor's degree,S1501_C03_012M
Estimate!!Male!!Population 25 years and over!!Bachelor's degree,S1501_C03_012E
Annotation of Estimate!!Percent Female!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings,S1501_C06_059EA
Margin of Error!!Male MOE!!Population 25 years and over!!Graduate or professional degree,S1501_C03_013M
Estimate!!Male!!Population 25 years and over!!Graduate or professional degree,S1501_C03_013E
Margin of Error!!Male MOE!!Population 25 years and over!!High school graduate or higher,S1501_C03_014M
Estimate!!Male!!Population 25 years and over!!High school graduate or higher,S1501_C03_014E
Margin of Error!!Male MOE!!Population 25 years and over!!Bachelor's degree or higher,S1501_C03_015M
Estimate!!Male!!Population 25 years and over!!Bachelor's degree or higher,S1501_C03_015E
"Margin of Error!!Male MOE!!Population 25 years and over!!Some college, no degree",S1501_C03_010M
"Estimate!!Male!!Population 25 years and over!!Some college, no degree",S1501_C03_010E
Margin of Error!!Male MOE!!Population 25 years and over!!Associate's degree,S1501_C03_011M
Estimate!!Male!!Population 25 years and over!!Associate's degree,S1501_C03_011E
Annotation of Margin of Error!!Percent Female MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings,S1501_C06_059MA
Annotation of Margin of Error!!Female MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings,S1501_C05_059MA
Annotation of Margin of Error!!Percent Female MOE!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree,S1501_C06_057MA
Annotation of Estimate!!Female!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings,S1501_C05_059EA
Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone,S1501_C03_028E
Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone,S1501_C03_028M
Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher,S1501_C03_029E
Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher,S1501_C03_029M
Margin of Error!!Male MOE!!Population 25 years and over!!Population 45 to 64 years!!Bachelor's degree or higher,S1501_C03_024M
Estimate!!Male!!Population 25 years and over!!Population 45 to 64 years!!Bachelor's degree or higher,S1501_C03_024E
Margin of Error!!Male MOE!!Population 25 years and over!!Population 65 years and over,S1501_C03_025M
Estimate!!Male!!Population 25 years and over!!Population 65 years and over,S1501_C03_025E
Margin of Error!!Male MOE!!Population 25 years and over!!Population 65 years and over!!High school graduate or higher,S1501_C03_026M
Estimate!!Male!!Population 25 years and over!!Population 65 years and over!!High school graduate or higher,S1501_C03_026E
Annotation of Estimate!!Percent Female!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher,S1501_C06_058EA
Margin of Error!!Male MOE!!Population 25 years and over!!Population 65 years and over!!Bachelor's degree or higher,S1501_C03_027M
Estimate!!Male!!Population 25 years and over!!Population 65 years and over!!Bachelor's degree or higher,S1501_C03_027E
Margin of Error!!Male MOE!!Population 25 years and over!!Population 35 to 44 years!!High school graduate or higher,S1501_C03_020M
Estimate!!Male!!Population 25 years and over!!Population 35 to 44 years!!High school graduate or higher,S1501_C03_020E
Margin of Error!!Male MOE!!Population 25 years and over!!Population 35 to 44 years!!Bachelor's degree or higher,S1501_C03_021M
Estimate!!Male!!Population 25 years and over!!Population 35 to 44 years!!Bachelor's degree or higher,S1501_C03_021E
Margin of Error!!Male MOE!!Population 25 years and over!!Population 45 to 64 years,S1501_C03_022M
Estimate!!Male!!Population 25 years and over!!Population 45 to 64 years,S1501_C03_022E
Margin of Error!!Male MOE!!Population 25 years and over!!Population 45 to 64 years!!High school graduate or higher,S1501_C03_023M
Estimate!!Male!!Population 25 years and over!!Population 45 to 64 years!!High school graduate or higher,S1501_C03_023E
Annotation of Margin of Error!!Female MOE!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher,S1501_C05_058MA
Annotation of Margin of Error!!Percent Female MOE!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher,S1501_C06_058MA
Annotation of Estimate!!Percent Male!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate,S1501_C04_060EA
Annotation of Margin of Error!!Percent Female MOE!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency),S1501_C06_056MA
Annotation of Margin of Error!!Percent Male MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate,S1501_C04_060MA
Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher,S1501_C03_036M
Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher,S1501_C03_036E
Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone,S1501_C03_037M
Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone,S1501_C03_037E
Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher,S1501_C03_038M
Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher,S1501_C03_038E
Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher,S1501_C03_039E
Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher,S1501_C03_039M
"Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher",S1501_C03_032M
"Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher",S1501_C03_032E
"Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher",S1501_C03_033M
"Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher",S1501_C03_033E
Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone,S1501_C03_034M
Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone,S1501_C03_034E
Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher,S1501_C03_035M
Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher,S1501_C03_035E
Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher,S1501_C03_030E
Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher,S1501_C03_030M
"Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino",S1501_C03_031M
"Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino",S1501_C03_031E
Annotation of Estimate!!Percent Female!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree,S1501_C06_057EA
Annotation of Margin of Error!!Percent Female MOE!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate,S1501_C06_055MA
Annotation of Estimate!!Percent Male!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency),S1501_C04_061EA
Annotation of Margin of Error!!Percent Male MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency),S1501_C04_061MA
Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher,S1501_C03_048M
Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher,S1501_C03_048E
Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races,S1501_C03_049M
Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races,S1501_C03_049E
Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher,S1501_C03_044M
Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher,S1501_C03_044E
Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher,S1501_C03_045M
Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher,S1501_C03_045E
Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone,S1501_C03_046M
Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone,S1501_C03_046E
Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher,S1501_C03_047M
Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher,S1501_C03_047E
Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone,S1501_C03_040E
Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone,S1501_C03_040M
Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher,S1501_C03_041E
Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher,S1501_C03_041M
Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher,S1501_C03_042M
Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher,S1501_C03_042E
Margin of Error!!Male MOE!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone,S1501_C03_043M
Estimate!!Male!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone,S1501_C03_043E
Annotation of Estimate!!Percent Female!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency),S1501_C06_056EA
Annotation of Estimate!!Percent Male!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree,S1501_C04_062EA
"Annotation of Margin of Error!!Percent Female MOE!!Population 25 years and over!!Some college, no degree",S1501_C06_010MA
Annotation of Margin of Error!!Percent Male MOE!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree,S1501_C04_062MA
Margin of Error!!Male MOE!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency),S1501_C03_056M
Estimate!!Male!!POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency),S1501_C03_056E
