RCDTS,Type,School Name,District,City,County,District Type,School Type,Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Avg Number of Days of Physical Education per Week Per Student,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Retention Rate,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,Chronic Absenteeism,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,Grades Served,Summative Designation,Summative Designation: Student Group(s),$ Site-level Per-Pupil Expenditures - Subtotal,$ Total Per-Pupil Expenditures - Subtotal,Grades Served,SAT Reading Average,SAT Math Average,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
170640040260001,School,Heyworth Jr-Sr High School,Heyworth CUSD 4,Heyworth,McLean,Unit Distrcts,High School,Title 1 Eligible but Not Serve,395,91.1,0,5.1,0,0,0,3.0,18.7,8.1,0,21.0,0,177.0,94.4,0,0,12.5,5.0,61.5,38.5,88.0,65.9,67453.0,114671.0,12.7,84.2,0,0,0,7 - 12,Commendable,All Students,9998.46,15020.38,7 - 12,489.1,465.9,43.50,33.30,21.70,1.40,2023
170640050260001,School,Normal Community High School,McLean County USD 5,Normal,McLean,Unit Distrcts,High School,Title 1 Ineligible Due to Rank,2064,56.6,14.8,11.1,11.0,0,0,5.9,20.7,15.1,5.2,33.7,0.8,176.0,89.4,26.7,2.6,14.7,5.0,51.6,48.4,90.7,77.7,67169.0,97719.0,35.4,46.5,30.4,9.7,4.0,9 - 12,Commendable,All Students,8518.77,12617.62,9 - 12,509.4,484.2,39.10,30.70,23.80,6.40,2023
170640050260002,School,Normal Community West High School,McLean County USD 5,Normal,McLean,Unit Distrcts,High School,Title 1 Ineligible Due to Rank,1589,66.2,16.1,10.1,1.8,0,0,5.6,23.0,17.6,2.1,37.6,0.9,176.0,90.2,21.3,1.4,15.6,4.4,46.9,53.1,90.8,75.3,67169.0,97719.0,31.9,53.0,25.8,13.3,0,9 - 12,Commendable,All Students,9159.77,13421.66,9 - 12,482.0,451.7,50.30,31.60,15.10,3.00,2023
17064005026001C,School,YBMC Charter Sch,McLean County USD 5,Normal,McLean,Unit Distrcts,High School,Title 1 Ineligible Due to Rank,24,62.5,0,0,9.6,0,0.5,0,22.2,18.6,0,70.8,0.9,176.0,81.6,97.3,38.8,15.1,0.0,75.0,25.0,100.0,100.0,67169.0,97719.0,86.5,51.9,22.4,12.5,4.5,11 - 12,Comprehensive,All Students,10546.55,10546.55,11 - 12,384.3,365.2,90.50,4.80,4.80,0.00,2023
170640070260002,School,Lexington High School,Lexington CUSD 7,Lexington,McLean,Unit Distrcts,High School,Title 1 Eligible but Not Serve,155,94.8,0,0,0,0,0,0,14.8,9.7,0,22.6,0,176.0,93.7,0,0,11.3,3.5,74.2,25.8,86.8,67.0,54324.0,93265.0,19.4,100.0,0,0,0,9 - 12,Exemplary,All Students,6992.75,15041.33,9 - 12,491.8,458.4,46.70,33.30,15.60,4.40,2023
170640160260009,School,Olympia High School,Olympia CUSD 16,Stanford,McLean,Unit Distrcts,High School,Title 1 Ineligible Due to Rank,487,93.0,0,3.5,0,0,0,2.5,17.0,11.7,0,35.5,0,176.0,90.6,7.6,0,10.5,2.6,62.5,37.5,89.4,100.0,58435.0,94385.0,26.8,91.4,0,0,0,9 - 12,Commendable,All Students,21105.29,25501.35,9 - 12,469.0,465.8,43.00,35.50,19.00,2.50,2023
170640190260001,School,Ridgeview High School,Ridgeview CUSD 19,Colfax,McLean,Unit Distrcts,High School,Title 1 Eligible but Not Serve,167,87.4,0,6.0,0,0,0,6.0,8.4,8.4,0,27.5,0,176.0,99.8,0,0,9.1,5.0,62.0,38.0,73.3,100.0,63341.0,91478.0,0,78.6,0,0,0,9 - 12,Commendable,All Students,13353.0,24214.87,9 - 12,486.6,458.4,46.90,34.40,15.60,3.10,2023
170640870250001,School,Bloomington High School,Bloomington SD 87,Bloomington,McLean,Unit Distrcts,High School,Title 1 Targeted,1288,47.8,21.1,19.3,2.2,0,0,9.3,25.5,17.9,9.2,59.0,3.0,177.0,88.5,33.1,6.4,11.2,5.0,59.1,40.9,89.6,64.8,68335.0,95239.0,36.8,35.3,35.7,18.1,0,9 - 12,Commendable,All Students,10980.53,17149.16,9 - 12,464.0,423.1,67.90,19.90,10.00,2.20,2023
190220860170001,School,Hinsdale Central High School,Hinsdale Twp HSD 86,Hinsdale,Dupage,High School Distrcts,High School,Title 1 Ineligible Due to Rank,2385,60.4,2.1,10.1,21.6,0,0,5.6,21.9,9.4,4.4,7.9,0,180.0,93.5,6.2,1.1,15.2,5.0,25.9,74.1,93.6,73.6,121182.0,159122.0,18.8,57.8,5.4,18.0,13.6,9 - 12,Exemplary,All Students,19126.06,26534.67,9 - 12,597.4,597.5,8.10,24.00,35.50,32.40,2023
190220860170002,School,Hinsdale South High School,Hinsdale Twp HSD 86,Darien,Dupage,High School Distrcts,High School,Title 1 Targeted,1280,51.0,16.6,18.0,9.4,0,0,4.8,23.8,15.3,6.2,28.6,1.3,180.0,92.0,13.2,1.9,15.3,5.0,26.9,73.1,94.1,80.8,121182.0,159122.0,22.7,42.3,32.3,17.7,5.5,9 - 12,Commendable,All Students,24971.73,34115.86,9 - 12,528.1,526.1,28.00,28.00,28.90,15.20,2023
190220870170001,School,Glenbard East High School,Glenbard Twp HSD 87,Lombard,Dupage,High School Distrcts,High School,Title 1 Schoolwide,2185,37.4,8.9,37.4,11.4,0,2.3,2.5,18.8,12.8,18.4,48.0,1.6,177.0,91.7,14.1,1.7,16.0,4.7,22.0,78.0,96.3,75.5,124806.0,139438.0,25.9,36.5,13.9,36.0,6.8,9 - 12,Commendable,All Students,14983.85,21940.12,9 - 12,484.2,475.8,42.60,28.90,23.40,5.00,2023
190220870170002,School,Glenbard North High School,Glenbard Twp HSD 87,Carol Stream,Dupage,High School Distrcts,High School,Title 1 Schoolwide,2105,31.9,6.3,37.3,21.0,0,0,3.2,20.7,14.3,18.2,44.6,1.4,177.0,92.5,8.5,0.8,15.8,4.7,18.6,80.7,95.1,81.9,124806.0,139438.0,24.0,35.8,10.0,36.7,14.2,9 - 12,Commendable,All Students,14399.19,21308.13,9 - 12,498.0,488.6,38.50,28.80,26.80,5.80,2023
190220870170003,School,Glenbard West High School,Glenbard Twp HSD 87,Glen Ellyn,Dupage,High School Distrcts,High School,Title 1 Ineligible Due to Rank,2274,52.8,4.2,24.8,14.7,0,0,3.3,21.5,11.3,10.3,30.0,0.9,177.0,92.7,8.5,0.7,17.9,4.6,18.6,81.4,96.1,80.0,124806.0,139438.0,20.7,40.8,9.8,35.5,9.4,9 - 12,Commendable,All Students,13328.04,19427.22,9 - 12,528.8,518.7,33.20,21.90,31.00,13.90,2023
190220870170004,School,Glenbard South High School,Glenbard Twp HSD 87,Glen Ellyn,Dupage,High School Distrcts,High School,Title 1 Ineligible Due to Rank,1042,59.0,8.7,14.8,13.1,0,0,3.7,26.5,16.7,5.1,28.5,1.1,177.0,94.2,6.5,0,16.7,4.5,15.6,84.4,97.2,83.0,124806.0,139438.0,13.8,55.8,15.3,19.6,7.4,9 - 12,Commendable,All Students,17628.96,24796.52,9 - 12,531.2,516.0,27.60,32.40,28.80,11.20,2023
190220880160001,School,Addison Trail High School,DuPage HSD 88,Addison,Dupage,High School Distrcts,High School,Title 1 Schoolwide,1868,23.4,1.9,68.7,4.0,0,0.6,1.1,14.8,14.0,29.0,65.6,2.8,178.0,89.4,22.2,1.4,13.5,5.0,14.8,85.2,94.4,66.7,117628.0,144507.0,33.6,20.5,0,70.3,0,9 - 12,Commendable,All Students,16406.46,21409.64,9 - 12,461.1,450.9,55.60,28.30,11.80,4.30,2023
190220880160002,School,Willowbrook High School,DuPage HSD 88,Villa Park,Dupage,High School Distrcts,High School,Title 1 Schoolwide,1847,43.0,8.4,35.7,8.5,0,0,4.1,19.9,13.0,16.7,34.3,2.3,178.0,89.8,17.6,2.2,15.6,5.0,14.7,85.3,93.8,61.8,117628.0,144507.0,31.6,36.4,11.1,44.1,4.0,9 - 12,Commendable,All Students,16515.41,21518.59,9 - 12,489.1,477.6,42.50,31.50,20.20,5.70,2023
190220940160001,School,West Chicago Community High School,CHSD 94,West Chicago,Dupage,High School Distrcts,High School,Title 1 Schoolwide,2012,20.4,2.1,71.2,4.0,0,0,2.1,13.2,11.6,33.1,38.0,5.3,176.0,90.2,24.1,2.5,11.9,5.0,43.0,57.0,91.7,74.9,70293.0,116950.0,28.8,14.9,4.3,75.5,0,9 - 12,Commendable,All Students,17874.25,19013.84,9 - 12,455.4,459.7,50.20,31.60,14.00,4.20,2023
190220990160001,School,Comm H S Dist 99 - North H S,CHSD 99,Downers Grove,Dupage,High School Distrcts,High School,Title 1 Ineligible Due to Rank,2069,69.9,4.4,14.4,6.1,0,0,4.6,24.7,13.4,4.4,10.4,0.6,176.0,92.9,11.9,1.0,15.3,4.0,14.5,85.5,94.8,66.8,111548.0,149978.0,21.9,58.5,8.2,25.8,3.6,9 - 12,Commendable,All Students,20971.52,24459.86,9 - 12,546.9,548.9,18.50,26.50,39.00,16.00,2023
190220990160002,School,Comm H S Dist 99 - South High Sch,CHSD 99,Downers Grove,Dupage,High School Distrcts,High School,Title 1 Targeted,2561,55.5,11.2,22.1,7.2,0.4,0,3.6,20.9,14.0,9.1,16.8,1.4,176.0,92.3,18.7,1.0,15.5,4.0,13.3,86.7,96.4,63.8,111548.0,149978.0,24.5,43.3,21.1,26.5,4.1,9 - 12,Commendable,All Students,20176.9,23665.24,9 - 12,506.6,504.4,30.40,34.30,26.00,9.30,2023
190221000160001,School,Fenton High School,Fenton CHSD 100,Bensenville,Dupage,High School Distrcts,High School,Title 1 Schoolwide,1371,24.7,2.4,67.9,2.0,0,0,2.7,17.9,12.0,26.8,58.4,3.4,176.0,86.7,31.9,2.5,14.0,5.0,24.2,75.8,92.1,53.6,117087.0,147983.0,46.6,26.7,0,68.1,0,9 - 12,Commendable,All Students,20505.81,24961.24,9 - 12,448.0,447.1,51.90,29.70,17.80,0.60,2023
190221080160001,School,Lake Park High School,Lake Park CHSD 108,Roselle,Dupage,High School Distrcts,High School,Title 1 Targeted,2526,57.8,4.7,24.5,10.3,0,0,2.5,16.2,10.8,8.5,16.6,0.9,177.0,92.9,5.2,0.7,19.6,4.9,22.1,77.9,96.3,99.8,113023.0,155737.0,21.9,54.9,10.3,28.2,3.4,9 - 12,Commendable,All Students,21690.52,21690.52,9 - 12,513.5,502.5,33.10,32.90,25.20,8.70,2023
190222000260020,School,Wheaton Warrenville South H S,CUSD 200,Wheaton,Dupage,Unit Distrcts,High School,Title 1 Ineligible Due to Rank,1834,62.1,5.6,20.7,6.4,0,0,5.2,20.3,11.0,7.1,29.3,1.1,176.0,93.5,6.1,1.1,17.2,5.0,36.3,62.9,89.6,79.5,83646.0,129843.0,21.3,57.4,11.1,25.5,0,9 - 12,Exemplary,All Students,12884.94,16900.64,9 - 12,516.9,505.6,29.30,33.50,28.80,8.40,2023
190222000260021,School,Wheaton North High School,CUSD 200,Wheaton,Dupage,Unit Distrcts,High School,Title 1 Ineligible Due to Rank,1838,61.0,7.3,19.5,7.9,0,0,4.2,22.1,10.4,10.6,30.1,2.7,176.0,93.9,3.9,1.1,14.8,5.0,36.3,63.7,91.3,81.4,83646.0,129843.0,18.2,55.9,10.5,22.7,4.5,9 - 12,Exemplary,All Students,13289.58,17305.28,9 - 12,536.1,526.2,24.60,31.00,31.00,13.30,2023
190222010260001,School,Westmont High School,CUSD 201,Westmont,Dupage,Unit Distrcts,High School,Title 1 Schoolwide,379,51.2,7.9,28.2,6.3,0,0,6.3,29.0,17.9,8.7,40.4,3.7,176.0,94.0,6.0,0,11.4,5.0,14.7,85.3,97.7,70.0,100977.0,127352.0,10.2,43.5,0,41.2,0,9 - 12,Exemplary,All Students,23405.25,30865.53,9 - 12,541.9,515.2,26.70,28.90,38.90,5.60,2023
190222020260001,School,Lisle High School,Lisle CUSD 202,Lisle,Dupage,Unit Distrcts,High School,Title 1 Eligible but Not Serve,412,58.7,7.8,22.3,5.6,0,0,5.3,24.5,15.8,4.9,34.7,3.6,176.0,93.0,8.3,0,13.3,5.0,30.2,69.8,93.1,57.3,88740.0,143649.0,19.2,55.1,16.7,24.4,0,9 - 12,Exemplary,All Students,27782.72,30976.28,9 - 12,523.5,538.4,26.10,26.10,27.30,20.50,2023
190222030260001,School,Naperville Central High School,Naperville CUSD 203,Naperville,Dupage,Unit Distrcts,High School,Title 1 Eligible but Not Serve,2477,62.8,4.2,9.6,17.8,0,0,5.3,24.3,12.3,2.4,16.7,0.7,176.0,92.3,4.8,0.9,15.8,5.0,29.6,70.4,95.4,78.5,88756.0,130939.0,23.9,61.8,11.6,13.0,9.7,9 - 12,Commendable,All Students,14556.37,20870.81,9 - 12,568.7,560.9,16.80,26.40,35.90,20.90,2023
190222030260013,School,Naperville North High School,Naperville CUSD 203,Naperville,Dupage,Unit Distrcts,High School,Title 1 Eligible but Not Serve,2478,57.3,5.3,13.5,18.5,0,0,5.0,19.0,10.1,7.2,20.7,1.0,176.0,92.9,4.1,1.2,14.8,5.0,37.2,61.7,90.5,82.9,88756.0,130939.0,20.8,54.7,14.5,22.6,6.3,9 - 12,Exemplary,All Students,14195.82,20196.32,9 - 12,567.7,559.4,16.60,27.90,33.10,22.50,2023
190222040260001,School,Waubonsie Valley High School,Indian Prairie CUSD 204,Aurora,Dupage,Unit Distrcts,High School,Title 1 Eligible but Not Serve,2586,35.6,11.1,19.4,28.4,0,0,5.2,15.4,9.2,7.1,22.5,0.4,176.0,92.0,10.7,1.4,15.0,5.0,31.6,68.4,95.1,61.3,85191.0,159585.0,25.2,36.0,19.5,24.6,10.1,9 - 12,Commendable,All Students,10831.1,16030.17,9 - 12,544.8,540.8,26.70,24.30,29.30,19.70,2023
190222040260002,School,Neuqua Valley High School,Indian Prairie CUSD 204,Naperville,Dupage,Unit Distrcts,High School,Title 1 Ineligible Due to Rank,2951,42.3,5.2,8.0,40.2,0,0,4.1,15.7,6.6,4.5,11.0,0,176.0,94.1,2.8,1.0,18.8,5.0,28.4,71.1,95.5,58.3,85191.0,159585.0,16.9,49.2,12.6,14.2,19.9,9 - 12,Exemplary,All Students,11201.3,16158.77,9 - 12,588.0,585.2,13.20,21.60,35.70,29.50,2023
190222040260005,School,Metea Valley High School,Indian Prairie CUSD 204,Aurora,Dupage,Unit Distrcts,High School,Title 1 Eligible but Not Serve,2838,29.7,13.7,14.6,36.7,0,0,5.0,16.7,9.2,9.1,24.7,1.2,176.0,92.4,8.9,1.6,15.0,5.0,29.6,69.4,94.3,50.9,85191.0,159585.0,22.4,32.7,24.5,19.8,14.8,9 - 12,Exemplary,All Students,10406.35,15374.4,9 - 12,543.2,549.1,24.90,22.20,28.40,24.50,2023
190222050260003,School,York Comm High School,Elmhurst SD 205,Elmhurst,Dupage,Unit Distrcts,High School,Title 1 Targeted,2649,68.5,1.8,19.5,6.3,0,0,3.8,14.5,14.5,8.3,19.1,1.9,177.0,91.6,13.8,1.7,17.4,3.3,39.4,60.6,94.1,64.3,93125.0,125977.0,21.8,63.0,2.7,26.6,4.6,9 - 12,Commendable,All Students,13361.16,18595.74,9 - 12,540.4,537.0,22.10,28.90,33.80,15.20,2023
200240010260005,School,Edwards County High School,Edwards County CUSD 1,Albion,Edwards,Unit Distrcts,High School,Title 1 Eligible but Not Serve,231,93.9,0,0,0,0,0,0,14.7,14.7,0,40.7,0,176.0,93.5,9.6,5.2,14.4,2.5,60.6,34.6,87.9,48.7,56388.0,102252.0,22.3,94.9,0,0,0,9 - 12,Commendable,All Students,5852.0,13685.31,9 - 12,465.1,441.2,55.10,28.60,16.30,0.00,2023
200300070260001,School,Gallatin High School,Gallatin CUSD 7,Junction,Gallatin,Unit Distrcts,High School,Title 1 Schoolwide,186,94.1,0,0,0,0,0,0,12.4,10.8,0,59.7,13.4,176.0,93.1,9.9,0,9.7,5.0,81.0,12.9,86.4,65.2,51251.0,104094.0,24.6,91.3,0,0,0,9 - 12,Commendable,All Students,8851.39,14648.34,9 - 12,468.5,422.8,68.90,24.60,6.60,0.00,2023
200330100260002,School,Hamilton County Jr/Sr High School,Hamilton Co CUSD 10,Mc Leansboro,Hamilton,Unit Distrcts,High School,Title 1 Eligible but Not Serve,463,97.2,0,0,0,0,0,0,15.8,14.7,0,52.5,12.5,178.0,92.1,7.3,4.1,10.2,4.6,46.4,50.5,85.2,75.3,53265.0,87027.0,29.8,97.4,0,0,0,7 - 12,Commendable,All Students,4260.85,11980.82,7 - 12,435.3,419.8,59.70,35.50,4.80,0.00,2023
200350010260003,School,Hardin County High School,Hardin County CUSD 1,Elizabethtown,Hardin,Unit Distrcts,High School,Title 1 Schoolwide,172,93.6,0,0,0,0,0,0,13.4,13.4,0,55.8,16.3,176.0,85.6,34.5,0,8.2,5.0,66.8,20.2,84.2,59.5,46964.0,85360.0,47.5,96.0,0,0,0,9 - 12,Commendable,All Students,4611.27,23955.27,9 - 12,449.8,426.3,68.30,26.80,4.90,0.00,2023
200760010260001,School,Pope Co High School,Pope Co CUD 1,Golconda,Pope,Unit Distrcts,High School,Title 1 Schoolwide,167,94.6,0,0,0,0,0,0,15.6,15.6,0,64.7,10.8,176.0,92.3,14.8,0,8.3,5.0,81.1,18.9,90.6,33.7,53091.0,88706.0,26.0,100.0,0,0,0,9 - 12,Commendable,All Students,9881.94,13613.32,9 - 12,443.7,420.2,58.10,37.20,4.70,0.00,2023
200830010260001,School,Galatia High School,Galatia CUSD 1,Galatia,Saline,Unit Distrcts,High School,Title 1 Eligible but Not Serve,108,94.4,0,0,0,0,0,0,12.0,12.0,0,48.1,14.8,176.0,90.8,9.0,0,5.7,5.0,72.6,17.8,79.2,71.0,43241.0,74525.0,32.4,92.9,0,0,0,9 - 12,Commendable,All Students,10684.73,13864.68,9 - 12,488.5,451.5,59.30,29.60,11.10,0.00,2023
200830020260001,School,Carrier Mills-Stonefort H S,Carrier Mills-Stonefort CUSD 2,Carrier Mills,Saline,Unit Distrcts,High School,Title 1 Eligible but Not Serve,107,80.4,11.2,0,0,0,0,0,23.4,21.5,0,57.9,20.6,176.0,91.5,25.7,0,7.9,5.0,62.7,36.3,86.7,48.6,51011.0,84208.0,31.3,76.0,0,0,0,9 - 12,Commendable,All Students,14212.98,17287.42,9 - 12,436.3,419.2,75.00,16.70,4.20,4.20,2023
200830030260001,School,Harrisburg High School,Harrisburg CUSD 3,Harrisburg,Saline,Unit Distrcts,High School,Title 1 Eligible but Not Serve,517,80.3,5.4,4.8,0,0,0,8.5,19.7,18.4,0,63.2,10.1,176.0,86.4,14.8,5.0,10.9,3.8,49.0,49.2,91.2,42.0,59106.0,86157.0,46.2,74.8,0,0,0,9 - 12,Commendable,All Students,12100.16,14871.1,9 - 12,446.6,411.2,73.20,20.30,5.80,0.70,2023
200830040260001,School,Eldorado High School,Eldorado CUSD 4,Eldorado,Saline,Unit Distrcts,High School,Title 1 Eligible but Not Serve,292,91.4,0,3.8,0,0,0,3.4,19.5,19.2,0,68.5,21.2,176.0,89.8,15.8,0,11.5,5.0,67.5,28.3,93.8,50.8,51115.0,78616.0,39.9,93.1,0,0,0,9 - 12,Commendable,All Students,18089.17,21484.97,9 - 12,411.8,374.5,90.80,7.70,1.50,0.00,2023
200933480260001,School,Mount Carmel High School,Wabash CUSD 348,Mount Carmel,Wabash,Unit Distrcts,High School,Title 1 Schoolwide,446,93.3,0,0,0,0,0,2.9,15.0,12.6,0,43.3,7.8,176.0,86.8,25.4,5.0,10.2,5.0,52.1,45.4,89.4,50.9,59261.0,83650.0,53.2,93.3,0,0,0,9 - 12,Targeted,Children with Disabilities,8906.66,14748.53,9 - 12,467.3,450.4,51.70,23.60,24.70,0.00,2023
200961000260001,School,Wayne City High School,Wayne City CUSD 100,Wayne City,Wayne,Unit Distrcts,High School,Title 1 Eligible but Not Serve,142,97.9,0,0,0,0,0,0,19.0,17.6,0,42.3,12.7,176.0,95.0,0,0,10.0,5.0,54.9,38.2,93.0,92.9,59189.0,92657.0,10.9,100.0,0,0,0,9 - 12,Commendable,All Students,8245.2,13953.66,9 - 12,444.4,475.6,40.60,15.60,43.80,0.00,2023
200962000260001,School,Cisne High School,North Wayne CUSD 200,Cisne,Wayne,Unit Distrcts,High School,Title 1 Eligible but Not Serve,107,98.1,0,0,0,0,0,0,13.1,13.1,0,49.5,0,176.0,94.8,0,0,11.4,5.0,77.5,15.4,97.2,70.7,53555.0,77218.0,12.4,100.0,0,0,0,9 - 12,Commendable,All Students,13529.73,16062.23,9 - 12,496.5,445.8,57.70,30.80,7.70,3.80,2023
200962250160001,School,Fairfield Comm High School,Fairfield Comm H S Dist 225,Fairfield,Wayne,High School Distrcts,High School,Title 1 Targeted,441,93.0,2.3,0,0,0,0,2.7,21.8,14.5,0,46.0,7.9,176.0,94.0,7.5,5.9,12.5,5.0,50.3,49.7,92.3,77.7,61411.0,112849.0,16.9,91.9,0,0,0,9 - 12,Commendable,All Students,13559.95,13559.95,9 - 12,456.0,432.8,58.30,31.70,10.00,0.00,2023
200970010260003,School,Grayville Jr Sr High School,Grayville CUSD 1,Grayville,White,Unit Distrcts,High School,Title 1 Schoolwide,137,99.3,0,0,0,0,0,0,27.0,24.1,0,51.8,21.9,176.0,89.9,21.5,0,7.6,5.0,84.7,7.6,82.4,76.1,47727.0,91437.0,34.7,100.0,0,0,0,6 - 12,Commendable,All Students,2075.16,15126.15,6 - 12,479.5,464.8,47.60,28.60,23.80,0.00,2023
200970030260001,School,Norris City-Omaha-Enfield H S,Norris City-Omaha-Enfield CUSD 3,Norris City,White,Unit Distrcts,High School,Title 1 Eligible but Not Serve,184,97.3,0,0,0,0,0,0,16.8,16.8,0,59.2,13.6,176.0,90.0,16.8,0,10.1,5.0,57.5,37.4,91.5,77.9,48920.0,71060.0,38.2,100.0,0,0,0,9 - 12,Commendable,All Students,13249.51,17820.52,9 - 12,446.5,402.5,70.00,22.50,7.50,0.00,2023
200970050260001,School,Carmi-White County High School,Carmi-White County CUSD 5,Carmi,White,Unit Distrcts,High School,Title 1 Eligible but Not Serve,384,93.2,0,0,0,0,0,3.6,20.1,18.8,0,52.3,9.6,176.0,91.0,8.5,3.1,15.4,5.0,33.4,56.7,89.4,66.6,61335.0,94099.0,31.0,92.9,0,0,0,9 - 12,Commendable,All Students,11774.75,15202.18,9 - 12,492.8,476.0,44.30,29.90,20.60,5.20,2023
210280990260001,School,Christopher High,Christopher USD 99,Christopher,Franklin,Unit Distrcts,High School,Title 1 Schoolwide,194,92.3,0,0,0,0,0,0,20.6,18.0,0,62.9,11.9,176.0,91.9,11.8,0,8.8,5.0,34.9,65.1,94.4,89.8,61214.0,114579.0,25.0,86.5,0,0,0,9 - 12,Commendable,All Students,12718.42,20163.54,9 - 12,438.3,413.6,69.80,22.60,5.70,1.90,2023
210281030130001,School,Benton Cons High School,Benton Cons HSD 103,Benton,Franklin,High School Distrcts,High School,Title 1 Schoolwide,588,90.3,0,3.6,0,0,0,5.1,19.6,14.8,0,51.9,4.8,176.0,88.9,14.6,3.7,11.6,2.5,47.0,53.0,93.0,71.0,67601.0,94666.0,42.7,90.9,0,0,0,9 - 12,Commendable,All Students,10716.39,15768.87,9 - 12,470.1,455.4,52.40,27.10,19.30,1.20,2023
210281680260001,School,Frankfort Community High School,Frankfort CUSD 168,West Frankfort,Franklin,Unit Distrcts,High School,Title 1 Eligible but Not Serve,398,94.2,0,0,0,0,0,0,18.1,13.3,0,47.5,9.8,176.0,89.8,26.4,6.0,10.0,5.0,53.5,44.0,92.5,64.2,68446.0,100076.0,40.7,94.7,0,0,0,9 - 12,Commendable,All Students,13651.04,19253.9,9 - 12,450.0,421.3,65.00,23.00,11.00,1.00,2023
210281740260001,School,Thompsonville High School,Thompsonville CUSD 174,Thompsonville,Franklin,Unit Distrcts,High School,Title 1 Schoolwide,88,100.0,0,0,0,0,0,0,13.6,13.6,0,51.1,20.5,176.0,91.3,15.4,0,8.8,5.0,67.2,23.2,69.6,38.5,45638.0,90029.0,32.6,100.0,0,0,0,9 - 12,Commendable,All Students,11345.74,14791.16,9 - 12,449.6,425.9,66.70,29.60,3.70,0.00,2023
210281880260001,School,Zeigler-Royalton High School,Zeigler-Royalton CUSD 188,Zeigler,Franklin,Unit Distrcts,High School,Title 1 Schoolwide,130,93.8,0,0,0,0,0,0,18.5,18.5,0,65.4,14.6,176.0,91.1,12.9,0,7.3,5.0,71.8,27.2,94.1,36.8,58489.0,97815.0,31.9,100.0,0,0,0,9 - 12,Commendable,All Students,10922.7,17531.72,9 - 12,467.3,441.7,56.70,26.70,16.70,0.00,2023
210281960260001,School,Sesser-Valier High School,Sesser-Valier CUSD 196,Sesser,Franklin,Unit Distrcts,High School,Title 1 Eligible but Not Serve,176,90.3,0,0,0,0,0,0,18.8,17.6,0,44.3,0,176.0,92.1,9.8,0,9.1,4.1,61.7,32.0,86.0,68.0,54578.0,91284.0,28.4,93.8,0,0,0,9 - 12,Commendable,All Students,8537.0,15131.0,9 - 12,454.9,403.8,66.00,27.70,6.40,0.00,2023
210440010260001,School,Goreville High School,Goreville CUD 1,Goreville,Johnson,Unit Distrcts,High School,Title 1 Eligible but Not Serve,176,97.2,0,0,0,0,0,0,10.2,10.2,0,43.8,7.4,176.0,95.5,0,0,11.1,4.9,55.1,38.5,97.9,61.5,64681.0,119181.0,11.9,0,0,0,0,9 - 12,Commendable,All Students,8688.38,16098.62,9 - 12,484.9,454.0,50.00,37.50,12.50,0.00,2023
210441330170001,School,Vienna High School,Vienna HSD 133,Vienna,Johnson,High School Distrcts,High School,Title 1 Schoolwide,356,88.8,0,4.5,0,0,0,5.6,18.8,14.3,0,52.5,8.4,176.0,93.2,11.4,0,13.0,,63.8,31.5,97.0,58.4,62874.0,92737.0,24.1,72.1,0,0,0,9 - 12,Commendable,All Students,17929.85,21387.56,9 - 12,465.2,443.5,55.80,23.40,20.80,0.00,2023
210610010260001,School,Massac County High School,Massac UD 1,Metropolis,Massac,Unit Distrcts,High School,Title 1 Schoolwide,517,78.5,8.5,4.3,0,0,0,7.9,16.2,16.2,0,49.5,4.3,176.0,92.8,10.6,3.8,10.5,4.7,44.2,53.5,93.0,64.1,60595.0,106678.0,23.5,75.5,13.8,0,0,9 - 12,Commendable,All Students,130.59,13788.13,9 - 12,463.2,456.7,49.60,28.30,21.30,0.80,2023
210610380260001,School,Joppa Jr & Sr High School,Joppa-Maple Grove UD 38,Joppa,Massac,Unit Distrcts,High School,Title 1 Schoolwide,85,95.3,0,0,0,0,0,0,28.2,14.1,0,80.0,12.9,176.0,92.6,0,0,7.1,5.0,31.5,58.0,68.4,50.1,58078.0,97746.0,24.7,100.0,0,0,0,7 - 12,Commendable,All Students,18881.32,25689.69,7 - 12,459.0,460.0,50.00,40.00,10.00,0.00,2023
