RCDTS,Type,School Name,District,City,County,District Type,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - EL,% Student Enrollment - IEP,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Teacher Retention Rate,Chronic Absenteeism,Avg Number of Days of Physical Education per Week Per Student,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,$ Total Per-Pupil Expenditures - Subtotal,$ Site-level Per-Pupil Expenditures - Subtotal,SAT Reading Average,SAT Math Average,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
150162990250860,School,South Shore Intl Col Prep HS,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,654.0,0.2,96.5,2.6,4.1,0.2,0.3,0.8,13.6,0.9,8.9,82.1,2.6,178.0,90.5,54.9,2.4,24.7,91.6,34.8,4.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,13092.44,9501.09,478.9,439.2,52.2,41.2,6.6,0.0,2019
150162990250861,School,Goode STEM Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,917.0,0.8,45.5,52.5,0.2,0.1,0.3,0.7,19.1,9.9,16.2,85.8,0.7,178.0,88.8,73.2,0.6,27.4,78.8,46.0,5.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,12574.39,9370.13,429.8,436.6,55.5,34.1,10.0,0.5,2019
150162990250862,School,Chicago Excel Academy HS,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11 12,Comprehensive,All Students,Schoolwide Title I Program,294.0,10.5,97.3,2.0,4.1,0.2,0.3,0.7,16.0,1.0,15.6,85.0,23.5,178.0,79.7,100.0,37.9,26.3,82.0,100.0,0.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,15252.32927203,13951.78927203,399.5,375.4,73.7,12.0,0.0,0.0,2019
150162990250863,School,Walter Henri Dyett High School for the Arts,City of Chicago SD 299,Chicago,Cook,UNIT,HIGH SCHOOL, 9 10 11,Commendable,All Students,Schoolwide Title I Program,477.0,0.2,96.9,2.5,4.1,0.2,0.3,0.4,17.4,19.4,14.5,85.3,3.4,178.0,91.9,39.9,4.2,33.5,82.0,34.2,0.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,11918.55,8936.81,431.2,414.9,65.0,32.1,2.9,0.0,2019
15016299025086C,School,Acero Chtr Sch Network Victoria Soto Campus,City of Chicago SD 299,Chicago,Cook,UNIT,CHARTER SCH, 9 10 11 12,Commendable,All Students,,541.0,0.2,1.5,98.3,4.1,0.2,0.3,1.6,15.7,32.7,14.8,89.6,0.6,178.0,88.4,57.6,4.0,26.4,77.1,46.6,0.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,13697.686315789,13098.586315789,424.9,426.1,60.3,35.9,3.8,0.0,2019
15016299025107C,School,Univ of Chicago Chtr-Woodlawn,City of Chicago SD 299,Chicago,Cook,UNIT,CHARTER SCH, 6 7 8 9 10 11 12,Targeted,CWD,,620.0,10.5,97.6,1.1,4.1,0.2,0.2,1.1,21.8,0.2,14.8,78.5,2.4,178.0,93.2,32.7,17.4,23.9,82.0,24.0,0.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,13832.629699431,12969.089699431,422.5,427.8,56.8,40.9,1.1,1.1,2019
15016299025217C,School,Chicago Math & Sci Elem Charter,City of Chicago SD 299,Chicago,Cook,UNIT,CHARTER SCH, 6 7 8 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,604.0,5.0,30.8,51.8,9.8,0.2,0.5,2.2,16.1,20.4,10.9,91.1,2.3,178.0,95.5,27.2,6.8,18.6,38.5,10.0,3.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,12067.390732113,11251.690732113,482.5,542.8,13.3,30.7,49.3,6.7,2019
15016299025225C,School,Chicago Virtual Charter School,City of Chicago SD 299,Chicago,Cook,UNIT,CHARTER SCH, K 1 2 3 4 5 6 7 8 9 10 11 12,Comprehensive,Low Graduation Rate,Schoolwide Title I Program,673.0,11.9,58.2,20.1,6.8,0.3,0.1,2.5,14.6,7.7,11.9,64.2,2.2,178.0,86.5,62.5,8.1,31.9,51.6,48.1,4.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,8457.565682343,7921.975682343,474.2,453.3,39.5,32.0,16.9,0.0,2019
15016299025232C,School,Catalyst Charter - Maria ES,City of Chicago SD 299,Chicago,Cook,UNIT,CHARTER SCH, K 1 2 3 4 5 6 7 8 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1095.0,1.6,44.0,53.6,0.2,0.1,0.3,0.5,19.1,19.7,14.1,92.8,5.1,178.0,95.4,22.2,1.1,18.5,9.4,12.3,3.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,14608.436567992,14079.056567992,444.7,435.1,52.3,42.1,5.6,0.0,2019
15016299025240C,School,Horizon Sci Academy - Southwest Charter,City of Chicago SD 299,Chicago,Cook,UNIT,CHARTER SCH, K 1 2 3 4 5 6 7 8 9 10 11 12,Commendable,All Students,,734.0,0.4,29.7,68.4,4.1,0.2,0.1,1.4,18.7,24.7,11.7,95.4,0.8,178.0,94.2,40.9,1.6,11.2,2.7,17.6,2.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,11792.551167684,11004.201167684,419.0,415.7,70.0,20.0,10.0,0.0,2019
15016299025247C,School,CICS - Longwood Campus,City of Chicago SD 299,Chicago,Cook,UNIT,CHARTER SCH, 3 4 5 6 7 8 9 10 11 12,Comprehensive,All Students,,1283.0,10.5,99.4,0.6,4.1,0.2,0.3,1.6,22.0,0.9,18.7,88.1,4.1,178.0,93.2,32.7,3.0,21.0,100.0,24.0,1.0,38.4,60.3,64.1,74446.0,110862.0,8.4,39.9,48.6,1.7,13548.61184159,12820.48184159,401.7,386.2,80.7,16.7,2.6,0.0,2019
15016900025201C,School,Horizon Science Acad-McKinley Park Charter Sch,Horizon Science Acad-McKinley Park Charter Sch,Chicago,Cook,UNIT,CHARTER SCH, K 1 2 3 4 5 6 7 8 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,788.0,7.0,3.8,84.8,0.9,0.0,0.0,3.6,12.4,24.2,10.4,75.5,0.0,185.0,94.1,34.3,1.5,16.9,80.1,18.6,2.9,71.9,24.8,81.8,49275.0,71325.0,11.8,3.9,82.9,0.0,12973.0,12729.96,462.6,473.5,38.6,31.6,26.3,3.5,2019
15016902025201C,School,Amandla Charter School,Amandla Charter School,Chicago,Cook,HIGH SCHOOL,CHARTER SCH, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,272.0,0.7,89.3,9.9,0.0,0.0,0.0,0.0,23.5,5.1,23.5,85.7,22.8,176.0,79.1,82.1,7.1,22.5,54.2,85.0,5.0,47.7,52.3,63.5,71754.0,108564.0,0.0,88.4,10.1,0.0,18062.62,16584.14,389.1,375.9,83.6,14.9,1.5,0.0,2019
160194240260001,School,Genoa-Kingston High School,Genoa Kingston CUSD 424,Genoa,Dekalb,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",562.0,80.8,1.4,16.7,0.9,0.0,0.0,0.2,8.4,4.8,8.4,31.0,0.5,177.0,93.8,11.6,4.2,18.0,90.8,15.4,5.0,30.4,69.6,74.2,58054.0,98974.0,76.6,5.2,16.1,0.0,11092.8291,7321.34,492.4,487.1,33.6,34.3,25.9,6.3,2019
160194250260001,School,Indian Creek High School,Indian Creek CUSD 425,Shabbona,Dekalb,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,198.0,97.0,1.0,2.0,0.4,0.0,0.0,2.3,15.2,2.0,11.1,21.2,1.5,178.0,93.4,8.3,2.4,15.5,84.9,18.1,2.5,56.0,44.0,100.0,54154.0,101485.0,90.5,0.0,4.2,0.0,15704.25,13203.36,485.4,489.6,26.5,49.0,22.4,2.0,2019
160194260260003,School,Hiawatha Jr/Sr High School,Hiawatha CUSD 426,Kirkland,Dekalb,UNIT,HIGH SCHOOL, 6 7 8 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,263.0,82.1,0.4,13.3,0.0,0.0,0.0,4.2,18.3,0.8,16.0,43.3,1.5,173.0,92.8,1.1,3.5,14.0,78.9,29.0,5.0,65.0,35.0,97.9,46148.0,91380.0,81.0,1.3,15.2,0.0,12603.8262,6506.5568,493.8,500.3,23.5,41.2,32.4,2.9,2019
160194270260001,School,Sycamore High School,Sycamore CUSD 427,Sycamore,Dekalb,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,1214.0,83.4,3.1,9.7,1.8,0.0,0.3,1.6,16.5,1.5,12.4,18.2,0.3,174.0,95.3,4.0,2.7,22.6,93.3,11.6,5.0,26.1,73.9,81.4,64348.0,107488.0,77.3,5.7,11.1,1.1,15356.0,5162.0,524.2,516.6,25.0,28.8,38.4,7.8,2019
160194280260011,School,DeKalb High School,DeKalb CUSD 428,Dekalb,Dekalb,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",1774.0,49.8,15.8,29.1,1.7,0.0,0.2,3.6,20.1,5.5,16.1,51.2,1.1,172.0,89.6,28.6,3.9,25.6,91.5,35.9,5.0,45.6,54.1,72.6,63267.0,111543.0,41.4,25.9,26.5,0.4,14425.4552,9139.261,490.4,473.7,40.4,32.4,22.1,5.1,2019
160194290260003,School,Hinckley-Big Rock High School,Hinckley Big Rock CUSD 429,Hinckley,Dekalb,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",211.0,88.6,0.6,8.5,0.5,0.5,0.0,1.9,11.4,0.3,11.4,5.7,0.5,174.0,95.3,4.3,1.8,14.9,93.5,9.6,5.0,48.7,49.5,74.7,53592.0,105693.0,83.5,1.8,10.1,2.8,14607.89,10359.13,502.3,511.6,22.7,36.4,36.4,4.5,2019
160194300260001,School,Sandwich Community High School,Sandwich CUSD 430,Sandwich,Dekalb,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,643.0,80.6,0.2,16.3,1.2,0.0,0.2,1.7,15.2,0.3,15.2,34.4,1.9,175.0,93.8,8.0,4.1,18.2,93.2,17.9,5.0,26.2,73.8,60.7,64451.0,111820.0,77.3,1.2,18.0,0.3,11049.0,3234.0,496.9,498.8,25.5,42.5,26.8,5.2,2019
160194320260003,School,Somonauk High School,Somonauk CUSD 432,Somonauk,Dekalb,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",278.0,92.4,1.2,5.8,0.4,0.0,0.4,1.1,10.8,0.4,10.8,25.9,1.4,174.0,95.9,1.1,2.1,21.0,85.7,6.8,5.0,48.3,51.7,70.6,54175.0,98407.0,84.5,2.3,11.6,0.0,10350.4206,4774.5286,494.5,500.5,21.3,48.0,28.0,2.7,2019
170200150260001,School,Clinton High School,Clinton CUSD 15,Clinton,Dewitt,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",565.0,91.2,0.2,5.3,0.4,0.3,0.2,2.8,15.0,0.9,15.0,43.0,1.2,173.0,92.8,11.7,5.6,17.7,91.5,25.3,5.0,63.5,35.0,85.3,53022.0,99862.0,86.3,1.2,5.7,0.6,11093.0,8064.0,464.1,446.8,47.0,37.9,15.2,0.0,2019
170200180260001,School,Blue Ridge High School,Blue Ridge CUSD 18,Farmer City,Dewitt,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",232.0,93.1,0.4,2.2,0.9,0.4,0.4,2.6,22.4,0.4,15.1,40.5,0.9,173.0,91.3,13.6,2.9,16.6,91.4,28.1,5.0,68.0,32.0,78.2,49475.0,99929.0,89.2,3.6,1.8,0.9,14866.0,6877.0,495.8,473.2,32.7,38.8,28.6,0.0,2019
170530050260001,School,Woodland High School,Woodland CUSD 5,Streator,Livingston,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",160.0,95.6,1.9,2.5,0.0,0.0,0.0,1.3,21.3,0.6,20.0,35.6,0.4,175.0,93.4,9.3,3.9,14.9,77.8,23.6,5.0,55.6,41.7,76.2,56060.0,86103.0,95.1,0.0,2.9,0.0,11729.0,5321.0,459.0,478.2,38.5,35.9,23.1,2.6,2019
17053006J260001,School,Tri-Point High School,Tri Point CUSD 6-J,Cullom,Livingston,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",97.0,90.7,1.0,5.2,0.0,0.3,0.0,3.1,18.6,1.4,17.5,55.7,3.1,174.0,95.0,2.2,1.9,9.5,86.5,15.3,5.0,47.6,49.8,78.5,51796.0,104889.0,92.9,0.0,3.6,0.0,18218.24,9193.2,477.7,451.2,42.3,38.5,15.4,3.8,2019
170530080260001,School,Prairie Central High School,Prairie Central CUSD 8,Fairbury,Livingston,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,530.0,90.9,0.8,2.5,0.6,0.2,0.2,5.1,14.7,1.1,14.7,29.6,0.4,173.0,94.6,7.3,5.1,20.0,84.2,15.5,2.5,39.8,60.2,70.7,60761.0,74731.0,86.8,1.2,3.6,0.6,12910.35,9406.39,501.1,493.9,23.7,47.4,24.4,4.4,2019
170530740270001,School,Flanagan-Cornell High School,Flanagan-Cornell Dist 74,Flanagan,Livingston,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",147.0,89.8,2.0,4.1,1.4,0.0,0.0,2.7,23.1,0.0,23.1,42.2,0.0,172.0,93.0,6.3,3.9,12.6,75.0,26.0,5.0,75.6,24.4,85.5,49086.0,121356.0,91.3,1.4,2.9,1.4,13673.26,8933.81,481.9,451.3,40.2,52.6,6.2,0.0,2019
170530900170001,School,Pontiac High School,Pontiac Twp HSD 90,Pontiac,Livingston,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,651.0,83.6,3.4,8.1,0.5,0.2,0.2,4.1,15.8,0.2,14.3,37.2,0.6,170.0,92.9,11.6,3.1,20.6,94.7,25.0,4.0,30.9,63.8,86.0,70626.0,104213.0,76.0,2.1,15.6,0.0,13273.0,13273.0,481.7,483.6,31.3,43.1,22.9,2.8,2019
170532300170001,School,Dwight High School,Dwight Twp HSD 230,Dwight,Livingston,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,221.0,91.4,0.9,6.3,0.0,0.0,0.0,1.4,14.5,0.0,14.5,30.8,0.0,175.0,94.0,3.9,2.5,13.5,82.6,16.0,5.0,29.3,70.7,84.5,56522.0,108994.0,80.6,8.3,8.3,0.0,18583.8772,18583.8772,503.5,508.7,21.8,38.2,34.5,5.5,2019
170540210260001,School,Hartsburg-Emden Jr-Sr High School,Hartsburg Emden CUSD 21,Hartsburg,Logan,UNIT,HIGH SCHOOL, 6 7 8 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,122.0,96.7,0.5,3.3,0.0,0.0,0.0,0.0,13.9,0.0,11.5,46.7,2.5,173.0,93.7,3.4,1.4,13.4,84.6,14.6,5.0,66.6,33.4,33.7,39604.0,87750.0,96.0,0.0,4.0,0.0,12776.54,7759.65,487.7,485.9,40.9,36.4,13.6,9.1,2019
170540230260001,School,Mount Pulaski High School,Mt Pulaski CUSD 23,Mount Pulaski,Logan,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",157.0,96.8,0.6,1.9,0.2,0.0,0.0,0.6,17.2,0.6,13.4,40.1,3.2,175.0,92.8,14.6,3.6,12.0,87.3,25.1,4.8,64.2,35.8,79.4,54752.0,88148.0,94.1,2.9,1.5,0.0,15985.8026,12913.6159,480.2,465.6,36.0,40.0,24.0,0.0,2019
170544040160001,School,Lincoln Comm High School,Lincoln CHSD 404,Lincoln,Logan,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,811.0,90.1,3.1,2.0,1.0,0.1,0.1,3.6,12.7,0.5,10.2,42.8,0.9,176.0,91.2,18.4,6.5,18.0,85.1,31.9,5.0,42.9,53.5,87.3,55246.0,112124.0,88.5,3.4,2.3,0.0,9640.06,0.0,488.4,484.1,37.5,29.3,27.7,5.4,2019
170640020260003,School,LeRoy High School,LeRoy CUSD 2,Le Roy,McLean,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",233.0,96.1,0.9,1.7,0.4,0.0,0.4,0.4,13.3,0.0,13.3,21.5,1.3,174.0,95.2,1.9,2.2,14.7,87.5,14.0,5.0,56.1,43.9,83.7,52300.0,117538.0,88.7,3.1,2.1,0.0,11690.81,7033.58,499.1,499.4,26.9,46.2,23.1,3.8,2019
170640030260002,School,Tri-Valley High School,Tri Valley CUSD 3,Downs,McLean,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,"Eligible, but Not a Participant in Title I Program",354.0,91.2,1.1,2.5,1.7,0.3,0.0,3.1,15.8,0.0,10.5,10.2,0.3,175.0,95.8,0.0,1.1,19.3,86.7,3.5,4.3,57.5,42.5,87.4,63752.0,104729.0,89.4,2.5,0.6,1.9,15989.18,6182.55,530.7,545.4,15.8,31.6,38.2,14.5,2019
170640040260001,School,Heyworth Jr-Sr High School,Heyworth CUSD 4,Heyworth,McLean,UNIT,HIGH SCHOOL, 7 8 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",398.0,92.0,1.0,3.8,0.8,0.0,0.0,2.5,7.0,0.8,7.0,25.9,2.0,176.0,95.4,1.6,1.8,18.1,90.1,9.0,4.6,57.8,42.2,72.1,62287.0,101726.0,87.8,0.0,8.7,0.0,11594.2193,8941.1401,495.3,480.7,34.7,38.7,24.0,2.7,2019
170640050260001,School,Normal Community High School,McLean County USD 5,Normal,McLean,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,2114.0,65.7,11.0,8.6,9.7,0.1,0.3,4.6,14.9,3.7,10.8,25.0,0.5,173.0,93.4,17.3,1.9,26.5,94.9,19.9,5.0,54.2,45.7,40.3,60335.0,93723.0,56.9,19.9,9.9,5.1,9640.000807562,6942.448652822,527.1,534.0,23.8,27.5,33.7,14.9,2019
170640050260002,School,Normal Community West High School,McLean County USD 5,Normal,McLean,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,1614.0,72.1,11.8,8.4,1.6,0.2,0.4,5.6,19.3,0.7,15.2,32.0,0.6,173.0,91.9,14.5,0.9,24.8,91.4,32.9,5.0,54.2,45.7,40.3,60335.0,93723.0,56.9,19.9,9.9,5.1,10813.070487594,7950.344488249,506.7,496.1,29.6,38.0,26.7,5.7,2019
170640050260003,School,Eugene Field School,McLean County USD 5,Normal,McLean,UNIT,HIGH SCHOOL, 9 10 11 12,,,,56.0,62.5,19.6,8.9,7.1,1.8,0.3,5.9,96.4,1.8,96.4,58.9,1.8,173.0,83.2,13.9,6.3,25.7,85.7,69.2,0.0,54.2,45.7,40.3,60335.0,93723.0,56.9,19.9,9.9,5.1,32718.50306996,28120.861052823,455.0,380.0,,,,,2019
17064005026001C,School,YBMC Charter Sch,McLean County USD 5,Normal,McLean,UNIT,CHARTER SCH, 11 12,,,,42.0,42.9,35.7,14.3,8.8,2.4,0.3,4.8,19.0,2.4,14.3,61.9,0.4,173.0,68.7,100.0,35.5,20.8,60.0,100.0,0.0,54.2,45.7,40.3,60335.0,93723.0,56.9,19.9,9.9,5.1,8685.623529411,8685.623529411,392.0,363.5,83.1,5.5,5.5,0.0,2019
170640070260002,School,Lexington High School,Lexington CUSD 7,Lexington,McLean,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,"Eligible, but Not a Participant in Title I Program",129.0,95.3,2.3,0.4,0.0,0.0,0.2,2.3,18.6,0.0,13.2,30.2,3.1,175.0,96.4,6.2,2.9,14.1,86.7,11.6,5.0,64.8,35.2,90.1,52951.0,90504.0,91.8,2.7,0.0,0.0,14286.0,6594.0,512.1,500.7,20.7,44.8,31.0,3.4,2019
170640160260009,School,Olympia High School,Olympia CUSD 16,Stanford,McLean,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,517.0,92.8,0.8,2.9,0.8,0.2,0.0,2.7,14.7,0.2,14.7,35.4,1.0,174.0,92.6,5.5,2.0,19.0,88.3,24.1,5.0,76.6,23.4,80.3,49362.0,93235.0,91.6,1.7,1.0,0.3,14014.58,8728.28,496.2,494.7,28.9,32.0,35.2,3.9,2019
170640190260001,School,Ridgeview High School,Ridgeview CUSD 19,Colfax,McLean,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",181.0,88.4,1.1,8.3,0.0,0.0,0.0,2.2,11.0,0.3,6.1,42.5,1.7,174.0,92.5,13.9,4.8,17.7,84.0,26.7,5.0,74.6,25.4,77.3,52078.0,115712.0,90.5,3.2,1.6,0.0,11507.32,6904.39,494.3,494.0,28.4,45.5,19.9,5.7,2019
170640870250001,School,Bloomington High School,Bloomington SD 87,Bloomington,McLean,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",1491.0,50.3,23.9,13.9,2.4,0.2,0.1,9.1,20.9,3.8,15.2,55.2,2.6,173.0,89.2,30.6,5.4,25.7,88.9,38.2,5.0,51.6,48.1,92.4,61522.0,96083.0,40.0,30.6,14.8,1.7,11172.4296,6839.2115,477.1,460.4,42.4,32.0,20.2,5.4,2019
190220860170001,School,Hinsdale Central High School,Hinsdale Twp HSD 86,Hinsdale,Dupage,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,,2728.0,69.2,1.9,7.0,18.6,0.3,0.1,3.0,17.2,1.8,9.3,6.0,0.4,180.0,95.0,2.4,1.0,23.2,92.6,8.6,5.0,23.5,76.5,74.6,104856.0,139333.0,61.3,16.1,11.0,8.5,19221.0692,15130.4158,601.6,624.7,3.2,17.6,40.2,39.1,2019
190220860170002,School,Hinsdale South High School,Hinsdale Twp HSD 86,Darien,Dupage,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,1420.0,56.0,18.6,13.9,9.3,0.1,0.2,2.0,21.6,1.8,17.9,26.8,1.8,180.0,93.9,6.0,3.4,22.8,89.5,16.7,5.0,23.5,76.5,74.6,104856.0,139333.0,61.3,16.1,11.0,8.5,25174.0219,20280.1641,522.0,530.0,21.1,32.2,34.1,12.7,2019
190220870170001,School,Glenbard East High School,Glenbard Twp HSD 87,Lombard,Dupage,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,2244.0,43.9,9.1,31.3,12.7,0.0,0.4,2.5,15.2,8.8,10.5,41.7,1.3,176.0,93.7,9.2,3.0,23.0,95.0,20.6,4.7,13.1,86.7,79.7,107867.0,128003.0,46.1,15.8,27.2,7.1,16816.0,12381.0,494.3,489.9,35.2,31.7,26.8,6.3,2019
190220870170002,School,Glenbard North High School,Glenbard Twp HSD 87,Carol Stream,Dupage,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,2236.0,38.0,7.8,26.7,24.3,0.0,0.4,2.8,17.8,6.7,13.0,33.4,1.0,176.0,95.0,6.0,2.2,23.9,95.2,15.2,4.7,13.1,86.7,79.7,107867.0,128003.0,46.1,15.8,27.2,7.1,16689.0,12069.0,505.6,511.6,26.0,35.5,28.6,9.9,2019
190220870170003,School,Glenbard West High School,Glenbard Twp HSD 87,Glen Ellyn,Dupage,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,,2344.0,60.7,4.3,17.2,14.0,0.1,0.3,3.4,15.7,3.8,8.8,22.9,0.7,176.0,95.3,3.2,0.9,24.0,96.6,12.1,4.7,13.1,86.7,79.7,107867.0,128003.0,46.1,15.8,27.2,7.1,14888.0,11011.0,544.6,548.2,20.2,25.6,34.4,19.9,2019
190220870170004,School,Glenbard South High School,Glenbard Twp HSD 87,Glen Ellyn,Dupage,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,1164.0,61.3,9.7,14.0,11.8,0.0,0.2,3.1,24.7,3.2,16.7,25.6,2.0,176.0,95.2,7.5,2.0,25.2,96.3,13.0,4.4,13.1,86.7,79.7,107867.0,128003.0,46.1,15.8,27.2,7.1,19024.0,13829.0,525.2,529.4,24.7,25.8,36.9,12.5,2019
190220880160001,School,Addison Trail High School,DuPage HSD 88,Addison,Dupage,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1999.0,26.3,2.3,63.6,4.9,0.0,1.4,1.6,14.3,10.5,12.5,53.8,2.9,177.0,92.6,14.2,2.7,25.2,94.4,24.4,5.0,14.5,85.5,73.5,99554.0,134659.0,34.1,8.1,50.7,2.8,16423.5,12809.02,456.2,460.6,45.2,34.0,18.5,2.3,2019
190220880160002,School,Willowbrook High School,DuPage HSD 88,Villa Park,Dupage,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1929.0,48.3,9.1,30.5,9.0,0.0,0.5,2.6,18.0,5.9,13.6,44.2,1.3,177.0,92.1,14.0,2.9,24.2,94.4,25.6,5.0,14.5,85.5,73.5,99554.0,134659.0,34.1,8.1,50.7,2.8,17041.53,13427.05,515.0,514.3,23.7,36.5,32.2,7.6,2019
190220940160001,School,Community High School,CHSD 94,West Chicago,Dupage,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,2005.0,25.6,1.9,65.0,3.8,0.0,0.1,3.4,16.6,19.8,13.4,36.0,1.1,174.0,95.0,9.9,3.1,21.6,90.0,15.0,5.0,35.8,64.2,90.3,67870.0,110433.0,21.5,2.3,70.1,2.9,15322.22,14649.74,485.0,483.2,35.0,37.0,22.6,5.3,2019
190220990160001,School,Comm H S Dist 99 - North H S,CHSD 99,Downers Grove,Dupage,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,2147.0,73.8,4.5,12.2,6.0,0.0,0.2,3.2,16.7,2.1,11.0,14.3,0.3,175.0,94.1,5.1,1.2,24.7,97.4,16.9,5.0,14.0,86.0,79.3,93418.0,128412.0,54.0,15.8,23.1,4.3,18293.04,16449.74,547.2,569.5,14.1,24.0,41.3,20.6,2019
