School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,District Code,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,School Year
Minuteman Regional Vocational Technical - Minuteman Regional High,08300605,     548,13.1,        685,36.5,61.3,1.0,28.9,19.6,08300000,4.5,3.7,11.1,73.3,0.4,0.0,7.0,Minuteman Regional Vocational Technical,"          $22,471,114.00",             655.0,"              $34,307.04","          $22,488,339.00",             658.0,"              $34,176.81",2022
Mohawk Trail - Buckland-Shelburne Regional,07170005,      64,17.1,        278,53.2,46.8,0.0,21.6,42.1,07170000,1.1,0.0,6.5,87.8,0.0,0.0,4.7,Mohawk Trail,"          $20,423,913.69",             768.7,"              $26,569.42","          $23,185,868.79",             952.4,"              $24,344.68",2022
Mohawk Trail - Colrain Central,07170010,      32,12.8,        105,44.8,55.2,1.9,32.4,55.2,07170000,1.9,0.0,5.7,90.5,0.0,0.0,1.9,Mohawk Trail,"          $20,423,913.69",             768.7,"              $26,569.42","          $23,185,868.79",             952.4,"              $24,344.68",2022
Mohawk Trail - Mohawk Trail Regional School,07170505,     269,9.6,        284,50.4,48.6,0.4,32.0,44.0,07170000,0.4,0.4,3.9,91.9,0.0,0.0,3.5,Mohawk Trail,"          $20,423,913.69",             768.7,"              $26,569.42","          $23,185,868.79",             952.4,"              $24,344.68",2022
Mohawk Trail - Sanderson Academy,07170020,      35,14.3,        137,49.6,50.4,0.7,16.8,40.2,07170000,1.5,0.0,2.9,94.9,0.7,0.0,0.0,Mohawk Trail,"          $20,423,913.69",             768.7,"              $26,569.42","          $23,185,868.79",             952.4,"              $24,344.68",2022
Monomoy Regional School District - Chatham Elementary School,07120001,     119,15.8,        145,44.1,55.9,7.6,18.6,47.6,07120000,5.5,0.7,13.8,73.1,0.0,0.0,6.9,Monomoy Regional School District,"          $39,269,662.00","           1,771.0","              $22,173.72","          $42,359,277.29","           1,956.0","              $21,656.07",2022
Monomoy Regional School District - Harwich Elementary School,07120002,     334,17.3,        493,42.0,58.0,5.1,24.8,39.0,07120000,5.9,2.4,8.7,73.6,0.6,0.2,8.5,Monomoy Regional School District,"          $39,269,662.00","           1,771.0","              $22,173.72","          $42,359,277.29","           1,956.0","              $21,656.07",2022
Monomoy Regional School District - Monomoy Regional High School,07120515,     470,13.9,        706,53.0,46.6,3.1,14.2,34.1,07120000,6.9,1.4,9.4,76.8,0.9,0.3,4.4,Monomoy Regional School District,"          $39,269,662.00","           1,771.0","              $22,173.72","          $42,359,277.29","           1,956.0","              $21,656.07",2022
Monomoy Regional School District - Monomoy Regional Middle School,07120315,     378,15.4,        453,45.5,54.3,3.1,23.2,40.0,07120000,6.8,1.8,9.3,75.7,0.4,0.2,5.7,Monomoy Regional School District,"          $39,269,662.00","           1,771.0","              $22,173.72","          $42,359,277.29","           1,956.0","              $21,656.07",2022
Monson - Granite Valley School,01910030,     259,16.4,        408,49.5,50.5,1.0,27.0,41.7,01910000,0.7,1.2,10.3,85.3,0.5,0.0,2.0,Monson,"          $16,859,396.00",             843.1,"              $19,996.91","          $19,218,755.46",             948.5,"              $20,262.26",2022
Monson - Monson High School,01910505,     210,11.9,        295,55.6,43.7,0.7,25.8,40.0,01910000,1.4,1.0,11.5,81.0,0.3,0.3,4.4,Monson,"          $16,859,396.00",             843.1,"              $19,996.91","          $19,218,755.46",             948.5,"              $20,262.26",2022
Monson - Quarry Hill Community School,01910010,      62,14.6,        131,55.0,45.0,0.0,29.0,38.9,01910000,1.5,0.0,5.3,93.1,0.0,0.0,0.0,Monson,"          $16,859,396.00",             843.1,"              $19,996.91","          $19,218,755.46",             948.5,"              $20,262.26",2022
Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,08320605,     584,17.9,"      1,393",48.5,50.3,0.5,17.0,38.0,08320000,2.4,1.4,17.7,73.4,0.0,0.1,5.1,Montachusett Regional Vocational Technical,"          $32,856,285.00","           1,408.8","              $23,322.18","          $33,201,431.00","           1,461.7","              $22,714.26",2022
Mount Greylock - Lanesborough Elementary,07150005,     132,15.8,        234,50.9,49.2,3.9,20.1,41.5,07150000,1.3,3.9,6.4,87.2,0.0,0.0,1.3,Mount Greylock,"          $22,600,104.00","           1,159.6","              $19,489.57","          $23,506,595.00","           1,217.5","              $19,307.26",2022
Mount Greylock - Mt Greylock Regional High,07150505,     374,13.8,        542,50.9,48.2,1.1,17.5,23.4,07150000,3.1,2.0,5.7,85.6,0.0,0.0,3.5,Mount Greylock,"          $22,600,104.00","           1,159.6","              $19,489.57","          $23,506,595.00","           1,217.5","              $19,307.26",2022
Mount Greylock - Williamstown Elementary,07150010,     242,15.6,        440,45.5,53.9,3.6,13.9,23.6,07150000,4.8,2.5,6.6,78.0,0.0,0.0,8.2,Mount Greylock,"          $22,600,104.00","           1,159.6","              $19,489.57","          $23,506,595.00","           1,217.5","              $19,307.26",2022
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,04700105,     729,25.6,"      1,605",51.7,48.4,2.2,10.5,29.2,04700000,18.3,29.2,11.5,35.9,0.3,0.1,4.8,Mystic Valley Regional Charter (District),"          $22,481,835.00","           1,586.9","              $14,166.78","          $22,481,835.00","           1,586.9","              $14,166.78",2022
Nahant - Johnson,01960010,      70,14.1,        154,41.6,58.4,0.0,22.7,22.7,01960000,0.7,0.7,10.4,82.5,0.0,0.0,5.8,Nahant,"           $2,770,907.00",             168.2,"              $16,473.88","           $4,918,947.00",             269.2,"              $18,272.46",2022
Nantucket - Cyrus Peirce,01970010,     185,19.0,        393,47.6,52.4,12.5,17.3,39.7,01970000,9.2,1.0,40.5,44.8,0.0,0.0,4.6,Nantucket,"          $44,815,934.64","           1,692.3","              $26,482.26","          $45,999,808.64","           1,705.2","              $26,976.20",2022
Nantucket - Nantucket Elementary,01970005,     243,17.3,        412,52.4,47.6,25.7,21.1,45.9,01970000,7.3,1.2,46.1,38.8,0.0,0.0,6.6,Nantucket,"          $44,815,934.64","           1,692.3","              $26,482.26","          $45,999,808.64","           1,705.2","              $26,976.20",2022
Nantucket - Nantucket High,01970505,     314,15.5,        595,48.2,51.8,12.8,11.6,34.1,01970000,10.1,2.2,38.0,46.1,0.2,0.0,3.5,Nantucket,"          $44,815,934.64","           1,692.3","              $26,482.26","          $45,999,808.64","           1,705.2","              $26,976.20",2022
Nantucket - Nantucket Intermediate School,01970020,     218,17.9,        337,49.0,51.0,14.0,21.1,38.6,01970000,7.1,1.2,46.3,41.0,0.0,0.0,4.5,Nantucket,"          $44,815,934.64","           1,692.3","              $26,482.26","          $45,999,808.64","           1,705.2","              $26,976.20",2022
Narragansett - Narragansett Middle,07200305,     162,21.9,        365,49.0,51.0,0.8,22.7,34.3,07200000,1.1,0.3,6.6,89.6,0.0,0.0,2.5,Narragansett,"          $21,101,743.00","           1,402.8","              $15,042.59","          $23,835,726.00","           1,545.9","              $15,418.67",2022
Narragansett - Narragansett Regional High,07200505,     249,16.0,        464,43.8,54.5,1.1,17.9,38.4,07200000,0.7,1.1,11.2,81.9,0.2,0.2,4.7,Narragansett,"          $21,101,743.00","           1,402.8","              $15,042.59","          $23,835,726.00","           1,545.9","              $15,418.67",2022
Narragansett - Templeton Elementary School,07200020,     257,22.0,        657,48.0,52.1,1.4,19.0,40.9,07200000,2.1,0.9,10.8,83.0,0.0,0.0,3.2,Narragansett,"          $21,101,743.00","           1,402.8","              $15,042.59","          $23,835,726.00","           1,545.9","              $15,418.67",2022
Nashoba - Center School,07250020,     172,19.1,        496,45.8,54.2,4.0,21.6,9.1,07250000,0.6,5.7,8.3,78.6,0.0,0.0,6.9,Nashoba,"          $59,647,501.24","           3,107.4","              $19,195.31","          $62,926,087.58","           3,243.7","              $19,399.48",2022
Nashoba - Florence Sawyer School,07250025,     263,19.8,        742,49.2,50.8,1.5,17.4,8.2,07250000,1.1,4.7,5.3,84.4,0.0,0.1,4.5,Nashoba,"          $59,647,501.24","           3,107.4","              $19,195.31","          $62,926,087.58","           3,243.7","              $19,399.48",2022
Nashoba - Hale,07250310,     112,19.1,        271,53.5,46.5,0.4,22.1,7.4,07250000,2.6,4.1,5.2,83.0,0.0,0.0,5.2,Nashoba,"          $59,647,501.24","           3,107.4","              $19,195.31","          $62,926,087.58","           3,243.7","              $19,399.48",2022
Nashoba - Luther Burbank Middle School,07250305,     125,17.9,        239,49.8,50.2,4.2,19.3,23.0,07250000,1.7,1.3,13.0,81.2,0.4,0.0,2.5,Nashoba,"          $59,647,501.24","           3,107.4","              $19,195.31","          $62,926,087.58","           3,243.7","              $19,399.48",2022
Nashoba - Mary Rowlandson Elementary,07250010,     137,19.8,        479,46.8,53.2,4.0,21.5,21.7,07250000,1.0,2.1,15.0,77.2,0.0,0.0,4.6,Nashoba,"          $59,647,501.24","           3,107.4","              $19,195.31","          $62,926,087.58","           3,243.7","              $19,399.48",2022
Nashoba - Nashoba Regional,07250505,     500,13.1,        831,49.2,50.5,1.4,13.5,11.4,07250000,1.7,4.6,7.0,83.4,0.0,0.1,3.3,Nashoba,"          $59,647,501.24","           3,107.4","              $19,195.31","          $62,926,087.58","           3,243.7","              $19,399.48",2022
Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,08520605,     359,13.9,        729,37.6,60.1,0.6,32.1,32.7,08520000,2.5,1.4,11.3,81.1,0.4,0.1,3.3,Nashoba Valley Regional Vocational Technical,"          $15,826,365.00",             732.9,"              $21,594.17","          $15,851,420.00",             734.3,"              $21,587.12",2022
Natick - Bennett-Hemenway,01980005,     179,19.0,        484,48.6,51.5,4.8,21.1,9.9,01980000,1.9,15.1,9.1,68.2,0.0,0.0,5.8,Natick,"          $91,416,188.89","           5,329.2","              $17,153.83","         $100,726,039.10","           5,472.3","              $18,406.53",2022
Natick - Brown,01980010,     181,19.7,        501,45.3,54.7,13.6,8.8,20.0,01980000,3.0,22.6,14.4,54.9,0.0,0.0,5.2,Natick,"          $91,416,188.89","           5,329.2","              $17,153.83","         $100,726,039.10","           5,472.3","              $18,406.53",2022
Natick - J F Kennedy Middle School,01980305,     465,20.8,        901,45.6,54.1,4.3,17.7,14.9,01980000,1.3,11.5,8.8,72.1,0.3,0.0,5.9,Natick,"          $91,416,188.89","           5,329.2","              $17,153.83","         $100,726,039.10","           5,472.3","              $18,406.53",2022
Natick - Johnson,01980031,      56,17.0,        136,45.6,53.7,0.0,16.2,15.4,01980000,2.9,6.6,9.6,76.5,0.0,0.0,4.4,Natick,"          $91,416,188.89","           5,329.2","              $17,153.83","         $100,726,039.10","           5,472.3","              $18,406.53",2022
Natick - Lilja Elementary,01980035,     166,17.7,        416,49.8,50.2,7.0,16.6,17.3,01980000,3.9,12.5,11.5,64.2,0.2,0.0,7.7,Natick,"          $91,416,188.89","           5,329.2","              $17,153.83","         $100,726,039.10","           5,472.3","              $18,406.53",2022
Natick - Memorial,01980043,     147,20.8,        436,50.5,49.5,0.2,12.8,6.0,01980000,1.6,7.1,5.5,77.3,0.0,0.0,8.5,Natick,"          $91,416,188.89","           5,329.2","              $17,153.83","         $100,726,039.10","           5,472.3","              $18,406.53",2022
Natick - Natick High,01980505,     953,15.8,"      1,756",46.4,53.0,2.7,20.8,13.8,01980000,3.6,9.3,7.6,74.5,0.1,0.0,4.9,Natick,"          $91,416,188.89","           5,329.2","              $17,153.83","         $100,726,039.10","           5,472.3","              $18,406.53",2022
Natick - Wilson Middle,01980310,     443,18.7,        780,51.0,48.9,0.5,22.7,14.7,01980000,4.4,8.3,7.6,72.6,0.1,0.1,6.9,Natick,"          $91,416,188.89","           5,329.2","              $17,153.83","         $100,726,039.10","           5,472.3","              $18,406.53",2022
Nauset - Nauset Regional High,06600505,     539,11.4,        766,54.3,45.2,0.9,16.2,26.5,06600000,6.3,2.2,4.8,83.8,0.1,0.0,2.7,Nauset,"          $32,201,968.00","           1,359.6","              $23,684.88","          $37,122,883.00","           1,525.1","              $24,341.28",2022
Nauset - Nauset Regional Middle,06600305,     305,17.2,        538,51.1,48.9,1.9,19.5,33.3,06600000,5.4,1.3,7.3,80.5,0.0,0.0,5.6,Nauset,"          $32,201,968.00","           1,359.6","              $23,684.88","          $37,122,883.00","           1,525.1","              $24,341.28",2022
Needham - Broadmeadow,01990005,     125,20.3,        508,46.1,53.9,2.6,16.7,4.7,01990000,2.0,13.8,4.5,70.9,0.0,0.0,8.9,Needham,"         $121,188,348.00","           5,561.6","              $21,790.19","         $128,972,521.80","           5,654.6","              $22,808.43",2022
Needham - High Rock School,01990410,     310,18.2,        449,49.0,51.0,1.6,22.1,9.1,01990000,4.5,12.3,6.9,70.6,0.0,0.0,5.8,Needham,"         $121,188,348.00","           5,561.6","              $21,790.19","         $128,972,521.80","           5,654.6","              $22,808.43",2022
Needham - John Eliot,01990020,     120,17.5,        421,49.4,50.6,7.1,16.6,15.4,01990000,6.2,17.8,8.8,59.1,0.0,0.0,8.1,Needham,"         $121,188,348.00","           5,561.6","              $21,790.19","         $128,972,521.80","           5,654.6","              $22,808.43",2022
Needham - Needham High,01990505,     738,16.4,"      1,641",50.7,48.4,1.2,17.6,7.6,01990000,2.0,7.6,8.0,77.6,0.0,0.1,4.8,Needham,"         $121,188,348.00","           5,561.6","              $21,790.19","         $128,972,521.80","           5,654.6","              $22,808.43",2022
Needham - Newman Elementary,01990050,     165,19.6,        715,46.3,53.6,5.3,23.5,8.3,01990000,3.1,11.8,6.4,73.0,0.0,0.1,5.6,Needham,"         $121,188,348.00","           5,561.6","              $21,790.19","         $128,972,521.80","           5,654.6","              $22,808.43",2022
Needham - Pollard Middle,01990405,     660,16.6,        822,51.2,48.7,2.6,18.9,7.5,01990000,3.8,11.6,7.3,71.5,0.0,0.1,5.7,Needham,"         $121,188,348.00","           5,561.6","              $21,790.19","         $128,972,521.80","           5,654.6","              $22,808.43",2022
Needham - Sunita L. Williams Elementary,01990035,     125,21.3,        532,46.2,53.8,6.8,16.5,8.7,01990000,4.0,12.2,6.0,70.3,0.2,0.2,7.1,Needham,"         $121,188,348.00","           5,561.6","              $21,790.19","         $128,972,521.80","           5,654.6","              $22,808.43",2022
Needham - William Mitchell,01990040,     115,19.5,        449,46.8,53.2,3.6,18.9,6.0,01990000,3.3,10.5,5.4,74.4,0.0,0.0,6.5,Needham,"         $121,188,348.00","           5,561.6","              $21,790.19","         $128,972,521.80","           5,654.6","              $22,808.43",2022
Neighborhood House Charter (District) - Neighborhood House Charter School,04440205,     409,15.3,        800,48.1,51.9,11.0,27.9,64.1,04440000,50.9,2.3,29.1,9.8,0.8,0.0,7.3,Neighborhood House Charter (District),"          $17,942,750.00",             793.2,"              $22,621.00","          $17,942,750.00",             793.2,"              $22,621.00",2022
New Bedford - Abraham Lincoln,02010095,     288,20.3,        649,47.0,53.0,36.4,13.7,86.4,02010000,12.9,0.6,44.7,35.3,0.2,0.2,6.2,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - Alfred J Gomes,02010063,     304,17.4,        518,48.1,51.9,56.2,20.9,88.2,02010000,12.2,0.2,71.8,12.4,0.6,0.0,2.9,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - Betsey B Winslow,02010140,     104,18.6,        232,46.1,53.5,6.5,17.2,64.7,02010000,11.2,2.2,17.7,62.5,0.4,0.0,6.0,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - Carlos Pacheco,02010105,     130,20.9,        348,52.6,47.4,33.9,21.6,88.8,02010000,15.5,1.4,52.6,24.7,0.3,0.0,5.5,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - Casimir Pulaski,02010123,     330,15.2,        578,44.1,55.9,7.6,30.6,62.6,02010000,6.2,1.2,20.8,65.9,0.5,0.2,5.2,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - Charles S Ashley,02010010,     153,14.7,        276,47.5,52.5,17.8,22.1,72.1,02010000,6.2,2.2,31.9,51.8,0.4,0.0,7.6,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - Elizabeth Carter Brooks,02010015,     114,19.9,        277,53.1,46.9,16.3,25.6,76.9,02010000,14.1,1.1,35.4,44.0,0.4,0.0,5.1,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - Ellen R Hathaway,02010075,     131,12.6,        251,47.8,52.2,39.4,22.3,87.3,02010000,18.7,2.0,46.6,28.7,0.0,0.0,4.0,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - Elwyn G Campbell,02010020,     107,17.0,        317,43.5,56.5,27.1,38.2,79.2,02010000,14.5,0.6,41.0,38.5,0.0,0.0,5.4,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - Hayden/McFadden,02010078,     377,16.3,        703,49.5,50.5,46.1,26.5,89.6,02010000,12.7,0.4,63.7,18.9,0.4,0.0,3.8,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - Irwin M. Jacobs Elementary School,02010070,     172,19.3,        404,47.3,52.5,42.6,21.8,90.4,02010000,8.7,0.5,58.2,26.7,0.3,0.3,5.5,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - James B Congdon,02010040,     162,18.9,        340,47.9,52.1,28.8,16.5,84.4,02010000,14.4,0.3,37.9,42.4,0.6,0.0,4.4,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - Jireh Swift,02010130,     117,13.6,        252,54.0,46.0,21.0,21.4,73.0,02010000,9.1,2.0,28.6,54.4,1.6,0.0,4.4,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - John Avery Parker,02010115,      98,18.4,        252,50.4,49.6,31.0,17.9,85.3,02010000,19.8,0.4,44.4,26.6,0.0,0.0,8.7,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - John B Devalles,02010050,     145,16.4,        292,51.7,48.3,42.1,18.8,90.4,02010000,19.2,0.0,50.0,25.7,0.0,0.0,5.1,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - Keith Middle School,02010405,     506,14.6,        865,48.2,51.7,11.0,20.9,79.8,02010000,17.9,0.7,35.6,37.3,0.5,0.0,8.0,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - New Bedford High,02010505,"   1,384",18.1,"      3,007",46.8,53.0,28.4,17.7,78.5,02010000,15.4,0.6,46.4,31.9,0.4,0.1,5.2,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - Normandin Middle School,02010410,     550,20.5,"      1,066",49.3,50.7,15.1,20.2,71.4,02010000,9.6,1.1,38.2,45.9,0.4,0.1,4.8,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - Renaissance Community Innovation School,02010124,      58,16.8,        131,48.9,51.2,59.5,18.3,90.1,02010000,21.4,1.5,61.8,13.0,0.8,0.0,1.5,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - Roosevelt Middle School,02010415,     426,15.7,        816,46.3,53.7,23.8,25.4,85.4,02010000,16.8,0.3,48.0,31.0,0.0,0.1,3.8,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - Sgt Wm H Carney Academy,02010045,     375,13.4,        623,41.6,58.4,17.2,42.2,84.4,02010000,19.7,0.8,39.7,30.3,0.5,0.0,9.0,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - Thomas R Rodman,02010125,      97,16.6,        198,49.0,51.0,19.7,21.7,80.8,02010000,10.6,1.5,40.4,42.4,0.0,0.0,5.1,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - Trinity Day Academy,02010510,     152,6.3,        108,34.3,63.9,10.2,99.1,89.8,02010000,9.3,0.0,38.0,44.4,0.0,0.0,8.3,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - Whaling City Junior/Senior High School,02010515,     135,11.4,        229,33.6,66.4,17.0,32.3,92.6,02010000,19.2,0.4,42.4,24.9,0.9,0.0,12.2,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Bedford - William H Taylor,02010135,      98,19.7,        251,50.6,49.4,16.7,24.7,68.9,02010000,9.6,0.0,19.1,62.2,0.0,0.0,9.2,New Bedford,"         $241,063,736.40","          12,744.9","              $18,914.53","         $274,379,298.50","          14,561.6","              $18,842.66",2022
New Heights Charter School of Brockton (District) - New Heights Charter School of Brockton,35130305,     195,23.2,        692,52.8,47.3,19.8,12.0,58.4,35130000,87.9,0.6,6.5,0.9,0.1,0.1,3.9,New Heights Charter School of Brockton (District),"          $13,699,103.30",             732.3,"              $18,705.93","          $13,699,103.30",             732.3,"              $18,705.93",2022
New Salem-Wendell - Swift River,07280015,      88,17.5,        140,48.6,51.4,0.0,29.3,42.1,07280000,0.0,1.4,5.0,86.4,0.0,0.0,7.1,New Salem-Wendell,"           $3,490,903.00",             131.1,"              $26,627.79","           $3,558,004.00",             140.6,"              $25,305.86",2022
Newburyport - Edward G. Molin Elementary School,02040030,     176,19.9,        286,57.3,42.7,2.8,25.5,15.0,02040000,0.7,2.1,5.9,88.8,0.0,0.0,2.5,Newburyport,"          $43,331,840.25","           2,182.7","              $19,852.40","          $49,672,111.25","           2,378.8","              $20,881.16",2022
Newburyport - Francis T Bresnahan Elementary,02040005,     237,17.8,        589,49.6,50.4,6.5,20.4,12.4,02040000,0.5,2.2,5.6,88.1,0.0,0.0,3.6,Newburyport,"          $43,331,840.25","           2,182.7","              $19,852.40","          $49,672,111.25","           2,378.8","              $20,881.16",2022
Newburyport - Newburyport High,02040505,     725,16.0,        822,50.9,49.2,2.6,17.6,11.6,02040000,1.2,2.7,3.8,90.2,0.2,0.0,2.0,Newburyport,"          $43,331,840.25","           2,182.7","              $19,852.40","          $49,672,111.25","           2,378.8","              $20,881.16",2022
Newburyport - Rupert A Nock Middle,02040305,     398,16.2,        486,49.0,50.8,3.9,22.6,11.9,02040000,0.8,2.3,6.6,89.1,0.0,0.0,1.2,Newburyport,"          $43,331,840.25","           2,182.7","              $19,852.40","          $49,672,111.25","           2,378.8","              $20,881.16",2022
Newton - A E Angier,02070005,     146,18.3,        377,48.3,50.4,8.5,18.3,8.0,02070000,3.7,16.7,6.1,63.9,0.0,0.0,9.6,Newton,"         $284,598,150.00","          12,074.2","              $23,570.77","         $300,003,740.00","          12,234.1","              $24,521.93",2022
Newton - Bigelow Middle,02070305,     271,18.1,        450,51.3,48.0,7.1,16.7,19.6,02070000,6.4,17.1,12.4,56.2,0.0,0.0,7.8,Newton,"         $284,598,150.00","          12,074.2","              $23,570.77","         $300,003,740.00","          12,234.1","              $24,521.93",2022
Newton - Bowen,02070015,     132,19.4,        359,49.3,50.4,10.6,17.0,10.9,02070000,4.5,25.9,13.1,46.5,0.0,0.0,10.0,Newton,"         $284,598,150.00","          12,074.2","              $23,570.77","         $300,003,740.00","          12,234.1","              $24,521.93",2022
Newton - C C Burr,02070020,     132,19.7,        365,48.2,51.0,12.3,18.4,14.8,02070000,5.8,24.7,14.5,45.8,0.0,0.0,9.3,Newton,"         $284,598,150.00","          12,074.2","              $23,570.77","         $300,003,740.00","          12,234.1","              $24,521.93",2022
Newton - Cabot,02070025,     152,21.1,        452,50.0,49.8,8.9,15.9,12.8,02070000,4.9,16.2,12.0,53.8,0.2,0.2,12.8,Newton,"         $284,598,150.00","          12,074.2","              $23,570.77","         $300,003,740.00","          12,234.1","              $24,521.93",2022
Newton - Charles E Brown Middle,02070310,     441,19.0,        763,47.2,51.8,3.9,17.3,8.5,02070000,4.1,24.5,7.2,57.9,0.1,0.0,6.2,Newton,"         $284,598,150.00","          12,074.2","              $23,570.77","         $300,003,740.00","          12,234.1","              $24,521.93",2022
Newton - Countryside,02070040,     139,19.9,        387,47.6,52.5,12.9,20.2,12.9,02070000,5.7,27.4,8.3,50.1,0.0,0.0,8.5,Newton,"         $284,598,150.00","          12,074.2","              $23,570.77","         $300,003,740.00","          12,234.1","              $24,521.93",2022
Newton - F A Day Middle,02070315,     506,19.8,        937,49.7,50.2,2.7,15.8,14.2,02070000,5.2,16.9,9.4,58.5,0.3,0.4,9.3,Newton,"         $284,598,150.00","          12,074.2","              $23,570.77","         $300,003,740.00","          12,234.1","              $24,521.93",2022
Newton - Franklin,02070055,     132,19.9,        367,54.2,45.5,14.4,14.4,13.9,02070000,3.0,17.2,10.9,59.4,0.0,0.0,9.5,Newton,"         $284,598,150.00","          12,074.2","              $23,570.77","         $300,003,740.00","          12,234.1","              $24,521.93",2022
Newton - Horace Mann,02070075,     132,19.7,        366,46.2,53.6,9.3,15.6,16.1,02070000,5.5,15.0,10.1,58.5,0.0,0.0,10.9,Newton,"         $284,598,150.00","          12,074.2","              $23,570.77","         $300,003,740.00","          12,234.1","              $24,521.93",2022
Newton - John Ward,02070120,      80,17.3,        196,46.9,53.1,6.6,16.3,4.6,02070000,1.5,14.8,5.6,70.4,0.0,0.0,7.7,Newton,"         $284,598,150.00","          12,074.2","              $23,570.77","         $300,003,740.00","          12,234.1","              $24,521.93",2022
Newton - Lincoln-Eliot,02070070,     132,18.7,        341,44.9,54.8,21.1,20.5,30.8,02070000,7.0,20.2,19.9,43.1,0.0,0.0,9.7,Newton,"         $284,598,150.00","          12,074.2","              $23,570.77","         $300,003,740.00","          12,234.1","              $24,521.93",2022
Newton - Mason-Rice,02070080,     132,17.9,        333,51.7,48.1,10.5,14.7,5.4,02070000,0.6,24.9,5.7,58.3,0.0,0.6,9.9,Newton,"         $284,598,150.00","          12,074.2","              $23,570.77","         $300,003,740.00","          12,234.1","              $24,521.93",2022
Newton - Memorial Spaulding,02070105,     146,19.3,        395,52.7,47.3,13.2,16.5,10.6,02070000,5.6,25.1,9.4,54.4,0.0,0.0,5.6,Newton,"         $284,598,150.00","          12,074.2","              $23,570.77","         $300,003,740.00","          12,234.1","              $24,521.93",2022
Newton - Newton Early Childhood Program,02070108,      24,11.6,        221,36.2,63.8,5.0,66.5,17.2,02070000,5.4,26.7,12.2,41.6,0.0,0.0,14.0,Newton,"         $284,598,150.00","          12,074.2","              $23,570.77","         $300,003,740.00","          12,234.1","              $24,521.93",2022
