School Name,School Code,Tests Taken,Reading / Writing,Math,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,District Code,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,Year
New Bedford - New Bedford High,2010505,27,516,490,1365,18.3,3030,46.8,53.1,28.8,18.3,78.8,2010000,14.6,0.7,45.6,33.4,0.6,0.1,5,New Bedford,"         $218,329,882.33",12565.2,"              $17,375.76","         $247,859,926.33",14196,"              $17,459.84",2021
Newburyport - Newburyport High,2040505,182,581,583,677,16.5,801,50.4,49.4,2.5,16.1,12.4,2040000,1,2.8,3.9,89.8,0.1,0,2.5,Newburyport,"          $40,472,141.33",2129.6,"              $19,004.57","          $46,514,748.32",2328.5,"              $19,976.27",2021
Newton - Newton North High,2070505,425,634,648,1168,14.2,2100,48,51.4,3.1,15,15.1,2070000,5,14.7,12.8,60.1,0.1,0,7.3,Newton,"         $270,427,954.00",12019.4,"              $22,499.29","         $285,876,115.00",12200.7,"              $23,431.12",2021
Newton - Newton South High,2070510,501,643,665,1116,13,1856,47.1,52.5,2.4,16.9,11.8,2070000,4.3,23.4,7.5,57.9,0.2,0.1,6.7,Newton,"         $270,427,954.00",12019.4,"              $22,499.29","         $285,876,115.00",12200.7,"              $23,431.12",2021
Norfolk County Agricultural - Norfolk County Agricultural,9150705,58,541,506,488,16.5,591,73.9,25.4,0.3,21.5,23.7,9150000,1.9,0.9,0.9,91,0.9,0.3,4.2,Norfolk County Agricultural,"          $13,549,106.80",572.7,"              $23,658.30","          $13,549,106.80",572.7,"              $23,658.30",2021
North Andover - North Andover High,2110505,500,576,567,806,16.3,1351,48.3,51.6,0.7,14.4,22.1,2110000,3.5,7,12.4,74.2,0.1,0.1,2.8,North Andover,"          $69,027,642.00",4537,"              $15,214.38","          $74,850,240.00",4662.9,"              $16,052.29",2021
North Attleborough - North Attleboro High,2120505,232,588,585,646,16.6,1152,49.4,49.9,0.5,12.6,23.5,2120000,4.9,7.6,6.1,77.9,0.1,0.3,3.3,North Attleborough,"          $55,700,811.00",3971,"              $14,026.90","          $61,697,969.00",4207.2,"              $14,664.85",2021
North Brookfield - North Brookfield High,2150505,12,579,563,89,10.6,173,50.3,49.7,3.5,24.9,54.3,2150000,3.5,0,12.1,80.4,0,0,4.1,North Brookfield,"           $9,596,235.32",519.7,"              $18,464.95","          $11,280,656.30",657.3,"              $17,162.11",2021
North Middlesex - North Middlesex Regional,7350505,197,568,548,460,17.4,802,49.3,50.4,2.1,21.8,23.8,7350000,1.6,2.9,7.4,85,0,0.1,3,North Middlesex,"          $49,136,646.93",2898,"              $16,955.36","          $56,308,884.04",3089.7,"              $18,224.71",2021
North Reading - North Reading High,2170505,251,575,571,314,16.1,635,50.4,49,0.5,17.2,11,2170000,0,4.7,3.8,88.7,0,0.2,2.7,North Reading,"          $41,923,203.77",2329.2,"              $17,998.97","          $45,061,423.93",2367.2,"              $19,035.75",2021
Northampton - Northampton High,2100505,145,616,596,426,15.9,917,49.5,49,3.2,17.8,26.7,2100000,2.2,3.3,14.2,73.4,0.3,0,6.7,Northampton,"          $45,375,243.87",2607.2,"              $17,403.82","          $50,747,199.87",2880.7,"              $17,616.27",2021
Northboro-Southboro - Algonquin Regional High,7300505,543,604,615,759,14.3,1268,52.4,47.6,2.4,14.5,12.8,7300000,1.6,13.3,7.9,71.9,0.4,0.3,4.7,Northboro-Southboro,"          $25,934,602.93",1352.3,"              $19,178.14","          $27,389,311.43",1384.3,"              $19,785.68",2021
Northbridge - Northbridge High,2140505,53,561,542,315,15.3,539,44.3,55.7,2.4,13.9,35.6,2140000,2.2,1.7,11.1,80.2,0,0,4.8,Northbridge,"          $30,934,359.40",1916.5,"              $16,141.07","          $35,763,231.69",2146.1,"              $16,664.29",2021
Northeast Metropolitan Regional Vocational Technical - Northeast Metro Regional Vocational,8530605,57,484,462,977,18.3,1324,43.7,56.1,3.4,25.8,52,8530000,4.5,1.4,38.1,54.8,0.1,0.2,1.1,Northeast Metropolitan Regional Vocational Technical,"          $28,019,005.96",1283.5,"              $21,830.16","          $28,034,987.96",1284.5,"              $21,825.60",2021
Northern Berkshire Regional Vocational Technical - Charles McCann Vocational Technical,8510605,21,528,480,433,15.9,530,39.1,60.9,0,12.3,46.2,8510000,0.9,0.6,1.3,95.3,0,0.2,1.7,Northern Berkshire Regional Vocational Technical,"          $11,884,643.00",470.1,"              $25,281.10","          $11,917,472.00",475.8,"              $25,047.23",2021
Norton - Norton High,2180505,103,577,549,406,14.2,664,49.4,50.2,1.5,17.3,22.1,2180000,3.2,2.1,3.8,88.3,0.2,0,2.6,Norton,"          $39,495,893.53",2376.2,"              $16,621.45","          $44,865,011.59",2517.9,"              $17,818.42",2021
Norwell - Norwell High,2190505,239,601,581,332,13.3,630,50.3,49.7,0,14,5.9,2190000,0.3,3.2,2.1,92.1,0,0,2.4,Norwell,"          $35,097,731.79",2185.6,"              $16,058.63","          $38,516,936.11",2233.3,"              $17,246.65",2021
Norwood - Norwood High,2200505,199,556,562,519,14.3,1002,50.6,49,6,19,37.6,2200000,13.6,5.7,17.1,61.1,0.1,0.4,2.1,Norwood,"          $64,470,534.00",3410.9,"              $18,901.33","          $72,620,105.42",3559.4,"              $20,402.34",2021
Old Colony Regional Vocational Technical - Old Colony Regional Vocational Technical,8550605,10,564,543,272,15.3,552,35.5,64.3,0,20.8,26.6,8550000,0.2,1.1,1.8,93.7,0.2,0,3.1,Old Colony Regional Vocational Technical,"          $12,755,549.61",559.3,"              $22,806.28","          $12,770,549.61",562.3,"              $22,711.27",2021
Old Rochester - Old Rochester Regional High,7400505,99,593,583,360,15.6,682,47.8,52.2,0.2,14.2,20.4,7400000,2.8,1.8,2.4,88.3,0,0,4.8,Old Rochester,"          $20,349,702.00",1129.5,"              $18,016.56","          $20,564,161.00",1145.5,"              $17,952.13",2021
Oxford - Oxford High,2260505,77,523,506,259,15.5,520,51.7,47.5,0.8,17.7,47.5,2260000,2.3,1.5,14.8,76.2,0.2,0.2,4.8,Oxford,"          $22,922,101.36",1459.8,"              $15,702.22","          $25,951,604.23",1608.2,"              $16,137.05",2021
Peabody - Peabody Veterans Memorial High,2290510,169,537,530,764,15.5,1473,47.9,52,9.6,15.6,46,2290000,4.1,2.1,23.2,69,0.3,0,1.3,Peabody,"          $87,219,604.23",5784.7,"              $15,077.64","          $97,722,590.60",6036.5,"              $16,188.62",2021
Pembroke - Pembroke High School,2310505,157,573,561,373,16.3,786,48.5,51.2,0.4,12.9,16.9,2310000,0.5,1.4,1.2,95.8,0,0,1.2,Pembroke,"          $40,949,576.78",2615.2,"              $15,658.30","          $45,962,867.52",2796.6,"              $16,435.27",2021
Pentucket - Pentucket Regional Sr High,7450505,198,581,572,406,13.3,632,48.6,51.1,0.2,16.8,18.5,7450000,0.5,1.7,6.3,89.6,0,0.2,1.7,Pentucket,"          $36,907,383.00",2228.5,"              $16,561.54","          $42,091,717.00",2347.3,"              $17,931.97",2021
Pioneer Charter School of Science (District) - Pioneer Charter School of Science,4940205,13,580,608,367,18.2,798,52.1,47.9,22.8,8.3,57,4940000,23.8,6.5,27.6,38.1,1.3,0,2.8,Pioneer Charter School of Science (District),"          $12,729,691.77",791.6,"              $16,080.76","          $12,729,691.77",791.6,"              $16,080.76",2021
Pioneer Charter School of Science II (PCSS-II) (District) - Pioneer Charter School of Science II (PCSS-II),35060505,26,548,612,160,18.9,382,55,45,11.5,14.7,47.4,35060000,35.9,14.4,24.1,22.5,0.5,0,2.6,Pioneer Charter School of Science II (PCSS-II) (District),"           $5,888,571.48",361.1,"              $16,308.22","           $5,888,571.48",361.1,"              $16,308.22",2021
Pioneer Valley - Pioneer Valley Regional,7500505,42,539,507,229,11.9,260,50,50,1.2,15.8,33.9,7500000,0.8,0.8,2.3,90.8,0,0,5.4,Pioneer Valley,"          $13,838,382.92",605.7,"              $22,846.93","          $15,593,771.40",686.2,"              $22,724.82",2021
Pioneer Valley Chinese Immersion Charter (District) - Pioneer Valley Chinese Immersion Charter School,4970205,57,624,606,334,16.5,553,49.7,50.1,2.7,13,24.6,4970000,8.3,19.4,10.3,48.5,0,0.2,13.4,Pioneer Valley Chinese Immersion Charter (District),"          $10,010,778.30",558.9,"              $17,912.21","          $10,010,778.30",558.9,"              $17,912.21",2021
Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public School,4790505,14,621,556,338,13.5,405,64.2,34.8,0.3,23.5,40,4790000,8.6,1,18.5,65.2,0,0,6.7,Pioneer Valley Performing Arts Charter Public (District),"           $7,129,412.43",396.7,"              $17,972.70","           $7,129,412.43",396.7,"              $17,972.70",2021
Pittsfield - Pittsfield High,2360505,87,543,521,413,12.3,667,49.8,49.9,4.8,23.7,55.9,2360000,10.3,1.5,15.1,65.5,0,0,7.5,Pittsfield,"          $95,136,058.00",4972,"              $19,134.36","         $106,680,409.00",5810.2,"              $18,360.88",2021
Pittsfield - Taconic High,2360510,56,518,507,422,13.6,825,50.1,49.7,2.8,20,63,2360000,13,0.9,13.8,63.6,0.2,0,8.5,Pittsfield,"          $95,136,058.00",4972,"              $19,134.36","         $106,680,409.00",5810.2,"              $18,360.88",2021
Plymouth - Plymouth North High,2390505,341,534,521,929,15.9,1297,47.4,52.3,4.5,15,33.4,2390000,2.8,1.7,8.6,82.7,0.2,0.1,3.9,Plymouth,"         $133,819,842.22",7059.9,"              $18,954.92","         $151,235,523.22",7730.7,"              $19,562.98",2021
Plymouth - Plymouth South High,2390515,350,523,522,929,13.8,1042,46.3,53.7,0,18.3,26.2,2390000,1.1,0.4,3.8,90.6,0.4,0,3.7,Plymouth,"         $133,819,842.22",7059.9,"              $18,954.92","         $151,235,523.22",7730.7,"              $19,562.98",2021
Prospect Hill Academy Charter (District) - Prospect Hill Academy Charter School,4870550,38,510,507,467,18.1,1100,50.9,49.1,16.7,14.7,65.7,4870000,55.6,7.7,21.7,10.5,0,0.2,4.4,Prospect Hill Academy Charter (District),"          $25,705,388.00",1106.3,"              $23,236.30","          $25,705,388.00",1106.3,"              $23,236.30",2021
Quabbin - Quabbin Regional High School,7530505,50,569,577,443,18.6,616,55.2,44.3,0.5,16.1,34.7,7530000,1.1,1.8,5.5,89.6,0,0,2,Quabbin,"          $35,889,948.47",2103.5,"              $17,062.01","          $40,014,119.34",2237.5,"              $17,883.41",2021
Quaboag Regional - Quaboag Regional High,7780505,18,583,552,182,14.4,338,50.3,48.8,0.6,16.3,42.9,7780000,0.9,0.3,8,86.1,0.3,0,4.4,Quaboag Regional,"          $19,826,125.43",1142.5,"              $17,353.28","          $21,426,917.16",1261.7,"              $16,982.58",2021
Quincy - North Quincy High,2430510,196,576,593,617,16.9,1446,47,53,9.5,15.4,43.7,2430000,4.2,54.1,4.4,33.3,0.2,0.2,3.5,Quincy,"         $158,438,518.59",9459.2,"              $16,749.67","         $178,178,396.47",9715.9,"              $18,338.85",2021
Quincy - Quincy High,2430505,171,558,560,841,14.6,1496,49.9,49.9,9.8,20,53.5,2430000,13.4,21.5,11.4,49.4,0.2,0.3,3.8,Quincy,"         $158,438,518.59",9459.2,"              $16,749.67","         $178,178,396.47",9715.9,"              $18,338.85",2021
Randolph - Randolph High,2440505,25,564,580,278,16.9,623,41.6,58.3,14.5,22.3,60.4,2440000,49,20.9,17.2,8.7,0.2,0,4.2,Randolph,"          $53,028,547.30",2679.9,"              $19,787.51","          $64,900,875.92",3338.7,"              $19,438.97",2021
Reading - Reading Memorial High,2460505,469,581,589,592,15.8,1141,48,51.7,0.9,16.3,12.1,2460000,2.9,5.4,2.6,86.6,0.1,0.1,2.4,Reading,"          $61,756,386.00",3919.7,"              $15,755.39","          $66,484,260.00",4001.2,"              $16,616.08",2021
Revere - Revere High,2480505,308,516,525,973,18.8,2123,48.9,50.9,19.6,11.6,67.7,2480000,3.8,4.5,62.5,27.3,0.3,0.1,1.6,Revere,"         $109,609,568.65",7168.2,"              $15,291.09","         $133,699,251.43",7861.2,"              $17,007.49",2021
Rising Tide Charter Public (District) - Rising Tide Charter Public School,4830305,84,572,550,306,18.4,651,49.9,49.8,0.6,23.4,22.3,4830000,1.1,1.5,4.3,84.8,1.1,0,7.2,Rising Tide Charter Public (District),"          $12,240,720.74",668.1,"              $18,321.69","          $12,240,720.74",668.1,"              $18,321.69",2021
Rockland - Rockland Senior High,2510505,86,526,521,303,14.8,647,48.7,51.3,7.1,17,45.9,2510000,6.5,1.7,19,69.2,1.1,0,2.5,Rockland,"          $39,046,064.59",2163.9,"              $18,044.30","          $43,829,404.76",2329.3,"              $18,816.56",2021
Rockport - Rockport High,2520510,29,603,589,174,11.2,234,44.9,55.1,0.9,23.1,24.8,2520000,1.3,1.3,5.1,89.3,0,0.4,2.6,Rockport,"          $17,371,673.00",758.4,"              $22,905.69","          $20,066,277.00",805.3,"              $24,917.77",2021
Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School,4840505,29,416,435,0,0,0,0,0,0,0,0,4840000,0,0,0,0,0,0,0,Roxbury Preparatory Charter (District),"          $31,438,576.84",1601.1,"              $19,636.10","          $31,438,576.84",1601.1,"              $19,636.10",2021
Salem - Salem High,2580505,60,531,513,575,12.9,839,44.9,54.7,15.1,24.9,67.1,2580000,6.2,2.7,50.2,36.6,0.1,0,4.2,Salem,"          $77,975,211.71",3714.4,"              $20,992.68","          $91,335,774.72",4363.7,"              $20,930.81",2021
Salem Academy Charter (District) - Salem Academy Charter School,4850485,89,519,497,253,18.3,494,50.4,49,2.8,17,52.4,4850000,11.3,5.9,48,33,0,0,1.8,Salem Academy Charter (District),"           $9,499,225.42",493.2,"              $19,262.34","           $9,499,225.42",493.2,"              $19,262.34",2021
Sandwich - Sandwich High,2610505,75,565,559,383,14.2,615,49.8,49.9,0.8,19.7,18.4,2610000,0.7,2.3,2,93.3,0.5,0.2,1.1,Sandwich,"          $48,149,456.00",2327.4,"              $20,688.09","          $56,023,016.00",2636.8,"              $21,246.59",2021
Saugus - Saugus High,2620505,56,532,529,395,14.7,719,48.8,50.9,5.6,12.4,42.8,2620000,5.7,4.6,27.3,59.7,0.6,0.4,1.8,Saugus,"          $43,514,192.15",2453.7,"              $17,734.11","          $50,963,563.23",2781.8,"              $18,320.35",2021
Scituate - Scituate High School,2640505,379,577,552,500,15.8,860,51.1,48.3,0.1,13.6,14.3,2640000,2.3,1.4,1.7,93,0,0,1.5,Scituate,"          $46,304,759.00",2823.4,"              $16,400.35","          $50,826,693.00",2886.4,"              $17,609.03",2021
Seekonk - Seekonk High,2650505,128,565,546,314,16.5,593,46.2,53.5,0.2,16.9,18.4,2650000,2.9,3.5,5.9,83.5,0,0.2,4.1,Seekonk,"          $34,328,480.03",2045,"              $16,786.54","          $37,162,171.03",2093.6,"              $17,750.37",2021
Sharon - Sharon High,2660505,312,651,667,530,15.3,1132,48.2,51.7,1.6,12.5,14,2660000,5.3,29.2,5.4,55.2,0.1,0.1,4.7,Sharon,"          $63,812,827.61",3527.9,"              $18,088.05","          $68,264,511.31",3599.7,"              $18,963.94",2021
Shawsheen Valley Regional Vocational Technical - Shawsheen Valley Vocational Technical High School,8710605,185,523,504,820,14.1,1304,38.7,61,0.1,27.5,22.3,8710000,1.1,0.8,6.4,89.7,0.2,0.1,1.8,Shawsheen Valley Regional Vocational Technical,"          $31,910,205.00",1287.9,"              $24,776.93","          $31,958,026.00",1294.9,"              $24,679.92",2021
Shrewsbury - Shrewsbury Sr High,2710505,504,609,630,939,17.4,1837,53.4,46.6,2.2,10,17.5,2710000,3.5,29,9.9,53.5,0.3,0,3.9,Shrewsbury,"          $86,409,471.04",6002.8,"              $14,394.86","          $95,008,550.04",6250.5,"              $15,200.15",2021
Silver Lake - Silver Lake Regional High,7600505,202,587,589,466,17.2,1228,45.3,54.6,0.7,18.9,23.8,7600000,1.5,0.9,2.7,93.7,0.2,0,1.1,Silver Lake,"          $31,992,176.86",1711.4,"              $18,693.57","          $33,173,909.86",1806.4,"              $18,364.65",2021
Sizer School: A North Central Charter Essential (District) - Sizer School: A North Central Charter Essential School,4740505,18,563,548,226,13,359,47.1,51.8,2,29.3,51.8,4740000,9.5,2,23.7,61.3,0.6,0,3.1,Sizer School: A North Central Charter Essential (District),"           $6,611,677.41",368.4,"              $17,947.98","           $6,611,677.41",368.4,"              $17,947.98",2021
Somerset Berkley Regional School District - Somerset Berkley Regional High School,7630505,195,569,568,461,16.8,1010,50,49.9,0.3,12.2,24.2,7630000,1.3,1,5.4,90.6,0.3,0.1,1.4,Somerset Berkley Regional School District,"          $15,110,145.57",977.9,"              $15,451.63","          $17,917,557.57",1043.6,"              $17,168.99",2021
Somerville - Somerville High,2740505,90,580,575,733,13.9,1360,48.4,51,18.8,16.3,58.5,2740000,10.4,5.8,48.5,32.9,0.2,0.2,2,Somerville,"         $102,808,380.56",4687.9,"              $21,930.58","         $117,193,267.79",5155.9,"              $22,729.93",2021
South Hadley - South Hadley High,2780505,86,554,550,291,13.5,553,52.1,47.7,3.8,17,32.9,2780000,2.2,2.2,14.8,78.5,0,0,2.4,South Hadley,"          $27,420,578.24",1771.6,"              $15,477.86","          $32,612,175.42",2034,"              $16,033.52",2021
South Middlesex Regional Vocational Technical - Joseph P Keefe Technical High School,8290605,14,586,587,735,12.1,828,41.8,57.1,16.2,37.3,59.8,8290000,4.5,1.7,41.2,47.7,2.1,0,2.9,South Middlesex Regional Vocational Technical,"          $21,288,052.20",800.4,"              $26,596.77","          $21,294,052.20",801.6,"              $26,564.44",2021
South Shore Charter Public (District) - South Shore Charter Public School,4880550,123,517,489,496,17.2,1037,49.7,50,10.8,19.1,32.4,4880000,36.3,7.3,6.7,43,0.5,0,6.3,South Shore Charter Public (District),"          $18,872,527.00",1008.1,"              $18,721.63","          $18,872,527.00",1008.1,"              $18,721.63",2021
South Shore Regional Vocational Technical - So Shore Vocational Technical High,8730605,17,528,522,331,15.5,646,32.7,66.9,0.3,27.4,31.3,8730000,2.2,0.8,5.1,90.6,0.2,0,1.2,South Shore Regional Vocational Technical,"          $14,195,043.00",640.4,"              $22,165.90","          $14,195,043.00",640.4,"              $22,165.90",2021
Southeastern Regional Vocational Technical - Southeastern Regional Vocational Technical,8720605,22,515,491,655,18.3,1534,51.9,47.3,3,14,45.1,8720000,37.7,1.2,14.3,41.8,0,0,5.1,Southeastern Regional Vocational Technical,"          $30,910,784.00",1585.2,"              $19,499.61","          $30,932,278.00",1587.6,"              $19,483.67",2021
Southern Berkshire - Mt Everett Regional,7650505,29,568,525,286,9.5,305,48.9,50.8,2.6,21.3,46.9,7650000,1.6,0.3,9.2,83.3,0.3,0,5.3,Southern Berkshire,"          $16,956,872.67",641.5,"              $26,433.16","          $18,154,912.43",777.8,"              $23,341.36",2021
Southern Worcester County Regional Vocational Technical - Bay Path Regional Vocational Technical High School,8760605,86,537,527,1021,13.6,1174,42.4,57.4,1,13.9,34.8,8760000,1.1,1,10.9,83.8,0.1,0,3.1,Southern Worcester County Regional Vocational Technical,"          $23,988,477.00",1143.4,"              $20,979.95","          $24,178,831.00",1174.9,"              $20,579.48",2021
Southwick-Tolland-Granville Regional School District - Southwick Regional School,7660505,40,542,540,363,14.4,653,52.5,47.3,1.8,15.8,33.1,7660000,1.7,1.2,4.9,89.7,0.3,0,2.1,Southwick-Tolland-Granville Regional School District,"          $23,587,739.11",1391.7,"              $16,948.87","          $25,795,864.50",1480.3,"              $17,426.11",2021
Springfield - Conservatory of the Arts,2810475,12,456,405,193,11.5,307,71.3,28,9.8,23.8,87.3,2810000,17.3,1,69.1,10.8,0,0,2,Springfield,"         $461,156,621.50",24078.8,"              $19,151.98","         $552,515,849.99",29638,"              $18,642.14",2021
Springfield - High School Of Commerce,2810510,83,504,510,753,14.7,1270,47.6,52.2,17.7,22.4,88.1,2810000,17.9,1.2,72.1,7.3,0.1,0.2,1.3,Springfield,"         $461,156,621.50",24078.8,"              $19,151.98","         $552,515,849.99",29638,"              $18,642.14",2021
Springfield - John J Duggan Middle,2810320,34,479,495,514,15.1,777,44.9,54.8,9.9,25.2,81.6,2810000,24.5,2.5,59.6,11.7,0,0,1.8,Springfield,"         $461,156,621.50",24078.8,"              $19,151.98","         $552,515,849.99",29638,"              $18,642.14",2021
Springfield - Roger L. Putnam Vocational Technical Academy,2810620,73,444,446,914,12.9,1362,55.2,44.7,11.3,16.2,81.1,2810000,16.2,2.2,71.7,8.8,0.1,0,1.1,Springfield,"         $461,156,621.50",24078.8,"              $19,151.98","         $552,515,849.99",29638,"              $18,642.14",2021
Springfield - Springfield Central High,2810500,163,488,484,1026,16.5,2090,46.5,53.5,14.4,18.4,79.8,2810000,21.1,3.6,63.9,9,0.1,0,2.3,Springfield,"         $461,156,621.50",24078.8,"              $19,151.98","         $552,515,849.99",29638,"              $18,642.14",2021
Springfield - Springfield High School of Science and Technology,2810530,93,424,426,744,12.8,1099,43.2,56.7,16.5,24.8,89.6,2810000,18.1,1.6,70.7,8.1,0.1,0.2,1.3,Springfield,"         $461,156,621.50",24078.8,"              $19,151.98","         $552,515,849.99",29638,"              $18,642.14",2021
Springfield - The Springfield Renaissance School an Expeditionary Learning School,2810205,118,476,459,388,13.4,608,50.7,49.2,5.8,21.2,71.9,2810000,21.9,1.5,60.4,14.8,0,0,1.5,Springfield,"         $461,156,621.50",24078.8,"              $19,151.98","         $552,515,849.99",29638,"              $18,642.14",2021
Stoneham - Stoneham High,2840505,83,549,554,440,11.8,579,50.3,49.7,2.6,18,24,2840000,2.3,5.7,11.4,76.2,0.5,0,4,Stoneham,"          $40,105,981.10",2250.6,"              $17,820.13","          $45,154,528.74",2439.1,"              $18,512.78",2021
Stoughton - Stoughton High,2850505,76,554,555,691,16.9,1077,47.5,52.5,8.8,14.4,42.8,2850000,26.5,6.6,12.2,49.2,0.1,0.7,4.7,Stoughton,"          $60,208,102.12",3389.5,"              $17,763.12","          $66,923,861.42",3611.6,"              $18,530.25",2021
Sturgis Charter Public (District) - Sturgis Charter Public School,4890505,98,587,572,527,14.1,844,57.8,41.9,0.8,18.5,24.1,4890000,2.7,3,5.9,84.7,0.4,0.1,3.2,Sturgis Charter Public (District),"          $14,101,297.00",851.5,"              $16,561.31","          $14,101,297.00",851.5,"              $16,561.31",2021
Sutton - Sutton High School,2900510,97,562,546,170,15.7,367,48.8,50.4,0.8,6.8,17.7,2900000,2.5,1.6,4.1,88,0,0,3.8,Sutton,"          $20,772,656.86",1259.2,"              $16,496.71","          $22,403,958.90",1306.7,"              $17,145.45",2021
Swampscott - Swampscott High,2910505,128,606,596,455,13.5,667,49.6,50.2,2.3,18.9,25.3,2910000,5.3,3.3,13.3,75.9,0.3,0,2,Swampscott,"          $37,438,062.00",2109.4,"              $17,748.20","          $41,948,214.00",2210.4,"              $18,977.66",2021
Swansea - Joseph Case High,2920505,101,564,547,259,14.7,543,47.3,52.7,0.4,13.1,27.6,2920000,1.1,0.4,3.5,94.3,0,0,0.7,Swansea,"          $30,160,522.94",1996.6,"              $15,105.94","          $31,666,909.16",2061.4,"              $15,361.85",2021
TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,39,585,555,716,41.2,2962,55.3,44.5,4.1,20.9,54.5,39020000,9.7,3.9,20.8,57.5,0.5,0.3,7.4,TEC Connections Academy Commonwealth Virtual School District,"          $26,735,926.22",2530.8,"              $10,564.26","          $26,735,926.22",2530.8,"              $10,564.26",2021
Tantasqua - Tantasqua Regional Sr High,7700505,127,578,599,765,12.6,1194,46.7,52.6,1.4,11.1,28.5,7700000,1.2,1.2,7.2,86.2,0.2,0.1,4,Tantasqua,"          $27,098,404.00",1761.7,"              $15,381.96","          $27,587,131.00",1817.5,"              $15,178.61",2021
Tantasqua - Tantasqua Regional Vocational,7700605,15,547,567,74,11.5,510,36.5,62.8,1,15.9,34.9,7700000,0.8,0.2,7.1,88.2,0,0,3.7,Tantasqua,"          $27,098,404.00",1761.7,"              $15,381.96","          $27,587,131.00",1817.5,"              $15,178.61",2021
Taunton - Taunton High,2930505,211,538,514,1032,20.6,2794,49.1,50.8,5.8,16.6,55.4,2930000,20.7,1.2,14.1,58.6,0.4,0.2,4.8,Taunton,"         $118,343,856.33",7705.1,"              $15,359.16","         $132,198,187.33",8140.3,"              $16,239.97",2021
Tewksbury - Tewksbury Memorial High,2950505,196,552,545,408,18.2,804,51.2,48.4,1.4,12.8,21.9,2950000,4.1,5.4,7.1,81.8,0.1,0,1.5,Tewksbury,"          $57,445,022.70",3239,"              $17,735.42","          $65,390,127.04",3416.4,"              $19,140.07",2021
Tri-County Regional Vocational Technical - Tri-County Regional Vocational Technical,8780605,38,538,520,818,15.6,938,39.3,59.7,0.2,30.9,26.8,8780000,1.2,0.8,8.7,84.3,0.1,0.1,4.8,Tri-County Regional Vocational Technical,"          $21,484,902.00",958.5,"              $22,415.13","          $21,516,007.00",960.5,"              $22,400.84",2021
Triton - Triton Regional High School,7730505,63,595,585,341,13.4,639,47.7,51.6,0.9,15.2,31.5,7730000,1.3,3.1,4.4,89.2,0.2,0.2,1.7,Triton,"          $43,643,701.50",2144.2,"              $20,354.31","          $48,594,657.00",2329.8,"              $20,857.87",2021
Tyngsborough - Tyngsborough High School,3010505,155,557,573,343,15.4,426,51.6,48.4,0.9,12.2,19.5,3010000,3.3,8,7,77.9,0,0,3.8,Tyngsborough,"          $26,145,800.00",1554.3,"              $16,821.59","          $30,101,641.00",1695.3,"              $17,755.94",2021
Upper Cape Cod Regional Vocational Technical - Upper Cape Cod Vocational Technical,8790605,17,492,462,360,14.4,715,40.7,59.3,0.4,27.3,41.3,8790000,3.4,0.8,5.3,82.2,0.7,0.1,7.4,Upper Cape Cod Regional Vocational Technical,"          $18,956,280.09",745.9,"              $25,413.97","          $18,988,780.09",752.4,"              $25,237.61",2021
Uxbridge - Uxbridge High,3040505,113,541,519,391,13.1,567,42.9,57.1,1.8,16.1,28.9,3040000,1.1,2.5,7.1,86.1,0.7,0,2.7,Uxbridge,"          $28,848,258.18",1608.2,"              $17,938.23","          $32,777,926.20",1808,"              $18,129.38",2021
Wachusett - Wachusett Regional High,7750505,514,582,581,1057,16.8,1970,52.9,47.1,0.7,14.2,15.6,7750000,2.1,3.6,6.4,85.6,0.2,0,2.2,Wachusett,"          $97,012,573.00",6575.7,"              $14,753.19","         $106,988,118.60",6857.8,"              $15,600.94",2021
Wakefield - Wakefield Memorial High,3050505,248,565,561,478,13.5,844,51.2,48.7,2.5,17.7,17.7,3050000,3.3,4,7.9,82,0.2,0,2.5,Wakefield,"          $56,060,457.05",3314.1,"              $16,915.74","          $61,749,978.78",3435.1,"              $17,976.18",2021
Walpole - Walpole High,3070505,291,587,569,522,16.7,1029,49.3,50.3,2.4,12.6,16.2,3070000,3.5,6.4,6.2,81.3,0.4,0,2.1,Walpole,"          $60,216,679.73",3673.8,"              $16,390.84","          $65,952,137.10",3791.4,"              $17,395.19",2021
Waltham - Waltham Sr High,3080505,203,563,555,944,15.2,1704,46.7,53.2,20.9,16.1,54,3080000,9.7,3.6,47.3,37.9,0,0.1,1.4,Waltham,"         $125,392,031.43",5440.4,"              $23,048.31","         $132,618,179.43",5617.7,"              $23,607.20",2021
Ware - Ware Junior/Senior High School,3090505,27,512,534,238,17.7,508,49,51,0.8,22.6,58.9,3090000,2.4,0.2,9.8,81.5,0.4,0.4,5.3,Ware,"          $18,718,444.92",1119.5,"              $16,720.36","          $20,979,417.00",1319.1,"              $15,904.34",2021
